replies_count,participants_count,likes,comments,shares,date,domain_rank
0,0,0,0,0,800,23349
0,0,0,0,0,806,43327
0,0,0,0,0,813,0
0,0,0,0,0,814,7587
0,0,0,0,0,818,61423
0,0,0,0,0,812,0
0,0,0,0,0,808,43327
0,0,0,0,0,799,79662
0,0,0,0,0,793,0
0,0,0,0,0,815,15846
0,0,0,0,0,810,79662
0,0,0,0,0,819,15846
0,0,0,0,0,808,2182
0,0,0,0,0,807,43327
0,0,0,0,0,813,2182
0,0,0,0,0,815,61606
0,0,0,0,0,799,70635
0,0,0,0,0,808,0
0,0,777,0,777,806,2182
0,0,0,0,0,817,87365
0,0,0,0,0,805,0
0,0,0,0,0,817,0
0,0,0,0,0,819,2182
0,0,0,0,0,814,43327
0,1,0,0,0,812,82758
0,0,0,0,0,818,0
0,0,0,0,0,819,79662
0,0,0,0,0,806,43327
0,0,0,0,0,802,0
0,0,0,0,0,793,18896
0,1,0,0,0,805,82758
0,1,0,0,0,820,41475
0,0,0,0,0,814,0
0,0,654,0,654,812,2182
0,0,0,0,0,814,25689
0,0,0,0,0,806,2182
0,0,0,0,0,793,0
0,1,0,0,0,802,82758
0,0,0,0,0,798,98679
0,0,0,0,0,811,0
0,0,0,0,0,807,2182
0,0,0,0,0,815,0
0,0,0,0,0,793,43327
0,0,0,0,0,806,2182
0,0,0,0,0,811,44451
0,0,0,0,0,820,0
0,0,666,0,666,813,2182
0,1,0,0,0,814,23950
0,0,0,0,0,798,0
0,0,0,0,0,819,0
0,0,0,0,0,806,2182
0,1,0,0,0,806,82758
0,0,0,0,0,811,0
0,1,0,0,0,804,82758
0,0,0,0,0,805,2182
0,1,0,0,0,820,6659
0,0,0,0,0,818,0
0,0,0,0,0,806,2182
0,0,0,0,0,792,15846
0,0,0,0,0,816,0
0,1,0,0,0,804,82758
0,1,0,0,0,820,41475
0,0,0,0,0,806,2182
0,1,0,0,0,809,82758
0,0,0,0,0,806,43327
0,0,17,0,17,815,2182
0,0,0,0,0,819,0
0,1,0,0,0,796,0
0,0,0,0,0,808,2182
0,1,0,0,0,818,23950
0,0,0,0,0,819,0
0,0,0,0,0,805,2182
0,0,0,0,0,810,54210
0,0,0,0,0,802,0
0,0,0,0,0,808,0
0,0,0,0,0,804,51246
0,0,0,0,0,810,0
0,0,0,0,0,803,0
2,3,0,0,0,819,12993
0,0,0,0,0,808,0
0,0,555,0,555,815,2182
0,0,0,0,0,810,0
0,0,0,0,0,820,32069
0,0,0,0,0,812,2182
0,0,0,0,0,793,43327
0,1,0,0,0,820,6659
0,0,0,0,0,815,0
0,0,0,0,0,820,8968
0,0,0,0,0,819,0
0,0,0,0,0,809,0
0,0,0,0,0,797,43327
0,1,0,0,0,815,82758
0,1,0,0,0,812,82758
0,0,0,0,0,815,0
0,0,490,0,490,814,2182
0,0,0,0,0,791,79662
0,0,0,0,0,819,10352
0,0,0,0,0,794,0
0,1,0,0,0,799,0
0,1,0,0,0,807,82758
0,1,0,0,0,806,82758
0,0,0,0,0,808,25689
0,0,0,0,0,806,2182
0,0,0,0,0,818,15846
0,1,0,0,0,805,82758
0,1,0,0,0,804,82758
0,0,0,0,0,813,10414
0,1,0,0,0,812,82758
0,0,0,0,0,808,2182
0,0,0,0,0,806,25689
0,0,0,0,0,811,0
0,1,0,0,0,815,82758
0,1,0,0,0,818,23950
0,1,0,0,0,815,82758
0,1,0,0,0,811,82758
0,1,0,0,0,819,82758
0,1,0,0,0,819,82758
0,1,0,0,0,806,82758
0,1,188,0,188,820,6659
0,1,0,0,0,820,51784
0,1,0,0,0,811,82758
0,1,0,0,0,801,82758
0,1,0,0,0,805,82758
0,1,0,0,0,819,82758
0,1,0,0,0,817,0
0,1,0,0,0,819,0
0,0,0,0,0,799,40299
0,1,0,0,0,806,0
0,1,0,0,0,817,14170
0,1,0,0,0,818,77628
0,1,0,0,0,815,23950
0,1,0,0,0,816,91878
0,0,0,0,0,818,18495
0,1,0,0,0,808,68691
0,1,0,0,0,819,32398
0,1,0,0,0,814,23950
0,1,0,0,0,792,0
0,1,0,0,0,817,77628
0,0,0,0,0,807,40299
0,0,0,0,0,811,0
0,1,0,0,0,814,26413
0,1,0,0,0,819,1550
0,1,0,0,0,816,18369
0,1,0,0,0,819,8968
0,1,0,0,0,820,58305
0,1,0,0,0,813,0
0,1,0,0,0,819,93150
0,1,0,0,0,819,68648
0,1,0,0,0,803,91187
0,1,0,0,0,815,77628
0,1,0,0,0,817,0
0,0,0,0,0,819,0
0,1,0,0,0,797,36845
0,1,0,0,0,816,36845
0,1,0,0,0,817,65060
0,1,0,0,0,815,19375
0,1,0,0,0,819,0
0,1,179,0,179,819,538
0,1,0,0,0,810,94243
0,1,0,0,0,809,0
0,1,0,0,0,816,10352
0,1,0,0,0,814,34478
0,1,0,0,0,807,0
0,1,0,0,0,813,15846
0,0,0,0,0,808,75353
0,1,0,0,0,809,51246
0,1,0,0,0,801,58305
0,1,0,0,0,804,0
0,1,0,0,0,816,0
0,1,0,0,0,813,0
0,1,0,0,0,815,19375
0,1,0,0,0,800,63847
0,1,0,0,0,805,0
0,1,0,0,0,804,0
0,1,0,0,0,819,17592
0,0,0,0,0,819,41475
0,1,0,0,0,816,30230
0,1,0,0,0,819,0
0,1,0,0,0,819,35234
0,1,0,0,0,793,25945
0,0,0,0,0,818,31016
0,1,0,0,0,811,0
0,0,0,0,0,811,23405
0,1,0,0,0,810,10414
0,1,0,0,0,814,0
0,1,0,0,0,800,22432
0,1,0,0,0,818,65060
0,1,0,0,0,792,56487
0,1,0,0,0,804,0
0,0,0,0,0,820,75353
0,1,0,0,0,814,60570
0,1,0,0,0,792,0
0,1,0,0,0,818,0
0,1,0,0,0,805,0
0,1,0,0,0,798,0
0,1,0,0,0,818,30890
0,1,0,0,0,814,48959
0,1,0,0,0,819,77628
0,1,0,0,0,814,34811
0,1,0,0,0,806,54210
0,1,0,0,0,808,0
0,0,0,0,0,804,0
0,0,0,0,0,816,31016
0,1,0,0,0,819,61606
0,0,0,0,0,820,22891
0,1,0,0,0,818,26413
0,1,0,0,0,817,0
0,1,0,0,0,818,25945
0,1,0,0,0,816,26413
0,1,0,0,0,807,0
0,1,0,0,0,818,4617
0,1,0,0,0,806,48717
0,1,0,0,0,812,34478
0,1,0,0,0,819,0
0,1,0,0,0,816,43665
0,1,0,0,0,814,67400
0,1,0,0,0,811,34478
0,0,0,0,0,820,22891
0,1,0,0,0,819,68648
0,1,62,1,62,812,10352
0,1,0,0,0,815,30230
0,1,0,0,0,812,93150
0,1,0,0,0,819,0
0,1,0,0,0,805,63847
0,0,0,0,0,820,18495
0,1,0,0,0,812,58305
0,1,0,0,0,819,1550
0,1,0,0,0,813,4617
0,1,0,0,0,820,18533
0,1,0,0,0,819,0
0,1,0,0,0,819,68648
0,1,0,0,0,812,19375
0,1,0,0,0,816,37161
0,0,0,0,0,817,0
0,0,0,0,0,819,18495
0,1,0,0,0,805,0
0,1,0,0,0,818,54210
0,1,0,0,0,795,0
0,0,0,0,0,804,0
0,1,0,0,0,809,0
0,1,0,0,0,817,40480
0,1,0,0,0,799,0
0,1,0,0,0,802,0
0,0,0,0,0,812,23405
0,1,0,0,0,812,93150
0,1,0,0,0,819,31016
0,1,0,0,0,807,0
0,1,0,0,0,811,0
0,1,0,0,0,820,12387
0,1,0,0,0,814,58305
0,0,0,0,0,811,0
0,1,0,0,0,793,15846
0,1,0,0,0,811,0
0,1,0,0,0,819,0
0,1,0,0,0,813,64783
0,1,0,0,0,791,0
0,1,0,0,0,818,62759
0,1,0,0,0,819,34478
0,1,0,0,0,817,61606
0,1,0,0,0,807,0
0,1,0,0,0,817,0
0,0,0,0,0,817,0
0,1,0,0,0,814,0
0,1,0,0,0,798,0
0,1,0,0,0,805,22432
0,1,0,0,0,811,0
0,1,0,0,0,811,48959
0,0,823,0,823,812,16425
0,1,0,0,0,813,0
0,1,0,0,0,815,0
0,1,0,0,0,820,12387
0,0,0,0,0,818,18495
0,1,0,0,0,818,34478
0,1,0,0,0,813,10414
0,1,0,0,0,814,25945
0,1,0,0,0,817,0
0,0,0,0,0,809,42575
0,1,0,0,0,813,15846
0,1,0,0,0,814,34811
0,1,0,0,0,810,0
0,1,0,0,0,819,0
0,1,0,0,0,815,43665
0,1,0,0,0,800,0
0,1,0,0,0,805,0
0,1,0,0,0,794,0
0,1,0,0,0,818,0
0,0,0,0,0,816,0
0,1,0,0,0,818,65060
0,1,0,0,0,798,53149
0,1,0,0,0,809,0
0,1,0,0,0,797,53149
0,1,0,0,0,818,94243
0,1,0,0,0,805,56487
0,1,0,0,0,814,91878
0,1,0,0,0,802,96853
0,0,0,0,0,804,0
0,1,0,0,0,819,48959
0,1,0,0,0,815,36845
0,1,0,0,0,819,8968
0,1,0,0,0,819,91878
0,0,0,0,0,806,84363
0,1,0,0,0,799,0
0,1,0,0,0,818,63072
0,1,0,0,0,811,30890
0,0,0,0,0,819,0
0,0,0,0,0,818,18495
0,1,0,0,0,815,0
0,1,0,0,0,812,0
0,1,0,0,0,818,67400
0,1,0,0,0,819,0
0,1,0,0,0,816,0
0,1,0,0,0,817,63072
0,1,0,0,0,813,0
0,1,0,0,0,797,37614
0,1,0,0,0,818,0
0,1,0,0,0,806,15846
0,1,0,0,0,817,0
0,1,375,0,375,819,2774
0,1,0,0,0,818,0
0,1,0,0,0,819,17423
0,1,0,0,0,818,0
0,1,0,0,0,816,43665
0,1,0,0,0,815,34811
0,1,0,0,0,819,17423
0,1,0,0,0,815,0
0,1,0,0,0,817,91878
0,1,0,0,0,819,0
0,1,0,0,0,815,0
0,1,0,0,0,819,41475
0,1,0,0,0,818,0
0,1,0,0,0,807,36845
0,1,0,0,0,820,23040
0,0,2,1,2,820,1616
0,1,0,0,0,819,58305
0,1,0,0,0,818,0
0,1,0,0,0,817,4617
0,1,0,0,0,818,77628
0,1,0,0,0,814,37161
0,1,0,0,0,815,34811
0,0,0,0,0,802,33221
0,1,0,0,0,799,36845
0,1,0,0,0,818,63072
0,1,0,0,0,814,63847
0,1,0,0,0,795,0
0,1,0,0,0,798,60463
0,1,0,0,0,811,0
0,1,0,0,0,804,0
0,1,0,0,0,814,0
0,1,0,0,0,815,58305
0,1,0,0,0,813,0
0,1,0,0,0,815,0
0,1,0,0,0,812,34478
0,1,0,0,0,810,0
0,1,0,0,0,819,40480
0,1,0,0,0,816,23040
0,0,0,0,0,820,0
0,1,0,0,0,815,23950
0,1,0,0,0,818,58305
0,1,0,0,0,807,46814
0,1,0,0,0,817,77628
0,1,0,0,0,819,8968
0,1,0,0,0,814,35234
0,1,0,0,0,818,93150
0,1,0,0,0,818,0
0,1,0,0,0,806,60463
0,1,45,0,45,820,2774
0,1,0,0,0,807,0
0,1,0,0,0,818,23950
0,0,0,0,0,812,25709
0,1,0,0,0,819,14170
0,1,0,0,0,811,17592
0,0,0,0,0,817,25709
0,1,0,0,0,819,23040
0,1,0,0,0,805,0
0,1,0,0,0,818,34478
0,1,0,0,0,811,10352
0,1,0,0,0,812,37161
0,1,0,0,0,816,26413
0,0,0,0,0,819,0
0,1,0,0,0,818,32398
0,1,0,0,0,813,48413
0,1,0,0,0,818,0
0,1,0,0,0,813,25945
0,1,0,0,0,809,61606
0,1,0,0,0,803,22432
0,1,0,0,0,814,30890
0,1,0,0,0,811,0
0,1,0,0,0,811,48959
0,1,0,0,0,812,35234
0,0,68,3,68,819,1616
0,1,0,0,0,809,64783
0,1,0,0,0,818,23950
0,1,0,0,0,798,0
0,1,0,0,0,811,91878
0,1,0,0,0,819,41475
0,1,0,0,0,820,4617
0,1,0,0,0,820,0
0,0,0,0,0,819,84363
0,0,0,0,0,801,0
0,1,0,0,0,799,0
0,0,0,0,0,812,15846
0,1,22,0,22,818,2774
0,1,0,0,0,819,14170
0,1,699,0,699,816,4617
0,1,0,0,0,819,65060
0,1,0,0,0,814,0
0,1,0,0,0,808,54210
0,1,0,0,0,818,37161
0,1,0,0,0,815,35234
0,1,0,0,0,819,0
0,1,0,0,0,813,60463
0,1,0,0,0,812,36845
0,1,0,0,0,819,0
0,1,0,0,0,815,10414
0,1,0,0,0,804,17592
0,1,0,0,0,813,58305
0,1,0,0,0,807,93150
0,0,0,0,0,792,40299
0,1,0,0,0,800,0
0,1,0,0,0,812,58305
0,1,0,0,0,817,40480
0,1,0,0,0,808,0
0,0,0,0,0,816,61423
0,1,0,0,0,807,0
0,1,0,0,0,804,0
0,1,0,0,0,820,12387
0,1,0,0,0,810,0
0,1,114,0,114,818,2774
0,1,0,0,0,818,65060
0,0,0,0,0,813,25709
0,1,0,0,0,818,0
0,1,0,0,0,817,94243
0,1,0,0,0,808,0
0,0,0,0,0,803,33221
0,1,0,0,0,818,54210
0,1,0,0,0,805,0
0,1,0,0,0,812,35234
0,1,0,0,0,819,82758
0,1,8,0,8,819,6416
0,1,0,0,0,819,68648
0,0,0,0,0,817,25709
0,0,0,0,0,812,75353
0,1,0,0,0,816,0
0,1,0,0,0,818,94243
0,1,0,0,0,802,0
0,1,0,0,0,818,0
0,1,0,0,0,818,0
0,1,452,0,452,814,6416
0,1,0,0,0,806,68691
0,1,0,0,0,809,0
0,1,0,0,0,814,34811
0,1,0,0,0,820,12387
0,1,0,0,0,814,0
0,0,0,0,0,819,61423
0,1,0,0,0,817,93150
0,0,0,0,0,818,18495
0,1,0,0,0,792,0
0,1,0,0,0,813,0
0,1,0,0,0,814,94243
0,0,0,0,0,816,31016
0,1,0,0,0,819,18533
0,1,0,0,0,811,0
0,1,0,0,0,816,23040
0,1,25,0,25,818,2774
0,0,0,0,0,819,61423
0,1,0,0,0,813,40480
0,1,0,0,0,814,62759
0,1,0,0,0,819,68648
0,1,0,0,0,790,60570
0,1,0,0,0,819,61606
0,1,0,0,0,813,64783
0,1,0,0,0,806,25945
0,1,0,0,0,816,91878
0,1,0,0,0,807,0
0,1,0,0,0,818,4617
0,0,0,0,0,808,75353
0,0,0,0,0,819,23405
0,1,0,0,0,816,43665
0,1,0,0,0,814,0
0,1,0,0,0,799,0
0,1,0,0,0,820,63072
0,0,2,0,2,820,1616
0,1,0,0,0,817,0
0,1,0,0,0,814,64783
0,1,0,0,0,814,30890
0,1,0,0,0,804,0
0,1,0,0,0,802,91187
0,1,0,0,0,818,65060
0,1,0,0,0,805,0
0,1,0,0,0,812,0
0,0,0,0,0,801,0
0,1,0,0,0,803,43327
0,1,0,0,0,814,34811
0,1,0,0,0,814,19375
0,1,0,0,0,819,30230
0,1,0,0,0,805,0
0,1,0,0,0,807,91187
0,0,0,0,0,819,0
0,0,0,0,0,816,93026
0,1,0,0,0,812,37161
0,1,0,0,0,814,94243
0,1,0,0,0,817,36674
0,1,0,0,0,813,0
0,1,0,0,0,792,0
0,1,0,0,0,805,0
0,1,0,0,0,810,10414
0,1,0,0,0,820,36674
0,1,0,0,0,817,0
0,1,0,0,0,816,35234
0,1,0,0,0,814,94243
0,0,0,0,0,820,61423
0,0,0,0,0,811,44451
0,0,0,0,0,818,61423
0,1,0,0,0,800,60463
0,1,0,0,0,811,37161
0,1,0,0,0,819,6416
0,1,0,0,0,818,0
0,1,0,0,0,815,63072
0,1,0,0,0,793,0
0,1,0,0,0,807,0
0,1,0,0,0,810,0
0,1,0,0,0,814,36845
0,1,0,0,0,819,68648
0,1,0,0,0,819,0
0,1,0,0,0,818,32398
0,1,0,0,0,816,51246
0,1,0,0,0,812,30890
0,1,0,0,0,818,0
0,1,944,0,944,819,6416
0,1,0,0,0,818,486
0,1,0,0,0,815,10352
0,1,0,0,0,811,0
0,0,0,0,0,819,22891
0,1,0,0,0,811,58305
0,1,0,0,0,813,63072
0,0,0,0,0,816,93026
0,1,0,0,0,820,34811
0,1,0,0,0,808,0
0,1,0,0,0,808,56487
0,1,0,0,0,819,68648
0,1,0,0,0,819,1550
0,0,0,0,0,819,33221
0,1,0,0,0,818,0
0,1,0,0,0,818,60463
0,1,0,0,0,815,30230
0,1,0,0,0,810,0
0,1,0,0,0,807,53149
0,1,0,0,0,798,0
0,1,0,0,0,818,93150
0,1,0,0,0,811,22432
0,1,0,0,0,811,34811
0,1,0,0,0,816,0
0,1,0,0,0,792,22432
0,1,0,0,0,799,0
0,1,0,0,0,817,67400
0,1,0,0,0,804,0
0,1,0,0,0,819,8968
0,1,0,0,0,814,10414
0,0,0,0,0,816,23405
0,1,0,0,0,819,8968
0,1,0,0,0,818,0
0,1,0,0,0,816,40480
0,0,0,0,0,807,75353
0,0,0,0,0,819,22891
0,1,0,0,0,819,60463
0,1,0,0,0,819,0
0,1,0,0,0,819,1550
0,1,0,0,0,800,0
0,1,0,0,0,807,0
0,1,0,0,0,819,18533
0,1,0,0,0,816,30230
0,1,0,0,0,818,32398
0,1,0,0,0,819,8968
0,1,0,0,0,811,27046
0,1,0,0,0,805,0
0,1,0,0,0,809,0
0,1,0,0,0,818,91878
0,1,0,0,0,820,0
0,0,0,0,0,813,75353
0,0,0,0,0,818,18495
0,1,272,2,272,818,486
0,1,0,0,0,818,486
0,0,0,0,0,801,0
0,1,0,0,0,807,0
0,1,0,0,0,820,0
0,1,0,0,0,813,0
0,1,0,0,0,796,0
0,1,0,0,0,813,35234
0,1,0,0,0,819,14170
0,1,0,0,0,820,0
0,0,0,0,0,814,84363
0,1,0,0,0,812,0
0,1,0,0,0,809,30890
0,0,0,0,0,819,0
0,1,0,0,0,807,68691
0,1,0,0,0,796,51784
0,1,0,0,0,814,35234
0,1,0,0,0,810,17592
0,1,0,0,0,793,0
0,1,0,0,0,806,0
0,0,0,0,0,811,84363
0,0,0,0,0,815,84363
0,1,0,0,0,809,0
0,1,0,0,0,808,60463
0,0,0,0,0,799,33221
0,0,0,0,0,820,0
0,1,0,0,0,818,0
0,1,0,0,0,813,0
0,1,0,0,0,798,22432
0,1,0,0,0,813,60570
0,1,208,0,208,817,6416
0,1,0,0,0,812,51246
0,1,0,0,0,819,68648
0,1,0,0,0,814,60570
0,1,0,0,0,814,63847
0,1,0,0,0,817,67400
0,1,0,0,0,804,53149
0,1,0,0,0,817,0
0,1,0,0,0,817,61606
0,1,0,0,0,815,23040
0,1,0,0,0,805,0
0,0,0,0,0,814,33221
0,1,0,0,0,800,0
0,1,0,0,0,815,68691
0,1,0,0,0,818,0
0,1,0,0,0,819,93150
0,1,0,0,0,814,91878
0,1,4,1,4,818,486
0,1,0,0,0,817,23040
0,1,0,0,0,811,94243
0,1,0,0,0,794,0
0,0,0,0,0,802,91245
0,1,0,0,0,804,53149
0,1,0,0,0,815,26413
0,1,0,0,0,819,0
0,1,0,0,0,801,0
0,0,0,0,0,819,0
0,1,0,0,0,818,32398
0,1,0,0,0,813,0
0,1,0,0,0,798,0
0,1,0,0,0,819,8968
0,1,0,0,0,819,0
0,1,0,0,0,816,23040
0,1,0,0,0,807,0
0,1,0,0,0,814,17592
0,1,0,0,0,811,0
0,1,0,0,0,815,10414
0,1,0,0,0,807,0
0,0,0,0,0,817,93026
0,1,0,0,0,818,36674
0,1,0,0,0,811,61606
0,1,0,0,0,817,30230
0,0,0,0,0,814,84363
0,1,0,0,0,812,17592
0,1,0,0,0,810,0
0,1,0,0,0,812,62759
0,0,0,0,0,814,75353
0,1,0,0,0,799,27046
0,1,0,0,0,811,68691
0,1,0,0,0,803,53149
0,1,0,0,0,817,91878
0,1,0,0,0,818,91878
0,1,0,0,0,808,0
0,1,0,0,0,804,0
0,1,0,0,0,811,0
0,1,0,0,0,791,0
0,1,0,0,0,817,0
0,1,0,0,0,811,0
0,1,0,0,0,808,68691
0,1,0,0,0,814,34811
0,1,0,0,0,810,0
0,1,0,0,0,801,0
0,1,0,0,0,819,18533
0,0,0,0,0,808,75353
0,1,0,0,0,817,37161
0,1,0,0,0,804,0
0,1,0,0,0,804,17592
0,1,0,0,0,819,41475
0,1,0,0,0,792,37614
0,1,0,0,0,819,68648
0,1,0,0,0,814,0
0,1,0,0,0,818,68691
0,1,0,0,0,810,64783
0,1,0,0,0,819,17423
0,1,0,0,0,810,0
0,1,0,0,0,795,37614
0,0,0,0,0,800,40299
0,1,0,0,0,817,10352
0,1,0,0,0,804,36845
0,1,0,0,0,812,0
0,0,0,0,0,819,22891
0,0,0,0,0,814,93026
0,1,0,0,0,817,0
0,1,0,0,0,808,61606
0,1,0,0,0,805,0
0,1,0,0,0,812,91878
0,1,0,0,0,817,0
0,1,0,0,0,810,25945
0,1,0,0,0,800,22432
0,1,0,0,0,818,36674
0,1,0,0,0,815,0
0,1,0,0,0,818,27046
0,1,0,0,0,803,0
0,1,0,0,0,814,19375
0,1,0,0,0,819,34811
0,1,0,0,0,813,10414
0,1,0,0,0,811,0
0,1,0,0,0,813,0
0,1,0,0,0,819,65060
0,1,598,0,598,819,6416
0,1,0,0,0,814,40480
0,1,0,0,0,808,60570
0,0,0,0,0,817,61423
0,1,0,0,0,811,34811
0,0,0,0,0,813,84363
0,1,0,0,0,800,58305
0,1,0,0,0,814,26413
0,0,0,0,0,811,0
0,1,0,0,0,812,58305
0,1,0,0,0,818,32398
0,1,0,0,0,813,35234
0,1,0,0,0,819,14170
0,0,0,0,0,818,31016
0,1,0,0,0,818,0
0,1,0,0,0,814,63072
0,1,0,0,0,790,91187
0,1,0,0,0,815,0
0,1,0,0,0,818,0
0,1,0,0,0,791,27046
0,0,0,0,0,804,33221
0,1,0,0,0,796,0
0,1,0,0,0,808,30890
0,1,0,0,0,817,0
0,1,0,0,0,819,8968
0,1,0,0,0,813,62759
0,1,0,0,0,815,19375
0,1,0,0,0,814,10414
0,1,0,0,0,820,26413
0,1,0,0,0,816,0
0,1,0,0,0,810,0
0,1,0,0,0,817,0
0,1,0,0,0,799,0
0,1,0,0,0,808,0
0,1,0,0,0,811,17592
0,1,0,0,0,818,17423
0,0,0,0,0,806,84363
0,1,0,0,0,801,0
0,1,0,0,0,814,0
0,1,0,0,0,807,0
0,1,0,0,0,793,0
0,1,0,0,0,818,36674
0,1,0,0,0,808,93150
0,1,0,0,0,819,63072
0,1,0,0,0,815,17592
0,1,0,0,0,819,23040
0,0,0,0,0,812,33221
0,1,0,0,0,816,0
0,1,0,0,0,820,12387
0,1,0,0,0,819,65060
0,1,0,0,0,817,48959
0,1,0,0,0,811,60570
0,1,0,0,0,812,0
0,1,0,0,0,791,27046
0,1,0,0,0,818,34811
0,1,0,0,0,806,0
0,1,0,0,0,819,1550
0,1,0,0,0,817,30230
0,1,0,0,0,812,48959
0,1,0,0,0,814,0
0,0,0,0,0,802,0
0,1,0,0,0,818,8968
0,1,0,0,0,800,58305
0,1,0,0,0,802,0
0,1,0,0,0,809,25945
0,1,0,0,0,817,65060
0,1,0,0,0,807,68691
0,1,0,0,0,818,34811
0,0,0,0,0,819,16425
0,1,57,0,57,818,2774
0,1,0,0,0,805,0
0,1,0,0,0,810,0
0,0,4,0,4,819,1616
0,1,0,0,0,815,0
0,1,0,0,0,820,12993
0,1,0,0,0,817,48959
0,1,0,0,0,808,0
0,1,0,0,0,814,0
0,0,0,0,0,810,33221
0,0,0,0,0,814,75353
0,1,0,0,0,807,58305
0,1,0,0,0,820,0
0,1,0,0,0,819,0
0,0,0,0,0,813,25709
0,0,0,0,0,814,25709
0,1,0,0,0,799,0
0,1,0,0,0,814,0
0,1,0,0,0,797,27046
0,1,0,0,0,806,25945
0,1,0,0,0,813,54210
0,0,0,0,0,819,18495
0,1,0,0,0,812,0
0,1,0,0,0,811,60570
0,1,0,0,0,818,17423
0,1,0,0,0,819,68648
0,1,0,0,0,791,0
0,0,0,0,0,816,31016
0,1,0,0,0,818,0
0,1,0,0,0,819,0
0,1,0,0,0,819,77628
0,1,0,0,0,808,0
0,0,0,0,0,813,14958
0,1,0,0,0,814,62759
0,1,0,0,0,814,48413
0,1,0,0,0,803,53149
0,1,0,0,0,812,63072
0,1,0,0,0,808,37161
0,1,0,0,0,817,0
0,1,0,0,0,818,0
0,1,0,0,0,818,0
0,1,0,0,0,798,27046
0,1,0,0,0,800,0
0,1,0,0,0,812,91878
0,1,0,0,0,802,25945
0,1,0,0,0,815,34478
0,1,0,0,0,819,4617
0,1,0,0,0,812,0
0,1,0,0,0,807,0
0,1,386,4,386,818,486
0,1,0,0,0,819,58305
0,1,0,0,0,817,27046
0,1,0,0,0,820,36674
0,0,0,0,0,816,0
0,1,0,0,0,818,0
0,1,0,0,0,819,93150
0,1,0,0,0,817,8968
0,1,0,0,0,799,0
0,1,0,0,0,820,12387
0,1,0,0,0,802,0
0,1,0,0,0,818,26413
0,1,0,0,0,818,36674
0,1,0,0,0,819,68648
0,0,0,0,0,813,25709
0,1,0,0,0,818,65060
0,1,0,0,0,814,64783
0,0,161,0,161,819,1616
0,1,0,0,0,819,23040
0,1,0,0,0,818,0
0,1,0,0,0,803,0
0,1,0,0,0,814,40480
0,1,0,0,0,799,48717
0,1,0,0,0,818,93150
0,1,0,0,0,819,0
0,1,0,0,0,816,26413
0,1,0,0,0,812,10352
0,1,0,0,0,817,0
0,1,0,0,0,819,68648
0,0,0,0,0,819,25709
0,1,0,0,0,807,64783
0,1,0,0,0,818,0
0,1,0,0,0,792,37614
0,1,0,0,0,819,0
0,1,0,0,0,792,0
0,1,0,0,0,819,41475
0,0,0,0,0,819,61423
0,1,0,0,0,812,0
0,1,0,0,0,804,17592
0,1,0,0,0,810,63072
0,1,0,0,0,812,0
0,1,0,0,0,813,19375
0,1,0,0,0,811,56000
0,1,0,0,0,819,0
0,1,0,0,0,813,0
0,1,0,0,0,820,2774
0,1,0,0,0,815,23950
0,1,0,0,0,815,0
0,1,0,0,0,814,0
0,1,0,0,0,808,0
0,1,0,0,0,820,36674
0,1,0,0,0,804,64783
0,1,0,0,0,817,0
0,0,0,0,0,808,3921
0,1,0,0,0,815,61606
0,0,0,0,0,801,0
0,1,278,0,278,817,2774
0,1,0,0,0,811,0
0,1,0,0,0,815,0
0,0,0,0,0,817,61423
0,1,0,0,0,810,0
0,1,0,0,0,818,18533
0,1,0,0,0,815,0
0,1,0,0,0,819,41475
0,1,0,0,0,820,36674
0,1,0,0,0,813,0
0,1,0,0,0,818,32398
0,1,0,0,0,814,37614
0,1,0,0,0,809,0
0,1,0,0,0,812,0
0,1,0,0,0,818,34811
0,1,0,0,0,815,65060
0,1,0,0,0,815,60463
0,1,0,0,0,811,0
0,1,0,0,0,800,0
0,1,0,0,0,810,34478
0,1,0,0,0,811,56000
0,1,0,0,0,814,0
0,1,0,0,0,816,0
0,1,0,0,0,807,0
0,1,0,0,0,810,0
0,1,0,0,0,818,43665
0,0,0,0,0,819,22891
0,1,0,0,0,813,19375
0,0,0,0,0,811,84363
0,1,0,0,0,813,0
0,1,0,0,0,814,0
0,1,0,0,0,815,27046
0,1,0,0,0,813,34478
0,1,0,0,0,807,0
0,1,0,0,0,819,14170
0,0,0,0,0,813,75353
0,1,0,0,0,819,0
0,1,0,0,0,813,0
0,1,0,0,0,816,0
0,1,0,0,0,819,1550
0,1,0,0,0,816,40480
0,1,0,0,0,819,34478
0,1,0,0,0,815,34811
0,1,0,0,0,818,26413
0,0,0,0,0,813,75353
0,1,0,0,0,819,2774
0,1,0,0,0,820,18369
0,1,0,0,0,820,62759
0,1,0,0,0,814,0
0,1,0,0,0,807,54210
0,1,0,0,0,806,22432
0,1,0,0,0,812,34811
0,1,0,0,0,817,14170
0,1,0,0,0,811,93150
0,1,0,0,0,818,0
0,1,0,0,0,820,6659
0,1,0,0,0,803,96853
0,1,0,0,0,820,12387
0,1,0,0,0,818,0
0,1,0,0,0,806,0
0,1,0,0,0,812,0
0,1,0,0,0,817,0
0,1,0,0,0,812,25945
0,1,0,0,0,819,77628
0,1,0,0,0,804,0
0,1,0,0,0,818,0
0,1,0,0,0,817,0
0,0,0,0,0,819,22891
0,0,0,0,0,799,33221
0,1,0,0,0,795,96853
