replies_count,participants_count,likes,comments,shares,domain_rank,readability
0,0,0,0,0,23349,2
0,0,0,0,0,43327,1
0,0,0,0,0,0,3
0,0,0,0,0,7587,2
0,0,0,0,0,61423,3
0,0,0,0,0,0,0
0,0,0,0,0,43327,2
0,0,0,0,0,79662,2
0,0,0,0,0,0,1
0,0,0,0,0,15846,1
0,0,0,0,0,79662,0
0,0,0,0,0,15846,3
0,0,0,0,0,2182,0
0,0,0,0,0,43327,0
0,0,0,0,0,2182,0
0,0,0,0,0,61606,1
0,0,0,0,0,70635,0
0,0,0,0,0,0,1
0,0,777,0,777,2182,0
0,0,0,0,0,87365,4
0,0,0,0,0,0,2
0,0,0,0,0,0,2
0,0,0,0,0,2182,0
0,0,0,0,0,43327,0
0,1,0,0,0,82758,2
0,0,0,0,0,0,2
0,0,0,0,0,79662,1
0,0,0,0,0,43327,0
0,0,0,0,0,0,0
0,0,0,0,0,18896,1
0,1,0,0,0,82758,3
0,1,0,0,0,41475,0
0,0,0,0,0,0,3
0,0,654,0,654,2182,0
0,0,0,0,0,25689,0
0,0,0,0,0,2182,1
0,0,0,0,0,0,0
0,1,0,0,0,82758,2
0,0,0,0,0,98679,0
0,0,0,0,0,0,2
0,0,0,0,0,2182,3
0,0,0,0,0,0,2
0,0,0,0,0,43327,5
0,0,0,0,0,2182,0
0,0,0,0,0,44451,0
0,0,0,0,0,0,2
0,0,666,0,666,2182,0
0,1,0,0,0,23950,1
0,0,0,0,0,0,0
0,0,0,0,0,0,3
0,0,0,0,0,2182,0
0,1,0,0,0,82758,2
0,0,0,0,0,0,1
0,1,0,0,0,82758,1
0,0,0,0,0,2182,0
0,1,0,0,0,6659,2
0,0,0,0,0,0,0
0,0,0,0,0,2182,0
0,0,0,0,0,15846,0
0,0,0,0,0,0,2
0,1,0,0,0,82758,4
0,1,0,0,0,41475,0
0,0,0,0,0,2182,0
0,1,0,0,0,82758,2
0,0,0,0,0,43327,0
0,0,17,0,17,2182,0
0,0,0,0,0,0,3
0,1,0,0,0,0,2
0,0,0,0,0,2182,0
0,1,0,0,0,23950,4
0,0,0,0,0,0,0
0,0,0,0,0,2182,0
0,0,0,0,0,54210,3
0,0,0,0,0,0,1
0,0,0,0,0,0,2
0,0,0,0,0,51246,1
0,0,0,0,0,0,3
0,0,0,0,0,0,2
2,3,0,0,0,12993,3
0,0,0,0,0,0,1
0,0,555,0,555,2182,0
0,0,0,0,0,0,0
0,0,0,0,0,32069,3
0,0,0,0,0,2182,0
0,0,0,0,0,43327,3
0,1,0,0,0,6659,2
0,0,0,0,0,0,0
0,0,0,0,0,8968,1
0,0,0,0,0,0,3
0,0,0,0,0,0,0
0,0,0,0,0,43327,0
0,1,0,0,0,82758,3
0,1,0,0,0,82758,5
0,0,0,0,0,0,2
0,0,490,0,490,2182,0
0,0,0,0,0,79662,2
0,0,0,0,0,10352,4
0,0,0,0,0,0,1
0,1,0,0,0,0,3
0,1,0,0,0,82758,0
0,1,0,0,0,82758,1
0,0,0,0,0,25689,4
0,0,0,0,0,2182,0
0,0,0,0,0,15846,0
0,1,0,0,0,82758,3
0,1,0,0,0,82758,2
0,0,0,0,0,10414,3
0,1,0,0,0,82758,4
0,0,0,0,0,2182,0
0,0,0,0,0,25689,6
0,0,0,0,0,0,4
0,1,0,0,0,82758,2
0,1,0,0,0,23950,5
0,1,0,0,0,82758,3
0,1,0,0,0,82758,3
0,1,0,0,0,82758,3
0,1,0,0,0,82758,0
0,1,0,0,0,82758,2
0,1,188,0,188,6659,4
0,1,0,0,0,51784,3
0,1,0,0,0,82758,2
0,1,0,0,0,82758,2
0,1,0,0,0,82758,5
0,1,0,0,0,82758,3
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,40299,3
0,1,0,0,0,0,1
0,1,0,0,0,14170,0
0,1,0,0,0,77628,0
0,1,0,0,0,23950,0
0,1,0,0,0,91878,5
0,0,0,0,0,18495,1
0,1,0,0,0,68691,0
0,1,0,0,0,32398,0
0,1,0,0,0,23950,2
0,1,0,0,0,0,1
0,1,0,0,0,77628,0
0,0,0,0,0,40299,2
0,0,0,0,0,0,0
0,1,0,0,0,26413,3
0,1,0,0,0,1550,0
0,1,0,0,0,18369,0
0,1,0,0,0,8968,2
0,1,0,0,0,58305,4
0,1,0,0,0,0,0
0,1,0,0,0,93150,0
0,1,0,0,0,68648,0
0,1,0,0,0,91187,3
0,1,0,0,0,77628,0
0,1,0,0,0,0,0
0,0,0,0,0,0,2
0,1,0,0,0,36845,4
0,1,0,0,0,36845,4
0,1,0,0,0,65060,2
0,1,0,0,0,19375,1
0,1,0,0,0,0,1
0,1,179,0,179,538,0
0,1,0,0,0,94243,0
0,1,0,0,0,0,3
0,1,0,0,0,10352,2
0,1,0,0,0,34478,0
0,1,0,0,0,0,1
0,1,0,0,0,15846,2
0,0,0,0,0,75353,2
0,1,0,0,0,51246,1
0,1,0,0,0,58305,0
0,1,0,0,0,0,3
0,1,0,0,0,0,3
0,1,0,0,0,0,1
0,1,0,0,0,19375,3
0,1,0,0,0,63847,2
0,1,0,0,0,0,0
0,1,0,0,0,0,5
0,1,0,0,0,17592,0
0,0,0,0,0,41475,1
0,1,0,0,0,30230,0
0,1,0,0,0,0,2
0,1,0,0,0,35234,0
0,1,0,0,0,25945,2
0,0,0,0,0,31016,0
0,1,0,0,0,0,3
0,0,0,0,0,23405,1
0,1,0,0,0,10414,1
0,1,0,0,0,0,2
0,1,0,0,0,22432,0
0,1,0,0,0,65060,2
0,1,0,0,0,56487,1
0,1,0,0,0,0,3
0,0,0,0,0,75353,3
0,1,0,0,0,60570,5
0,1,0,0,0,0,0
0,1,0,0,0,0,2
0,1,0,0,0,0,1
0,1,0,0,0,0,1
0,1,0,0,0,30890,2
0,1,0,0,0,48959,0
0,1,0,0,0,77628,0
0,1,0,0,0,34811,0
0,1,0,0,0,54210,1
0,1,0,0,0,0,3
0,0,0,0,0,0,0
0,0,0,0,0,31016,0
0,1,0,0,0,61606,3
0,0,0,0,0,22891,3
0,1,0,0,0,26413,2
0,1,0,0,0,0,0
0,1,0,0,0,25945,3
0,1,0,0,0,26413,4
0,1,0,0,0,0,2
0,1,0,0,0,4617,1
0,1,0,0,0,48717,2
0,1,0,0,0,34478,0
0,1,0,0,0,0,0
0,1,0,0,0,43665,0
0,1,0,0,0,67400,2
0,1,0,0,0,34478,2
0,0,0,0,0,22891,1
0,1,0,0,0,68648,0
0,1,62,1,62,10352,0
0,1,0,0,0,30230,5
0,1,0,0,0,93150,3
0,1,0,0,0,0,5
0,1,0,0,0,63847,3
0,0,0,0,0,18495,0
0,1,0,0,0,58305,1
0,1,0,0,0,1550,1
0,1,0,0,0,4617,3
0,1,0,0,0,18533,3
0,1,0,0,0,0,0
0,1,0,0,0,68648,2
0,1,0,0,0,19375,3
0,1,0,0,0,37161,0
0,0,0,0,0,0,2
0,0,0,0,0,18495,1
0,1,0,0,0,0,1
0,1,0,0,0,54210,1
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,0,2
0,1,0,0,0,40480,2
0,1,0,0,0,0,0
0,1,0,0,0,0,1
0,0,0,0,0,23405,3
0,1,0,0,0,93150,1
0,1,0,0,0,31016,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,12387,5
0,1,0,0,0,58305,0
0,0,0,0,0,0,2
0,1,0,0,0,15846,0
0,1,0,0,0,0,2
0,1,0,0,0,0,3
0,1,0,0,0,64783,3
0,1,0,0,0,0,0
0,1,0,0,0,62759,2
0,1,0,0,0,34478,0
0,1,0,0,0,61606,0
0,1,0,0,0,0,1
0,1,0,0,0,0,2
0,0,0,0,0,0,1
0,1,0,0,0,0,2
0,1,0,0,0,0,1
0,1,0,0,0,22432,0
0,1,0,0,0,0,4
0,1,0,0,0,48959,0
0,0,823,0,823,16425,5
0,1,0,0,0,0,0
0,1,0,0,0,0,2
0,1,0,0,0,12387,3
0,0,0,0,0,18495,0
0,1,0,0,0,34478,0
0,1,0,0,0,10414,6
0,1,0,0,0,25945,3
0,1,0,0,0,0,3
0,0,0,0,0,42575,0
0,1,0,0,0,15846,0
0,1,0,0,0,34811,2
0,1,0,0,0,0,4
0,1,0,0,0,0,2
0,1,0,0,0,43665,1
0,1,0,0,0,0,2
0,1,0,0,0,0,2
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,65060,2
0,1,0,0,0,53149,1
0,1,0,0,0,0,4
0,1,0,0,0,53149,0
0,1,0,0,0,94243,0
0,1,0,0,0,56487,4
0,1,0,0,0,91878,6
0,1,0,0,0,96853,4
0,0,0,0,0,0,0
0,1,0,0,0,48959,0
0,1,0,0,0,36845,2
0,1,0,0,0,8968,3
0,1,0,0,0,91878,4
0,0,0,0,0,84363,0
0,1,0,0,0,0,0
0,1,0,0,0,63072,1
0,1,0,0,0,30890,2
0,0,0,0,0,0,0
0,0,0,0,0,18495,0
0,1,0,0,0,0,0
0,1,0,0,0,0,3
0,1,0,0,0,67400,4
0,1,0,0,0,0,2
0,1,0,0,0,0,4
0,1,0,0,0,63072,0
0,1,0,0,0,0,1
0,1,0,0,0,37614,1
0,1,0,0,0,0,2
0,1,0,0,0,15846,3
0,1,0,0,0,0,4
0,1,375,0,375,2774,0
0,1,0,0,0,0,0
0,1,0,0,0,17423,2
0,1,0,0,0,0,2
0,1,0,0,0,43665,0
0,1,0,0,0,34811,0
0,1,0,0,0,17423,1
0,1,0,0,0,0,4
0,1,0,0,0,91878,4
0,1,0,0,0,0,1
0,1,0,0,0,0,0
0,1,0,0,0,41475,0
0,1,0,0,0,0,0
0,1,0,0,0,36845,4
0,1,0,0,0,23040,2
0,0,2,1,2,1616,1
0,1,0,0,0,58305,0
0,1,0,0,0,0,0
0,1,0,0,0,4617,1
0,1,0,0,0,77628,3
0,1,0,0,0,37161,0
0,1,0,0,0,34811,1
0,0,0,0,0,33221,0
0,1,0,0,0,36845,5
0,1,0,0,0,63072,3
0,1,0,0,0,63847,4
0,1,0,0,0,0,0
0,1,0,0,0,60463,0
0,1,0,0,0,0,4
0,1,0,0,0,0,0
0,1,0,0,0,0,5
0,1,0,0,0,58305,0
0,1,0,0,0,0,4
0,1,0,0,0,0,2
0,1,0,0,0,34478,2
0,1,0,0,0,0,3
0,1,0,0,0,40480,0
0,1,0,0,0,23040,4
0,0,0,0,0,0,0
0,1,0,0,0,23950,4
0,1,0,0,0,58305,0
0,1,0,0,0,46814,3
0,1,0,0,0,77628,3
0,1,0,0,0,8968,4
0,1,0,0,0,35234,2
0,1,0,0,0,93150,3
0,1,0,0,0,0,5
0,1,0,0,0,60463,1
0,1,45,0,45,2774,1
0,1,0,0,0,0,0
0,1,0,0,0,23950,2
0,0,0,0,0,25709,3
0,1,0,0,0,14170,4
0,1,0,0,0,17592,2
0,0,0,0,0,25709,0
0,1,0,0,0,23040,3
0,1,0,0,0,0,4
0,1,0,0,0,34478,1
0,1,0,0,0,10352,2
0,1,0,0,0,37161,2
0,1,0,0,0,26413,3
0,0,0,0,0,0,0
0,1,0,0,0,32398,1
0,1,0,0,0,48413,1
0,1,0,0,0,0,0
0,1,0,0,0,25945,0
0,1,0,0,0,61606,4
0,1,0,0,0,22432,1
0,1,0,0,0,30890,3
0,1,0,0,0,0,0
0,1,0,0,0,48959,0
0,1,0,0,0,35234,1
0,0,68,3,68,1616,0
0,1,0,0,0,64783,2
0,1,0,0,0,23950,0
0,1,0,0,0,0,0
0,1,0,0,0,91878,0
0,1,0,0,0,41475,1
0,1,0,0,0,4617,1
0,1,0,0,0,0,2
0,0,0,0,0,84363,0
0,0,0,0,0,0,3
0,1,0,0,0,0,2
0,0,0,0,0,15846,1
0,1,22,0,22,2774,0
0,1,0,0,0,14170,2
0,1,699,0,699,4617,0
0,1,0,0,0,65060,1
0,1,0,0,0,0,0
0,1,0,0,0,54210,0
0,1,0,0,0,37161,3
0,1,0,0,0,35234,2
0,1,0,0,0,0,0
0,1,0,0,0,60463,0
0,1,0,0,0,36845,2
0,1,0,0,0,0,3
0,1,0,0,0,10414,0
0,1,0,0,0,17592,0
0,1,0,0,0,58305,2
0,1,0,0,0,93150,2
0,0,0,0,0,40299,2
0,1,0,0,0,0,1
0,1,0,0,0,58305,0
0,1,0,0,0,40480,4
0,1,0,0,0,0,2
0,0,0,0,0,61423,1
0,1,0,0,0,0,3
0,1,0,0,0,0,0
0,1,0,0,0,12387,3
0,1,0,0,0,0,4
0,1,114,0,114,2774,0
0,1,0,0,0,65060,2
0,0,0,0,0,25709,4
0,1,0,0,0,0,1
0,1,0,0,0,94243,2
0,1,0,0,0,0,1
0,0,0,0,0,33221,0
0,1,0,0,0,54210,2
0,1,0,0,0,0,0
0,1,0,0,0,35234,3
0,1,0,0,0,82758,2
0,1,8,0,8,6416,3
0,1,0,0,0,68648,5
0,0,0,0,0,25709,0
0,0,0,0,0,75353,3
0,1,0,0,0,0,1
0,1,0,0,0,94243,0
0,1,0,0,0,0,5
0,1,0,0,0,0,1
0,1,0,0,0,0,4
0,1,452,0,452,6416,4
0,1,0,0,0,68691,0
0,1,0,0,0,0,3
0,1,0,0,0,34811,0
0,1,0,0,0,12387,4
0,1,0,0,0,0,1
0,0,0,0,0,61423,0
0,1,0,0,0,93150,0
0,0,0,0,0,18495,0
0,1,0,0,0,0,1
0,1,0,0,0,0,3
0,1,0,0,0,94243,2
0,0,0,0,0,31016,0
0,1,0,0,0,18533,5
0,1,0,0,0,0,2
0,1,0,0,0,23040,0
0,1,25,0,25,2774,0
0,0,0,0,0,61423,4
0,1,0,0,0,40480,2
0,1,0,0,0,62759,5
0,1,0,0,0,68648,0
0,1,0,0,0,60570,2
0,1,0,0,0,61606,2
0,1,0,0,0,64783,0
0,1,0,0,0,25945,0
0,1,0,0,0,91878,0
0,1,0,0,0,0,0
0,1,0,0,0,4617,3
0,0,0,0,0,75353,3
0,0,0,0,0,23405,1
0,1,0,0,0,43665,0
0,1,0,0,0,0,0
0,1,0,0,0,0,1
0,1,0,0,0,63072,0
0,0,2,0,2,1616,0
0,1,0,0,0,0,4
0,1,0,0,0,64783,0
0,1,0,0,0,30890,2
0,1,0,0,0,0,0
0,1,0,0,0,91187,5
0,1,0,0,0,65060,1
0,1,0,0,0,0,3
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,43327,1
0,1,0,0,0,34811,0
0,1,0,0,0,19375,1
0,1,0,0,0,30230,3
0,1,0,0,0,0,0
0,1,0,0,0,91187,6
0,0,0,0,0,0,0
0,0,0,0,0,93026,1
0,1,0,0,0,37161,0
0,1,0,0,0,94243,3
0,1,0,0,0,36674,3
0,1,0,0,0,0,2
0,1,0,0,0,0,2
0,1,0,0,0,0,3
0,1,0,0,0,10414,2
0,1,0,0,0,36674,5
0,1,0,0,0,0,2
0,1,0,0,0,35234,3
0,1,0,0,0,94243,0
0,0,0,0,0,61423,0
0,0,0,0,0,44451,0
0,0,0,0,0,61423,2
0,1,0,0,0,60463,3
0,1,0,0,0,37161,2
0,1,0,0,0,6416,2
0,1,0,0,0,0,2
0,1,0,0,0,63072,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,36845,3
0,1,0,0,0,68648,0
0,1,0,0,0,0,4
0,1,0,0,0,32398,4
0,1,0,0,0,51246,1
0,1,0,0,0,30890,2
0,1,0,0,0,0,2
0,1,944,0,944,6416,1
0,1,0,0,0,486,1
0,1,0,0,0,10352,4
0,1,0,0,0,0,2
0,0,0,0,0,22891,3
0,1,0,0,0,58305,0
0,1,0,0,0,63072,1
0,0,0,0,0,93026,0
0,1,0,0,0,34811,4
0,1,0,0,0,0,3
0,1,0,0,0,56487,1
0,1,0,0,0,68648,4
0,1,0,0,0,1550,1
0,0,0,0,0,33221,3
0,1,0,0,0,0,0
0,1,0,0,0,60463,2
0,1,0,0,0,30230,0
0,1,0,0,0,0,3
0,1,0,0,0,53149,4
0,1,0,0,0,0,4
0,1,0,0,0,93150,0
0,1,0,0,0,22432,3
0,1,0,0,0,34811,3
0,1,0,0,0,0,0
0,1,0,0,0,22432,0
0,1,0,0,0,0,5
0,1,0,0,0,67400,1
0,1,0,0,0,0,3
0,1,0,0,0,8968,1
0,1,0,0,0,10414,0
0,0,0,0,0,23405,1
0,1,0,0,0,8968,0
0,1,0,0,0,0,5
0,1,0,0,0,40480,0
0,0,0,0,0,75353,1
0,0,0,0,0,22891,2
0,1,0,0,0,60463,1
0,1,0,0,0,0,1
0,1,0,0,0,1550,3
0,1,0,0,0,0,0
0,1,0,0,0,0,1
0,1,0,0,0,18533,6
0,1,0,0,0,30230,3
0,1,0,0,0,32398,0
0,1,0,0,0,8968,0
0,1,0,0,0,27046,1
0,1,0,0,0,0,2
0,1,0,0,0,0,1
0,1,0,0,0,91878,2
0,1,0,0,0,0,0
0,0,0,0,0,75353,0
0,0,0,0,0,18495,0
0,1,272,2,272,486,0
0,1,0,0,0,486,0
0,0,0,0,0,0,3
0,1,0,0,0,0,0
0,1,0,0,0,0,2
0,1,0,0,0,0,4
0,1,0,0,0,0,0
0,1,0,0,0,35234,2
0,1,0,0,0,14170,1
0,1,0,0,0,0,2
0,0,0,0,0,84363,2
0,1,0,0,0,0,0
0,1,0,0,0,30890,1
0,0,0,0,0,0,4
0,1,0,0,0,68691,2
0,1,0,0,0,51784,0
0,1,0,0,0,35234,2
0,1,0,0,0,17592,0
0,1,0,0,0,0,4
0,1,0,0,0,0,3
0,0,0,0,0,84363,0
0,0,0,0,0,84363,0
0,1,0,0,0,0,2
0,1,0,0,0,60463,3
0,0,0,0,0,33221,0
0,0,0,0,0,0,0
0,1,0,0,0,0,2
0,1,0,0,0,0,0
0,1,0,0,0,22432,2
0,1,0,0,0,60570,0
0,1,208,0,208,6416,1
0,1,0,0,0,51246,3
0,1,0,0,0,68648,0
0,1,0,0,0,60570,1
0,1,0,0,0,63847,3
0,1,0,0,0,67400,0
0,1,0,0,0,53149,3
0,1,0,0,0,0,3
0,1,0,0,0,61606,1
0,1,0,0,0,23040,1
0,1,0,0,0,0,0
0,0,0,0,0,33221,3
0,1,0,0,0,0,2
0,1,0,0,0,68691,0
0,1,0,0,0,0,0
0,1,0,0,0,93150,2
0,1,0,0,0,91878,5
0,1,4,1,4,486,3
0,1,0,0,0,23040,0
0,1,0,0,0,94243,0
0,1,0,0,0,0,0
0,0,0,0,0,91245,0
0,1,0,0,0,53149,3
0,1,0,0,0,26413,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,32398,4
0,1,0,0,0,0,0
0,1,0,0,0,0,3
0,1,0,0,0,8968,1
0,1,0,0,0,0,0
0,1,0,0,0,23040,2
0,1,0,0,0,0,5
0,1,0,0,0,17592,1
0,1,0,0,0,0,4
0,1,0,0,0,10414,0
0,1,0,0,0,0,1
0,0,0,0,0,93026,0
0,1,0,0,0,36674,2
0,1,0,0,0,61606,4
0,1,0,0,0,30230,0
0,0,0,0,0,84363,0
0,1,0,0,0,17592,0
0,1,0,0,0,0,2
0,1,0,0,0,62759,2
0,0,0,0,0,75353,3
0,1,0,0,0,27046,0
0,1,0,0,0,68691,0
0,1,0,0,0,53149,0
0,1,0,0,0,91878,2
0,1,0,0,0,91878,4
0,1,0,0,0,0,4
0,1,0,0,0,0,2
0,1,0,0,0,0,4
0,1,0,0,0,0,3
0,1,0,0,0,0,2
0,1,0,0,0,0,1
0,1,0,0,0,68691,0
0,1,0,0,0,34811,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,18533,4
0,0,0,0,0,75353,4
0,1,0,0,0,37161,1
0,1,0,0,0,0,0
0,1,0,0,0,17592,3
0,1,0,0,0,41475,0
0,1,0,0,0,37614,4
0,1,0,0,0,68648,0
0,1,0,0,0,0,1
0,1,0,0,0,68691,3
0,1,0,0,0,64783,0
0,1,0,0,0,17423,3
0,1,0,0,0,0,2
0,1,0,0,0,37614,3
0,0,0,0,0,40299,3
0,1,0,0,0,10352,0
0,1,0,0,0,36845,1
0,1,0,0,0,0,0
0,0,0,0,0,22891,2
0,0,0,0,0,93026,2
0,1,0,0,0,0,0
0,1,0,0,0,61606,2
0,1,0,0,0,0,4
0,1,0,0,0,91878,4
0,1,0,0,0,0,0
0,1,0,0,0,25945,6
0,1,0,0,0,22432,3
0,1,0,0,0,36674,0
0,1,0,0,0,0,2
0,1,0,0,0,27046,0
0,1,0,0,0,0,0
0,1,0,0,0,19375,1
0,1,0,0,0,34811,1
0,1,0,0,0,10414,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,65060,2
0,1,598,0,598,6416,1
0,1,0,0,0,40480,0
0,1,0,0,0,60570,0
0,0,0,0,0,61423,0
0,1,0,0,0,34811,0
0,0,0,0,0,84363,0
0,1,0,0,0,58305,0
0,1,0,0,0,26413,1
0,0,0,0,0,0,0
0,1,0,0,0,58305,0
0,1,0,0,0,32398,2
0,1,0,0,0,35234,4
0,1,0,0,0,14170,1
0,0,0,0,0,31016,2
0,1,0,0,0,0,1
0,1,0,0,0,63072,0
0,1,0,0,0,91187,3
0,1,0,0,0,0,1
0,1,0,0,0,0,0
0,1,0,0,0,27046,0
0,0,0,0,0,33221,1
0,1,0,0,0,0,3
0,1,0,0,0,30890,4
0,1,0,0,0,0,0
0,1,0,0,0,8968,1
0,1,0,0,0,62759,0
0,1,0,0,0,19375,2
0,1,0,0,0,10414,2
0,1,0,0,0,26413,1
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,3
0,1,0,0,0,0,4
0,1,0,0,0,0,2
0,1,0,0,0,17592,1
0,1,0,0,0,17423,1
0,0,0,0,0,84363,0
0,1,0,0,0,0,1
0,1,0,0,0,0,0
0,1,0,0,0,0,4
0,1,0,0,0,0,0
0,1,0,0,0,36674,3
0,1,0,0,0,93150,0
0,1,0,0,0,63072,4
0,1,0,0,0,17592,4
0,1,0,0,0,23040,3
0,0,0,0,0,33221,2
0,1,0,0,0,0,0
0,1,0,0,0,12387,2
0,1,0,0,0,65060,3
0,1,0,0,0,48959,4
0,1,0,0,0,60570,1
0,1,0,0,0,0,2
0,1,0,0,0,27046,1
0,1,0,0,0,34811,3
0,1,0,0,0,0,3
0,1,0,0,0,1550,3
0,1,0,0,0,30230,3
0,1,0,0,0,48959,3
0,1,0,0,0,0,3
0,0,0,0,0,0,0
0,1,0,0,0,8968,0
0,1,0,0,0,58305,0
0,1,0,0,0,0,2
0,1,0,0,0,25945,2
0,1,0,0,0,65060,2
0,1,0,0,0,68691,0
0,1,0,0,0,34811,4
0,0,0,0,0,16425,0
0,1,57,0,57,2774,0
0,1,0,0,0,0,2
0,1,0,0,0,0,0
0,0,4,0,4,1616,0
0,1,0,0,0,0,2
0,1,0,0,0,12993,3
0,1,0,0,0,48959,1
0,1,0,0,0,0,0
0,1,0,0,0,0,2
0,0,0,0,0,33221,0
0,0,0,0,0,75353,4
0,1,0,0,0,58305,0
0,1,0,0,0,0,0
0,1,0,0,0,0,3
0,0,0,0,0,25709,3
0,0,0,0,0,25709,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,27046,1
0,1,0,0,0,25945,3
0,1,0,0,0,54210,1
0,0,0,0,0,18495,1
0,1,0,0,0,0,0
0,1,0,0,0,60570,4
0,1,0,0,0,17423,2
0,1,0,0,0,68648,2
0,1,0,0,0,0,0
0,0,0,0,0,31016,4
0,1,0,0,0,0,2
0,1,0,0,0,0,1
0,1,0,0,0,77628,0
0,1,0,0,0,0,2
0,0,0,0,0,14958,4
0,1,0,0,0,62759,0
0,1,0,0,0,48413,2
0,1,0,0,0,53149,0
0,1,0,0,0,63072,0
0,1,0,0,0,37161,1
0,1,0,0,0,0,1
0,1,0,0,0,0,1
0,1,0,0,0,0,4
0,1,0,0,0,27046,4
0,1,0,0,0,0,0
0,1,0,0,0,91878,1
0,1,0,0,0,25945,3
0,1,0,0,0,34478,2
0,1,0,0,0,4617,2
0,1,0,0,0,0,0
0,1,0,0,0,0,1
0,1,386,4,386,486,0
0,1,0,0,0,58305,1
0,1,0,0,0,27046,0
0,1,0,0,0,36674,0
0,0,0,0,0,0,3
0,1,0,0,0,0,2
0,1,0,0,0,93150,1
0,1,0,0,0,8968,0
0,1,0,0,0,0,4
0,1,0,0,0,12387,1
0,1,0,0,0,0,3
0,1,0,0,0,26413,2
0,1,0,0,0,36674,3
0,1,0,0,0,68648,3
0,0,0,0,0,25709,0
0,1,0,0,0,65060,4
0,1,0,0,0,64783,0
0,0,161,0,161,1616,0
0,1,0,0,0,23040,3
0,1,0,0,0,0,1
0,1,0,0,0,0,0
0,1,0,0,0,40480,1
0,1,0,0,0,48717,0
0,1,0,0,0,93150,2
0,1,0,0,0,0,1
0,1,0,0,0,26413,0
0,1,0,0,0,10352,1
0,1,0,0,0,0,0
0,1,0,0,0,68648,0
0,0,0,0,0,25709,0
0,1,0,0,0,64783,0
0,1,0,0,0,0,4
0,1,0,0,0,37614,3
0,1,0,0,0,0,2
0,1,0,0,0,0,1
0,1,0,0,0,41475,0
0,0,0,0,0,61423,2
0,1,0,0,0,0,1
0,1,0,0,0,17592,4
0,1,0,0,0,63072,2
0,1,0,0,0,0,0
0,1,0,0,0,19375,3
0,1,0,0,0,56000,2
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,2774,0
0,1,0,0,0,23950,1
0,1,0,0,0,0,4
0,1,0,0,0,0,0
0,1,0,0,0,0,1
0,1,0,0,0,36674,1
0,1,0,0,0,64783,2
0,1,0,0,0,0,1
0,0,0,0,0,3921,1
0,1,0,0,0,61606,0
0,0,0,0,0,0,2
0,1,278,0,278,2774,0
0,1,0,0,0,0,3
0,1,0,0,0,0,3
0,0,0,0,0,61423,3
0,1,0,0,0,0,2
0,1,0,0,0,18533,2
0,1,0,0,0,0,3
0,1,0,0,0,41475,4
0,1,0,0,0,36674,2
0,1,0,0,0,0,0
0,1,0,0,0,32398,0
0,1,0,0,0,37614,3
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,34811,0
0,1,0,0,0,65060,2
0,1,0,0,0,60463,3
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,34478,3
0,1,0,0,0,56000,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,1
0,1,0,0,0,0,2
0,1,0,0,0,43665,0
0,0,0,0,0,22891,3
0,1,0,0,0,19375,4
0,0,0,0,0,84363,2
0,1,0,0,0,0,3
0,1,0,0,0,0,0
0,1,0,0,0,27046,0
0,1,0,0,0,34478,0
0,1,0,0,0,0,2
0,1,0,0,0,14170,0
0,0,0,0,0,75353,6
0,1,0,0,0,0,0
0,1,0,0,0,0,2
0,1,0,0,0,0,2
0,1,0,0,0,1550,1
0,1,0,0,0,40480,0
0,1,0,0,0,34478,0
0,1,0,0,0,34811,0
0,1,0,0,0,26413,4
0,0,0,0,0,75353,2
0,1,0,0,0,2774,0
0,1,0,0,0,18369,1
0,1,0,0,0,62759,0
0,1,0,0,0,0,4
0,1,0,0,0,54210,3
0,1,0,0,0,22432,4
0,1,0,0,0,34811,4
0,1,0,0,0,14170,0
0,1,0,0,0,93150,2
0,1,0,0,0,0,2
0,1,0,0,0,6659,5
0,1,0,0,0,96853,2
0,1,0,0,0,12387,3
0,1,0,0,0,0,3
0,1,0,0,0,0,2
0,1,0,0,0,0,0
0,1,0,0,0,0,4
0,1,0,0,0,25945,4
0,1,0,0,0,77628,2
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,0,0,22891,0
0,0,0,0,0,33221,0
0,1,0,0,0,96853,3
