website_type,safety_r,reputation,trustworthiness,child_safety,date
2,2,4.7,94,82,815
2,1,2.5,49,51,810
2,1,0,0,0,820
2,2,4.7,94,82,812
2,1,4,80,93,793
2,2,3.9,77,99,820
2,1,3,60,0,815
2,2,4.1,82,90,820
2,2,4.7,94,94,819
3,1,3.9,78,82,809
2,1,4,80,93,797
2,2,4.5,89,87,815
2,2,4.5,89,87,812
2,1,2.5,50,0,815
2,2,4.7,94,82,814
2,2,3.5,69,70,791
2,2,3.6,73,71,819
2,1,0,0,0,794
2,1,0,0,0,799
2,2,4.5,89,87,807
2,2,4.5,89,87,806
1,1,3,60,54,808
2,2,4.7,94,82,806
1,2,3.6,72,85,818
2,2,4.5,89,87,805
2,2,4.5,89,87,804
2,2,3.5,70,74,813
2,2,4.5,89,87,812
2,2,4.7,94,82,808
1,1,3,60,54,806
2,1,0,0,0,811
2,2,4.5,89,87,815
2,2,4.3,87,87,818
2,2,4.5,89,87,815
2,2,4.5,89,87,811
2,2,4.5,89,87,819
2,2,4.5,89,87,819
2,2,4.5,89,87,806
2,2,3.9,77,99,820
2,1,4.6,92,90,820
2,2,4.5,89,87,811
2,2,4.5,89,87,801
2,2,4.5,89,87,805
2,2,4.5,89,87,819
2,1,2.5,50,33,817
2,1,3.1,62,77,819
2,2,4.5,91,88,799
2,1,3.9,77,0,806
2,2,4,81,85,817
2,1,3.4,67,78,818
2,2,4.3,87,87,815
2,1,3.1,63,86,816
8,2,4.6,92,92,818
2,1,2.5,50,46,808
2,1,1.7,34,35,819
2,2,4.3,87,87,814
2,1,3.5,63,85,792
2,1,3.4,67,78,817
2,2,4.5,91,88,807
2,1,0,0,0,811
2,2,4.5,90,91,814
1,2,4.2,83,83,819
2,2,4.2,83,80,816
2,2,4.1,82,90,819
2,1,3,60,87,820
2,1,3,61,82,813
2,2,4,81,84,819
2,1,3.4,68,89,819
2,2,3.8,75,98,803
2,1,3.4,67,78,815
2,1,3,61,65,817
3,1,1.3,26,24,819
2,1,2.6,52,49,797
2,1,2.6,52,49,816
2,1,3,60,65,817
2,2,4.7,93,91,815
2,1,3,61,65,819
2,2,4.3,87,87,819
2,1,2.5,51,41,810
2,1,3.9,77,0,809
2,2,3.6,73,71,816
2,2,3.9,78,79,814
2,1,3.9,77,0,807
1,2,3.6,72,85,813
2,2,4.6,92,91,808
2,1,3.8,76,97,809
2,1,3,60,87,801
2,1,0,0,0,804
2,1,3.4,67,67,816
2,1,3.4,67,76,813
2,2,4.7,93,91,815
2,2,4.5,89,88,800
2,1,2.7,54,49,805
2,1,0,0,0,804
2,1,0,0,0,819
3,2,4.3,86,84,819
2,1,0,0,0,816
2,1,3.1,62,62,819
2,1,2.6,53,59,819
5,1,2.3,45,24,793
2,2,3.2,64,65,818
2,1,3.7,74,87,811
2,2,4.5,89,89,811
2,2,3.5,70,74,810
2,1,3,60,72,814
2,1,2.6,53,59,800
2,1,3,60,65,818
2,2,4.7,93,90,792
2,1,0,0,0,804
2,2,4.6,92,91,820
2,1,3.5,70,82,814
5,1,2.2,44,39,792
2,1,3.6,73,71,818
2,1,3.6,73,71,805
2,1,0,0,0,798
2,2,4,79,87,818
2,2,4.6,92,92,814
2,1,3.4,67,78,819
5,2,4.3,86,88,814
2,2,4.5,90,89,806
2,1,0,0,0,808
2,2,4.5,89,91,804
2,2,3.2,64,65,816
2,1,0,0,0,819
2,2,4,81,80,820
2,2,4.5,90,91,818
2,1,3.4,67,67,817
5,1,2.3,45,24,818
2,2,4.5,90,91,816
2,1,0,0,0,807
1,2,4.6,92,91,818
2,1,3.3,66,84,806
2,2,3.9,78,79,812
2,1,3.1,63,74,819
2,1,2.6,53,59,816
2,1,0,0,0,814
2,2,3.9,78,79,811
2,2,4,81,80,820
2,1,3.4,68,89,819
2,2,3.6,73,71,812
2,1,0,0,0,815
2,2,4,81,84,812
2,1,4,80,86,819
2,2,4.5,89,88,805
8,2,4.6,92,92,820
2,1,3,60,87,812
1,2,4.2,83,83,819
1,2,4.6,92,91,813
2,2,4.3,87,89,820
2,1,0,0,0,819
2,1,3.4,68,89,819
2,2,4.7,93,91,812
3,2,4.2,83,86,816
2,2,4.5,89,91,817
8,2,4.6,92,92,819
2,1,2.7,54,49,805
2,2,4.5,90,89,818
2,2,4.4,88,91,795
2,2,4.5,89,91,804
2,1,0,0,0,809
2,2,3.3,65,70,817
2,1,0,0,0,799
2,2,4.4,88,91,802
2,2,4.5,89,89,812
2,2,4,81,84,812
2,2,3.2,64,65,819
2,1,3.4,67,67,807
2,1,3.6,73,71,811
2,1,2.5,49,34,820
2,1,3,60,87,814
2,2,4.5,89,91,811
1,2,3.6,72,85,793
2,1,3.3,66,69,811
2,1,3.3,66,69,819
2,2,4.7,93,90,813
2,1,3.3,65,82,791
2,1,3,60,68,818
2,2,3.9,78,79,819
2,1,0,0,0,817
2,1,0,0,0,807
2,1,2.5,50,33,817
3,1,1.3,26,24,817
2,1,3.4,67,67,814
2,1,3.5,63,85,798
2,1,2.6,53,59,805
2,1,3.3,66,72,811
2,2,4.6,92,92,811
7,2,4.7,93,89,812
2,1,3.6,72,80,813
2,1,2.1,43,27,815
2,1,2.5,49,34,820
8,2,4.6,92,92,818
2,2,3.9,78,79,818
2,2,3.5,70,74,813
5,1,2.3,45,24,814
2,1,3.1,62,62,817
2,2,4.7,93,91,809
1,2,3.6,72,85,813
5,2,4.3,86,88,814
2,1,3.6,73,71,810
2,1,3.9,77,0,819
2,1,2.6,53,59,815
2,1,0,0,0,800
2,1,3.7,74,87,805
2,1,2.9,58,80,794
2,1,3.9,77,0,818
3,1,1.3,26,24,816
2,1,3,60,65,818
2,2,4.5,91,90,798
2,1,3.9,77,0,809
2,2,4.5,91,90,797
2,1,2.5,51,41,818
2,2,4.7,93,90,805
2,1,3.1,63,86,814
2,2,3.7,74,80,802
2,2,4.5,89,91,804
2,2,4.6,92,92,819
2,1,2.6,52,49,815
2,2,4.1,82,90,819
2,1,3.1,63,86,819
2,1,3.1,63,75,806
2,2,4.2,83,80,799
2,2,4.5,89,92,818
2,2,4,79,87,811
3,1,1.3,26,24,819
8,2,4.6,92,92,818
2,1,4.9,98,97,815
2,1,3.1,63,77,812
2,1,0,0,0,818
2,1,2.7,54,49,819
2,1,3,60,72,816
2,2,4.5,89,92,817
2,1,3,60,0,813
2,1,3.6,73,74,797
2,1,4.7,93,82,818
1,2,3.6,72,85,806
2,1,3.5,70,39,817
3,2,4,79,80,819
2,1,3.3,66,72,818
2,1,3.3,66,61,819
2,1,2.5,50,33,818
2,1,2.6,53,59,816
5,2,4.3,86,88,815
2,1,3.3,66,61,819
2,1,2.7,54,49,815
2,1,3.1,63,86,817
2,2,4.4,88,91,819
2,1,0,0,0,815
3,2,4.3,86,84,819
2,1,3,60,72,818
2,1,2.6,52,49,807
2,1,2.8,56,45,820
2,2,3.1,63,70,820
2,1,3,60,87,819
2,1,3,60,29,818
1,2,4.6,92,91,817
2,1,3.4,67,78,818
3,2,4.2,83,86,814
5,2,4.3,86,88,815
2,2,4.5,91,53,802
2,1,2.6,52,49,799
2,2,4.5,89,92,818
2,2,4.5,89,88,814
5,1,2.2,44,39,795
2,1,2.6,52,57,798
2,1,3.4,67,76,811
2,1,3.6,73,71,804
2,1,2.8,56,73,814
2,1,3,60,87,815
2,1,3.3,66,72,813
2,1,0,0,0,815
2,2,3.9,78,79,812
2,1,3.3,66,72,810
2,2,3.3,65,70,819
2,1,2.8,56,45,816
3,1,1.3,26,24,820
2,2,4.3,87,87,815
2,1,3,60,87,818
2,2,4.2,84,84,807
2,1,3.4,67,78,817
2,2,4.1,82,90,819
2,1,2.6,53,59,814
2,2,4,81,84,818
2,1,3,61,65,818
2,1,2.6,52,57,806
3,2,4,79,80,820
2,1,0,0,0,807
2,2,4.3,87,87,818
2,2,4.2,83,82,812
2,2,4,81,85,819
2,1,0,0,0,811
2,2,4.2,83,82,817
2,1,2.8,56,45,819
2,1,3.1,63,77,805
2,2,3.9,78,79,818
2,2,3.6,73,71,811
3,2,4.2,83,86,812
2,2,4.5,90,91,816
3,1,1.3,26,24,819
2,1,1.7,34,35,818
2,2,4.1,82,86,813
2,1,4,81,77,818
5,1,2.3,45,24,813
2,1,0,0,0,809
2,1,2.6,53,59,803
2,2,4,79,87,814
2,1,2.1,43,27,811
2,2,4.6,92,92,811
2,1,2.6,53,59,812
2,2,3.1,63,70,819
2,2,4.7,93,90,809
2,2,4.3,87,87,818
2,1,3,60,0,798
2,1,3.1,63,86,811
3,2,4.3,86,84,819
1,2,4.6,92,91,820
2,1,2.5,50,33,820
2,1,3.1,63,75,819
2,1,0,0,0,801
2,1,3.1,63,77,799
1,2,3.6,72,85,812
3,2,4,79,80,818
2,2,4,81,85,819
1,2,4.6,92,91,816
2,1,3,60,65,819
2,1,3,60,0,814
2,2,4.5,90,89,808
3,2,4.2,83,86,818
2,1,2.6,53,59,815
2,1,3.1,62,62,819
2,1,2.6,52,57,813
2,1,2.6,52,49,812
2,1,2.1,43,27,819
2,2,3.5,70,74,815
2,1,0,0,0,804
2,1,3,60,87,813
2,2,4,81,84,807
2,2,4.5,91,88,792
2,1,3.6,72,80,800
2,1,3,60,87,812
2,2,3.3,65,70,817
2,1,3.6,73,71,808
2,2,4.4,88,88,816
2,1,3.4,67,76,807
2,1,3.9,77,24,804
2,1,2.5,49,34,820
2,1,3.6,73,71,810
3,2,4,79,80,818
2,1,3,60,65,818
2,2,4.2,83,82,813
2,1,0,0,0,818
2,1,2.5,51,41,817
2,1,3.9,77,0,808
2,2,4.5,91,53,803
2,2,4.5,90,89,818
2,1,3,60,0,805
2,1,2.6,53,59,812
2,2,4.5,89,87,819
6,0,2.8,56,59,819
2,1,3.4,68,89,819
2,2,4.2,83,82,817
2,2,4.6,92,91,812
2,1,0,0,0,816
2,1,2.5,51,41,818
2,1,0,0,0,802
2,1,3,60,0,818
2,1,3,60,0,818
6,0,2.8,56,59,814
2,1,2.5,50,46,806
2,1,3.4,67,67,809
5,2,4.3,86,88,814
2,1,2.5,49,34,820
2,1,4,81,77,814
2,2,4.4,88,88,819
2,2,4,81,84,817
8,2,4.6,92,92,818
2,1,0,0,0,792
2,1,3.9,77,0,813
2,1,2.5,51,41,814
2,2,3.2,64,65,816
2,2,4.3,87,89,819
2,1,0,0,0,811
2,1,2.8,56,45,816
3,2,4,79,80,818
2,2,4.4,88,88,819
2,2,3.3,65,70,813
2,1,3,60,68,814
2,1,3.4,68,89,819
2,1,3.5,70,82,790
2,1,0,0,0,819
2,2,4.7,93,90,813
5,1,2.3,45,24,806
2,1,3.1,63,86,816
2,1,3.5,63,85,807
1,2,4.6,92,91,818
2,2,4.6,92,91,808
2,2,4.5,89,89,819
2,1,2.6,53,59,816
2,1,3,60,0,814
2,1,3.6,73,89,799
2,2,4.5,89,92,820
2,2,3.1,63,70,820
2,1,3,60,72,817
2,2,4.7,93,90,814
2,2,4,79,87,814
2,1,0,0,0,804
2,2,3.8,75,98,802
2,1,3,60,65,818
2,2,4.2,83,80,805
2,1,3.3,66,72,812
2,2,4.5,89,91,801
2,1,4.7,93,82,803
5,2,4.3,86,88,814
2,2,4.7,93,91,814
2,1,0,0,0,819
2,1,0,0,0,805
2,2,3.8,75,98,807
3,1,1.3,26,24,819
2,2,4.5,91,90,816
3,2,4.2,83,86,812
2,1,2.5,51,41,814
2,1,0.3,7,29,817
2,1,3.6,72,80,813
2,1,3.6,72,80,792
2,2,4.2,83,80,805
2,2,3.5,70,74,810
2,1,0.3,7,29,820
2,1,3.6,73,71,817
2,1,2.6,53,59,816
2,1,2.5,51,41,814
2,2,4.4,88,88,820
2,1,2.8,56,56,811
2,2,4.4,88,88,818
2,1,2.6,52,57,800
3,2,4.2,83,86,811
6,0,2.8,56,59,819
2,1,3.6,73,71,818
2,2,4.5,89,92,815
2,1,3.9,77,24,793
2,1,3.4,67,67,807
2,1,3,60,72,810
2,1,2.6,52,49,814
2,1,3.4,68,89,819
2,1,3,60,72,819
2,1,1.7,34,35,818
2,1,3.8,76,97,816
2,2,4,79,87,812
2,1,2.1,42,43,818
6,0,2.8,56,59,819
2,1,0,0,0,818
2,2,3.6,73,71,815
2,1,0,0,0,811
2,2,4,81,80,819
2,1,3,60,87,811
2,2,4.5,89,92,813
2,2,4.5,91,90,816
5,2,4.3,86,88,820
2,1,2.1,43,27,808
2,2,4.7,93,90,808
2,1,3.4,68,89,819
1,2,4.2,83,83,819
2,2,4.5,91,53,819
2,1,0,0,0,818
2,1,2.6,52,57,818
2,1,0,0,0,815
2,1,2.1,42,43,810
2,2,4.5,91,90,807
2,1,3.1,63,77,798
2,2,4,81,84,818
2,1,2.6,53,59,811
5,2,4.3,86,88,811
2,2,4,80,80,816
2,1,2.6,53,59,792
2,1,0,0,0,799
2,1,0,0,0,817
2,1,3.4,67,76,804
2,2,4.1,82,90,819
2,2,3.5,70,74,814
2,2,4.5,89,89,816
2,2,4.1,82,90,819
5,1,2.2,44,39,818
2,2,3.3,65,70,816
2,2,4.6,92,91,807
2,2,4,81,80,819
2,1,2.6,52,57,819
2,1,3.1,63,74,819
1,2,4.2,83,83,819
5,1,2.2,44,39,800
2,1,3.4,67,76,807
2,2,4.3,87,89,819
2,1,0,0,0,816
2,1,1.7,34,35,818
2,2,4.1,82,90,819
2,1,2.3,45,43,811
2,1,3.1,63,77,805
2,1,4,81,77,809
2,1,3.1,63,86,818
2,1,4,81,77,820
2,2,4.6,92,91,813
8,2,4.6,92,92,818
2,1,0,0,0,818
2,1,0,0,0,818
2,2,4.5,89,91,801
2,1,4,81,77,807
2,1,3.9,77,0,820
2,1,3.3,66,69,813
2,1,3.7,74,87,796
2,1,2.6,53,59,813
2,2,4,81,85,819
2,1,3,61,65,820
2,1,3.1,63,75,814
2,1,3.4,67,76,812
2,2,4,79,87,809
3,1,1.3,26,24,819
2,1,2.5,50,46,807
2,1,4.6,92,90,796
2,1,2.6,53,59,814
2,1,0,0,0,810
2,1,2.8,56,73,793
2,1,0,0,0,806
2,1,3.1,63,75,811
2,1,3.1,63,75,815
2,1,3.9,77,0,809
2,1,2.6,52,57,808
2,2,4.5,91,53,799
2,2,4.5,89,91,820
2,1,3.1,62,62,818
2,1,3.6,73,71,813
2,1,2.6,53,59,798
2,1,3.5,70,82,813
6,0,2.8,56,59,817
2,1,3.8,76,97,812
2,1,3.4,68,89,819
2,1,3.5,70,82,814
2,2,4.5,89,88,814
2,1,0,0,0,817
2,2,4.5,91,90,804
2,1,3.4,67,67,817
2,1,0,0,0,817
2,1,2.8,56,45,815
2,1,4.7,93,82,805
2,2,4.5,91,53,814
2,1,3,60,0,800
2,1,2.5,50,46,815
2,1,3,60,0,818
2,2,4,81,84,819
2,1,3.1,63,86,814
2,1,0,0,0,818
2,1,2.8,56,45,817
2,1,2.5,51,41,811
2,1,3,60,0,794
2,1,3,61,73,802
2,2,4.5,91,90,804
2,2,4.5,90,91,815
2,1,3.1,62,62,819
2,1,3,60,0,801
3,1,1.3,26,24,819
2,1,1.7,34,35,818
2,1,4.9,98,97,813
2,2,4.2,83,80,798
2,2,4.1,82,90,819
2,1,3.5,70,39,819
2,1,2.8,56,45,816
2,1,0,0,0,807
2,1,0,0,0,814
2,1,3.5,69,92,811
2,2,3.5,70,74,815
2,1,3.6,72,80,807
2,2,4.5,91,90,817
2,1,0.3,7,29,818
2,1,0,0,0,811
2,1,0,0,0,817
2,1,3.1,63,75,814
2,1,0,0,0,812
2,1,3.9,77,0,810
2,1,3,60,68,812
2,2,4.6,92,91,814
2,1,2.3,45,43,799
2,1,2.5,50,46,811
2,2,4.5,91,90,803
2,1,3.1,63,86,817
2,1,3.1,63,86,818
2,1,3.1,63,77,808
2,1,0,0,0,804
2,1,4.9,98,97,811
2,1,3.3,65,82,791
2,1,3.6,73,71,817
2,1,3.9,77,0,811
2,1,2.5,50,46,808
5,2,4.3,86,88,814
2,1,3.1,63,77,810
2,1,2.7,54,49,801
2,2,4.3,87,89,819
2,2,4.6,92,91,808
3,2,4.2,83,86,817
2,1,3,60,0,804
2,1,0,0,0,804
3,2,4.3,86,84,819
2,1,3.6,73,74,792
2,1,3.4,68,89,819
2,1,3,61,82,814
2,1,2.5,50,46,818
2,2,4.7,93,90,810
2,1,3.3,66,61,819
2,1,2.1,43,27,810
2,1,3.6,73,74,795
2,2,4.5,91,88,800
2,2,3.6,73,71,817
2,1,2.6,52,49,804
2,1,3.9,77,24,812
2,2,4,81,80,819
2,2,4.5,91,90,814
2,1,0,0,0,817
2,1,0,0,0,808
2,1,3.1,63,77,805
2,1,3.1,63,86,812
2,1,3.3,66,72,817
5,1,2.3,45,24,810
2,1,2.6,53,59,800
2,1,0.3,7,29,818
2,1,3.5,69,92,815
2,1,2.3,45,43,818
2,1,3.6,73,89,803
2,2,4.7,93,91,814
5,2,4.3,86,88,819
2,2,3.5,70,74,813
2,1,2.7,54,49,811
2,1,2.7,54,49,813
2,1,3,60,65,819
6,0,2.8,56,59,819
2,2,3.3,65,70,814
2,1,3.5,70,82,808
2,2,4.4,88,88,817
5,2,4.3,86,88,811
2,1,3.1,63,75,813
2,1,3,60,87,800
2,2,4.5,90,91,814
2,2,4.5,89,91,811
2,1,3,60,87,812
2,1,1.7,34,35,818
2,1,2.6,53,59,813
2,2,4,81,85,819
2,2,3.2,64,65,818
2,1,3.1,62,62,818
2,2,4.5,89,92,814
2,2,3.8,75,98,790
2,1,3,60,72,815
2,1,3.1,63,74,818
2,1,2.3,45,43,791
2,2,4.5,91,53,804
2,1,4.7,93,82,796
2,2,4,79,87,808
2,1,2.5,50,33,817
2,2,4.1,82,90,819
2,1,3,60,68,813
2,2,4.7,93,91,815
2,2,3.5,70,74,814
2,2,4.5,90,91,820
2,1,2.5,50,33,816
2,1,2.7,54,49,810
2,1,0,0,0,817
2,1,3,61,61,799
2,1,3,61,61,808
2,1,0,0,0,811
2,1,3.3,66,61,818
2,1,3.1,63,75,806
2,1,3,60,29,801
2,1,3,60,0,814
2,1,3.4,67,67,807
2,1,0,0,0,793
2,1,0.3,7,29,818
2,2,4,81,84,808
2,2,4.5,89,92,819
2,1,0,0,0,815
2,1,2.8,56,45,819
2,2,4.5,91,53,812
2,1,3.1,62,62,816
2,1,2.5,49,34,820
2,1,3,60,65,819
2,2,4.6,92,92,817
2,1,3.5,70,82,811
2,1,3.5,63,85,812
2,1,2.3,45,43,791
5,2,4.3,86,88,818
2,1,0,0,0,806
1,2,4.2,83,83,819
2,1,0,0,0,817
2,2,4.6,92,92,812
2,1,3.9,77,0,814
2,1,2.5,50,15,802
2,2,4.1,82,90,818
2,1,3,60,87,800
2,1,4.7,93,82,802
5,1,2.3,45,24,809
2,1,3,60,65,817
2,1,2.5,50,46,807
5,2,4.3,86,88,818
7,2,4.7,93,89,819
3,2,4,79,80,818
2,1,0,0,0,805
2,1,3.4,67,76,810
2,2,3.1,63,70,819
2,1,3,60,0,815
2,2,4,81,76,820
2,2,4.6,92,92,817
2,1,3.5,63,85,808
2,1,3.4,67,76,814
2,2,4.5,91,53,810
2,2,4.6,92,91,814
2,1,3,60,87,807
2,1,3,60,0,820
2,1,2.1,43,27,819
2,2,4.2,83,82,813
2,2,4.2,83,82,814
2,1,3.6,72,80,799
2,1,3.2,64,98,814
2,1,2.3,45,43,797
5,1,2.3,45,24,806
2,2,4.5,90,89,813
8,2,4.6,92,92,819
2,1,3,60,0,812
2,1,3.5,70,82,811
2,1,3.3,66,61,818
2,1,3.4,68,89,819
2,1,4.3,86,100,791
2,2,3.2,64,65,816
2,1,2.5,50,33,818
2,1,3.1,63,74,819
2,1,3.4,67,78,819
2,1,3.9,77,0,808
2,1,0,0,0,813
2,1,3,60,68,814
2,2,4.1,82,86,814
2,2,4.5,91,90,803
2,2,4.5,89,92,812
3,2,4.2,83,86,808
2,1,2.5,50,33,817
2,1,0,0,0,818
2,1,3.1,63,77,818
2,1,2.3,45,43,798
2,2,4.4,88,91,800
2,1,3.1,63,86,812
5,1,2.3,45,24,802
2,2,3.9,78,79,815
1,2,4.6,92,91,819
2,1,0,0,0,812
2,1,3.6,72,80,807
2,1,0,0,0,818
2,1,3,60,87,819
2,1,2.3,45,43,817
2,1,0.3,7,29,820
2,1,0,0,0,816
2,1,3.1,63,74,818
2,2,4,81,84,819
2,2,4.1,82,90,817
2,2,4.2,83,80,799
2,1,2.5,49,34,820
2,1,3.7,74,87,802
2,2,4.5,90,91,818
2,1,0.3,7,29,818
2,1,3.4,68,89,819
2,2,4.2,83,82,813
2,1,3,60,65,818
2,2,4.7,93,90,814
2,2,3.1,63,70,819
2,1,2.8,56,45,819
2,1,3,60,29,818
2,1,0,0,0,803
2,2,3.3,65,70,814
2,1,3.3,66,84,799
2,2,4,81,84,818
2,1,3,61,65,819
2,2,4.5,90,91,816
2,2,3.6,73,71,812
2,1,3.3,66,72,817
2,1,3.4,68,89,819
2,2,4.2,83,82,819
2,2,4.7,93,90,807
2,1,3,61,65,818
2,1,3.6,73,74,792
2,1,0,0,0,819
2,1,0,0,0,792
3,2,4.3,86,84,819
2,2,4.4,88,88,819
2,1,3.7,74,87,812
2,1,0,0,0,804
2,2,4.5,89,92,810
2,1,0,0,0,812
2,2,4.7,93,91,813
2,1,1.7,34,45,811
2,1,3.1,63,74,819
2,1,4,81,77,813
3,2,4,79,80,820
2,2,4.3,87,87,815
2,1,3,60,72,815
2,1,3,60,0,814
2,1,0,0,0,808
2,1,0.3,7,29,820
2,2,4.7,93,90,804
2,1,3.1,62,62,817
2,1,0,0,0,808
2,1,0,0,0,815
2,2,4.5,89,91,801
3,2,4,79,80,817
2,1,3.9,77,0,811
2,1,3,60,0,815
2,2,4.4,88,88,817
2,1,4,81,77,810
2,2,4.3,87,89,818
2,1,4,81,77,815
3,2,4.3,86,84,819
2,1,0.3,7,29,820
2,1,3.9,77,0,813
2,1,1.7,34,35,818
2,1,3.6,73,74,814
2,1,3.5,63,85,809
2,1,2.1,43,27,812
5,2,4.3,86,88,818
2,1,3,60,65,815
2,1,2.6,52,57,815
2,1,3,60,0,811
2,2,4.2,83,80,800
2,2,3.9,78,79,810
2,1,1.7,34,45,811
2,1,0,0,0,814
2,1,0,0,0,816
2,1,3.6,72,80,807
2,1,3.3,66,72,810
2,1,2.6,53,59,818
2,2,4,81,80,819
2,2,4.7,93,91,813
2,1,3.1,63,75,811
2,1,2.1,42,43,813
2,1,3,60,29,814
2,1,2.3,45,43,815
2,2,3.9,78,79,813
2,1,3.6,72,80,807
2,2,4,81,85,819
2,2,4.6,92,91,813
2,1,3,61,65,819
2,1,4,81,77,813
2,1,3.5,69,92,816
1,2,4.2,83,83,819
2,2,3.3,65,70,816
2,2,3.9,78,79,819
5,2,4.3,86,88,815
2,2,4.5,90,91,818
2,2,4.6,92,91,813
3,2,4,79,80,819
2,2,4.2,83,80,820
2,1,3,60,68,820
2,1,2.7,54,49,814
2,2,4.5,90,89,807
2,1,2.6,53,59,806
5,2,4.3,86,88,812
2,2,4,81,85,817
2,2,4,81,84,811
2,1,0,0,0,818
2,1,0,0,0,820
2,2,3.7,74,80,803
2,1,2.5,49,34,820
2,1,3.9,77,0,818
2,1,3.6,73,71,806
2,1,4,81,77,812
2,1,4,80,86,817
5,1,2.3,45,24,812
2,1,3.4,67,78,819
2,1,0,0,0,804
2,1,3,61,82,818
2,1,3.3,66,72,817
2,2,4,81,80,819
2,2,4.5,91,53,799
2,2,3.7,74,80,795
2,1,4.7,93,82,797
2,1,2.6,52,57,792
2,1,3.4,68,89,819
2,1,3.4,68,89,819
2,2,4.5,91,90,819
2,2,3.1,63,62,812
2,2,4.4,88,91,803
2,2,4.5,89,91,802
2,1,3.7,74,87,815
2,2,3.9,78,79,818
2,1,3,61,65,818
2,2,4.5,89,88,805
2,2,4.3,87,87,819
2,1,3.1,63,86,819
2,1,4.9,98,97,808
2,1,3.1,63,86,820
2,1,3.4,67,78,819
2,1,3,60,87,814
2,1,3,60,0,812
3,2,4.3,86,84,819
2,1,0,0,0,819
6,0,2.8,56,59,816
2,2,4.2,83,80,813
2,2,4.5,89,92,815
2,1,3.5,70,82,816
2,1,4.7,93,82,802
2,1,2.1,43,27,818
2,1,3.4,67,78,816
2,1,2.7,54,49,811
2,1,3,60,72,811
2,1,0,0,0,812
7,2,4.7,93,89,820
2,1,3,60,68,812
2,2,3.9,78,79,811
2,1,3.6,72,80,819
2,2,3.2,64,65,814
2,1,3,61,65,819
2,2,4.2,83,80,818
2,1,3.1,62,62,818
2,2,3.8,75,98,814
2,2,4,79,87,809
2,2,4,80,80,811
2,1,0,0,0,814
2,1,0,0,0,804
2,2,4.4,88,91,790
2,1,2.6,53,59,803
2,2,4.2,83,82,815
2,1,0,0,0,812
2,1,3.4,68,89,819
2,2,4.3,87,89,819
2,2,4.5,90,91,819
2,1,2.7,54,49,805
2,1,3,60,0,805
2,1,2.6,53,59,817
3,2,4,79,80,818
2,1,3.4,68,89,819
6,0,2.8,56,59,816
2,1,3.3,66,69,797
8,2,4.6,92,92,818
2,1,4,80,86,815
2,1,3.7,74,87,811
2,1,2.6,52,57,817
2,1,4.9,98,97,811
1,2,4.6,92,91,818
2,2,4.2,83,82,816
2,1,3.4,68,89,819
2,2,3.3,65,70,817
2,1,2.6,52,57,809
7,2,4.7,93,89,814
3,2,4.2,83,86,817
2,2,4,81,85,820
5,1,2.3,45,24,794
2,2,4.6,92,92,815
2,1,3.5,70,82,811
2,2,4.2,83,82,813
2,1,2.3,45,43,806
2,1,4.7,93,82,814
5,1,2.2,44,39,800
2,1,2.5,51,41,807
2,2,4,81,85,817
2,2,4.2,83,82,811
2,2,3.3,65,70,815
2,1,3.5,70,82,790
2,2,4.2,83,82,814
2,2,4.5,91,53,814
2,1,0,0,0,812
1,1,3,60,54,803
2,2,4.3,87,87,818
2,1,0,0,0,818
2,1,3,60,29,799
2,1,3.9,77,24,798
2,1,3.8,76,97,808
2,1,4.7,93,82,798
7,2,4.7,93,89,808
2,2,4.6,92,92,813
2,2,4,81,80,820
2,1,3.1,62,62,820
2,1,0,0,0,813
3,1,1.3,26,24,819
2,2,4.3,87,87,815
2,2,4,81,84,805
2,1,3,60,87,805
1,2,4.6,92,91,818
2,1,3.4,67,78,818
2,2,3.3,65,62,807
2,1,3.5,70,39,809
8,2,4.6,92,92,820
5,2,4.3,86,88,815
2,1,3,60,0,813
2,1,0,0,0,817
2,2,4.5,91,88,791
2,2,4.3,87,87,818
5,1,2.3,45,24,792
3,2,4.2,83,86,819
2,1,3,60,68,812
2,1,3,60,0,814
2,1,2.5,50,33,819
3,1,1.3,26,24,818
2,1,2.3,45,43,813
2,1,1.7,34,35,818
2,2,4.5,91,88,800
2,1,2.6,53,59,813
1,2,3.6,72,85,792
2,1,2.5,49,34,820
2,1,3.1,63,75,818
2,1,2.6,52,49,793
2,2,4.1,82,90,818
2,2,3.9,78,79,817
3,2,4.2,83,86,810
2,1,3.6,73,71,815
2,1,3.1,62,77,808
2,1,3.6,73,89,798
2,1,2.6,52,57,806
2,1,2.3,45,43,814
7,2,4.7,93,89,813
3,2,4.2,83,86,811
2,1,3.8,76,97,801
2,1,2.1,43,27,810
2,1,3.8,76,97,810
2,1,3,60,87,804
2,1,2.5,50,46,813
2,1,3.6,73,71,812
2,2,4.5,89,89,814
2,1,2.1,42,43,808
2,2,3.6,73,71,819
1,2,4.2,83,83,819
5,2,4.3,86,88,815
2,1,0,0,0,813
2,1,3,60,0,818
2,2,4.6,92,91,814
2,2,4.5,90,89,820
2,1,0,0,0,818
2,1,0,0,0,791
2,1,3,60,72,810
2,1,2.5,49,34,820
2,1,3.6,73,74,811
2,1,3.1,63,75,808
2,1,3,60,72,815
2,2,4.7,93,90,815
2,2,4.4,88,88,818
2,1,4.6,92,90,811
2,1,0,0,0,812
