replies_count,participants_count,likes,comments,shares,friends,followes,domain_rank
0,1,0,0,0,0,0,82758
0,0,0,0,0,596749,561904,0
0,0,0,0,0,353664,342787,43327
0,0,0,0,0,17913,17979,79662
0,0,0,0,0,0,0,0
0,0,0,0,0,17913,17979,79662
0,0,0,0,0,625017,615966,0
0,0,0,0,0,0,0,0
0,0,0,0,0,894063,903261,15846
0,0,0,0,0,0,0,0
0,0,0,0,0,31181,31205,0
0,0,0,0,0,17913,17979,79662
0,0,0,0,0,17913,17979,79662
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,596749,561904,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,856,0,856,569990,975522,2182
0,0,0,0,0,596749,561904,0
0,0,0,0,0,0,0,0
0,0,0,0,0,17913,17979,79662
0,0,0,0,0,0,0,44451
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,894063,903261,15846
0,0,0,0,0,942660,944956,38347
0,0,0,0,0,34089,34114,0
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,676,0,676,569990,975522,2182
0,0,0,0,0,1393286,1241968,5772
0,0,278,0,278,569990,975522,2182
0,0,0,0,0,0,0,0
0,0,0,0,0,596749,561904,0
0,0,0,0,0,17913,17979,79662
0,0,0,0,0,0,0,17592
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,6659
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,569990,975522,2182
0,0,623,0,623,569990,975522,2182
0,0,0,0,0,596749,561904,0
0,0,0,0,0,569990,975522,2182
0,0,14,0,14,569990,975522,2182
0,0,29,0,29,569990,975522,2182
0,0,0,0,0,596749,561904,0
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,569990,975522,2182
0,0,132,0,132,569990,975522,2182
0,0,0,0,0,422556,424165,538
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,34089,34114,0
0,0,0,0,0,0,0,0
0,0,0,0,0,596749,561904,0
0,0,821,0,821,569990,975522,2182
0,0,0,0,0,0,0,51784
0,0,0,0,0,0,0,0
0,0,0,0,0,353664,342787,43327
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,82758
0,0,0,0,0,353664,342787,43327
0,0,0,0,0,0,0,67959
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,569990,975522,2182
0,0,30,0,30,569990,975522,2182
0,0,0,0,0,596749,561904,0
0,0,0,0,0,942660,944956,18495
0,0,0,0,0,0,0,0
0,0,0,0,0,596749,561904,0
0,0,0,0,0,569990,975522,2182
0,0,8,0,8,569990,975522,2182
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8968
0,1,0,0,0,0,0,82758
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,353664,342787,43327
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3921
0,0,0,0,0,596749,561904,0
0,0,0,0,0,596749,561904,0
0,0,0,0,0,894063,903261,15846
0,0,0,0,0,596749,561904,0
0,0,0,0,0,569990,975522,2182
0,1,856,0,856,0,0,12993
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,18896
0,0,0,0,0,0,0,33221
0,0,0,0,0,372227,304568,7587
0,0,61,0,61,569990,975522,2182
0,0,0,0,0,353664,342787,43327
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,247478,141344,14170
0,0,9,0,9,569990,975522,2182
0,0,0,0,0,353664,342787,43327
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,82758
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,17423
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,88660
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,596749,561904,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,6659
0,0,0,0,0,0,0,3921
0,0,0,0,0,0,0,8968
0,0,0,0,0,942660,944956,18495
0,0,0,0,0,569990,975522,2182
0,0,517,0,517,823844,815195,16425
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,82758
0,0,942,0,942,569990,975522,2182
0,0,0,0,0,616717,596782,10414
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3921
0,0,0,0,0,0,0,44451
0,0,0,0,0,353664,342787,43327
0,0,0,0,0,0,0,0
0,0,0,0,0,17913,17979,79662
0,1,3,0,3,0,0,12993
0,0,0,0,0,0,0,3921
0,0,0,0,0,0,0,0
0,0,0,0,0,17913,17979,79662
0,0,0,0,0,0,0,0
0,0,0,0,0,596749,561904,0
0,0,0,0,0,0,0,25689
0,0,0,0,0,596749,561904,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3921
0,0,0,0,0,0,0,0
0,0,0,0,0,1402,1375,0
0,0,0,0,0,353664,342787,43327
0,0,0,0,0,596749,561904,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,82758
0,0,0,0,0,17913,17979,79662
0,0,0,0,0,596749,561904,0
0,0,0,0,0,0,0,36674
0,0,0,0,0,59051,60734,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,724899,724899,23349
0,0,0,0,0,353664,342787,43327
0,0,0,0,0,108241,107041,0
0,0,0,0,0,372227,304568,7587
0,0,0,0,0,0,0,61423
0,0,0,0,0,0,0,0
0,0,0,0,0,353664,342787,43327
0,0,0,0,0,17913,17979,79662
0,0,0,0,0,0,0,0
0,0,0,0,0,894063,903261,15846
0,0,0,0,0,17913,17979,79662
0,0,0,0,0,894063,903261,15846
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,353664,342787,43327
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,0,0,61606
0,0,0,0,0,194264,192570,70635
0,0,0,0,0,0,0,0
0,0,777,0,777,569990,975522,2182
0,0,0,0,0,0,0,87365
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,353664,342787,43327
0,1,0,0,0,0,0,82758
0,0,0,0,0,596749,561904,0
0,0,0,0,0,17913,17979,79662
0,0,0,0,0,353664,342787,43327
0,0,0,0,0,10075,10561,0
0,0,0,0,0,0,0,18896
0,1,0,0,0,0,0,82758
0,1,0,0,0,714,782,41475
0,0,0,0,0,0,0,0
0,0,654,0,654,569990,975522,2182
0,0,0,0,0,0,0,25689
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,82758
0,0,0,0,0,0,0,98679
0,0,0,0,0,0,0,0
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,0,0,0
0,0,0,0,0,353664,342787,43327
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,0,0,44451
0,0,0,0,0,0,0,0
0,0,666,0,666,569990,975522,2182
0,1,0,0,0,127093,128617,23950
0,0,0,0,0,0,0,0
0,0,0,0,0,596749,561904,0
0,0,0,0,0,569990,975522,2182
0,1,0,0,0,0,0,82758
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,82758
0,0,0,0,0,569990,975522,2182
0,1,0,0,0,0,0,6659
0,0,0,0,0,0,0,0
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,894063,903261,15846
0,0,0,0,0,10252,10661,0
0,1,0,0,0,0,0,82758
0,1,0,0,0,714,782,41475
0,0,0,0,0,569990,975522,2182
0,1,0,0,0,0,0,82758
0,0,0,0,0,353664,342787,43327
0,0,17,0,17,569990,975522,2182
0,0,0,0,0,596749,561904,0
0,1,0,0,0,0,0,0
0,0,0,0,0,569990,975522,2182
0,1,0,0,0,127093,128617,23950
0,0,0,0,0,596749,561904,0
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,0,0,54210
0,0,0,0,0,34089,34114,0
0,0,0,0,0,0,0,0
0,0,0,0,0,4155,4342,51246
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,3,0,0,0,0,0,12993
0,0,0,0,0,0,0,0
0,0,555,0,555,569990,975522,2182
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,32069
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,353664,342787,43327
0,1,0,0,0,0,0,6659
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8968
0,0,0,0,0,0,0,0
0,0,0,0,0,34089,34114,0
0,0,0,0,0,353664,342787,43327
0,1,0,0,0,0,0,82758
0,1,0,0,0,0,0,82758
0,0,0,0,0,0,0,0
0,0,490,0,490,569990,975522,2182
0,0,0,0,0,17913,17979,79662
0,0,0,0,0,358261,150020,10352
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,82758
0,1,0,0,0,0,0,82758
0,0,0,0,0,0,0,25689
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,894063,903261,15846
0,1,0,0,0,0,0,82758
0,1,0,0,0,0,0,82758
0,0,0,0,0,616717,596782,10414
0,1,0,0,0,0,0,82758
0,0,0,0,0,569990,975522,2182
0,0,0,0,0,0,0,25689
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,82758
0,1,0,0,0,127093,128617,23950
0,1,0,0,0,0,0,82758
0,1,0,0,0,0,0,82758
0,1,0,0,0,0,0,82758
0,1,0,0,0,0,0,82758
0,1,0,0,0,0,0,82758
0,1,188,0,188,0,0,6659
0,1,0,0,0,0,0,51784
0,1,0,0,0,0,0,82758
0,1,0,0,0,0,0,82758
0,1,0,0,0,0,0,82758
0,1,0,0,0,0,0,82758
0,1,0,0,0,31190,31215,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,40299
0,1,0,0,0,0,0,0
0,1,0,0,0,247459,141328,14170
0,1,0,0,0,0,0,77628
0,1,0,0,0,127093,128617,23950
0,1,0,0,0,0,0,91878
0,0,0,0,0,942649,944949,18495
0,1,0,0,0,416462,418512,68691
0,1,0,0,0,0,0,32398
0,1,0,0,0,127093,128617,23950
0,1,0,0,0,31593,30850,0
0,1,0,0,0,0,0,77628
0,0,0,0,0,0,0,40299
0,0,0,0,0,0,0,0
0,1,0,0,0,118605,114819,26413
0,1,0,0,0,0,0,1550
0,1,0,0,0,0,0,18369
0,1,0,0,0,0,0,8968
0,1,0,0,0,628597,617338,58305
0,1,0,0,0,0,0,0
0,1,0,0,0,44979,43167,93150
0,1,0,0,0,0,0,68648
0,1,0,0,0,0,0,91187
0,1,0,0,0,0,0,77628
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,36845
0,1,0,0,0,0,0,36845
0,1,0,0,0,77740,76520,65060
0,1,0,0,0,846903,806206,19375
0,1,0,0,0,0,0,0
0,1,179,0,179,422730,424756,538
0,1,0,0,0,0,0,94243
0,1,0,0,0,0,0,0
0,1,0,0,0,358257,150016,10352
0,1,0,0,0,0,0,34478
0,1,0,0,0,0,0,0
0,1,0,0,0,894210,903764,15846
0,0,0,0,0,0,0,75353
0,1,0,0,0,4157,4344,51246
0,1,0,0,0,628597,617338,58305
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,189418,186681,0
0,1,0,0,0,846903,806206,19375
0,1,0,0,0,0,0,63847
0,1,0,0,0,79800,79476,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,17592
0,0,0,0,0,0,0,41475
0,1,0,0,0,0,0,30230
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,35234
0,1,0,0,0,0,0,25945
0,0,0,0,0,242009,249571,31016
0,1,0,0,0,231947,228432,0
0,0,0,0,0,247038,239927,23405
0,1,0,0,0,616920,597053,10414
0,1,0,0,0,28514,26157,0
0,1,0,0,0,0,0,22432
0,1,0,0,0,77740,76520,65060
0,1,0,0,0,0,0,56487
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,75353
0,1,0,0,0,0,0,60570
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,457911,402901,30890
0,1,0,0,0,0,0,48959
0,1,0,0,0,0,0,77628
0,1,0,0,0,37718,36462,34811
0,1,0,0,0,0,0,54210
0,1,0,0,0,1402,1375,0
0,0,0,0,0,0,0,0
0,0,0,0,0,242009,249571,31016
0,1,0,0,0,0,0,61606
0,0,0,0,0,0,0,22891
0,1,0,0,0,118605,114819,26413
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,25945
0,1,0,0,0,118605,114819,26413
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,4617
0,1,0,0,0,614338,622508,48717
0,1,0,0,0,0,0,34478
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,43665
0,1,0,0,0,0,0,67400
0,1,0,0,0,0,0,34478
0,0,0,0,0,0,0,22891
0,1,0,0,0,0,0,68648
0,1,62,1,62,358257,150016,10352
0,1,0,0,0,0,0,30230
0,1,0,0,0,44979,43167,93150
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,63847
0,0,0,0,0,942649,944949,18495
0,1,0,0,0,628597,617338,58305
0,1,0,0,0,0,0,1550
0,1,0,0,0,0,0,4617
0,1,0,0,0,330704,318461,18533
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,68648
0,1,0,0,0,846903,806206,19375
0,1,0,0,0,537448,523515,37161
0,0,0,0,0,0,0,0
0,0,0,0,0,942649,944949,18495
0,1,0,0,0,79800,79476,0
0,1,0,0,0,0,0,54210
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,111722,106126,40480
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,247038,239927,23405
0,1,0,0,0,44979,43167,93150
0,1,0,0,0,242009,249571,31016
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,12387
0,1,0,0,0,628597,617338,58305
0,0,0,0,0,0,0,0
0,1,0,0,0,894210,903764,15846
0,1,0,0,0,12055,11750,0
0,1,0,0,0,12055,11750,0
0,1,0,0,0,0,0,64783
0,1,0,0,0,10255,10664,0
0,1,0,0,0,4949,4925,62759
0,1,0,0,0,0,0,34478
0,1,0,0,0,0,0,61606
0,1,0,0,0,1402,1375,0
0,1,0,0,0,31190,31215,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,31593,30850,0
0,1,0,0,0,0,0,22432
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,48959
0,0,823,0,823,823844,815195,16425
0,1,0,0,0,26489,26652,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,12387
0,0,0,0,0,942649,944949,18495
0,1,0,0,0,0,0,34478
0,1,0,0,0,616920,597053,10414
0,1,0,0,0,0,0,25945
0,1,0,0,0,0,0,0
0,0,0,0,0,846903,806206,42575
0,1,0,0,0,894210,903764,15846
0,1,0,0,0,37718,36462,34811
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,43665
0,1,0,0,0,0,0,0
0,1,0,0,0,231947,228432,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,77740,76520,65060
0,1,0,0,0,0,0,53149
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,53149
0,1,0,0,0,0,0,94243
0,1,0,0,0,0,0,56487
0,1,0,0,0,0,0,91878
0,1,0,0,0,0,0,96853
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,48959
0,1,0,0,0,0,0,36845
0,1,0,0,0,0,0,8968
0,1,0,0,0,0,0,91878
0,0,0,0,0,0,0,84363
0,1,0,0,0,996193,739521,0
0,1,0,0,0,62322,60724,63072
0,1,0,0,0,457911,402901,30890
0,0,0,0,0,0,0,0
0,0,0,0,0,942649,944949,18495
0,1,0,0,0,42042,41347,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,67400
0,1,0,0,0,79800,79476,0
0,1,0,0,0,28514,26157,0
0,1,0,0,0,62322,60724,63072
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,37614
0,1,0,0,0,9916,9353,0
0,1,0,0,0,894210,903764,15846
0,1,0,0,0,0,0,0
0,1,375,0,375,0,0,2774
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,17423
0,1,0,0,0,31190,31215,0
0,1,0,0,0,0,0,43665
0,1,0,0,0,37718,36462,34811
0,1,0,0,0,0,0,17423
0,1,0,0,0,79800,79476,0
0,1,0,0,0,0,0,91878
0,1,0,0,0,0,0,0
0,1,0,0,0,1402,1375,0
0,1,0,0,0,0,0,41475
0,1,0,0,0,28514,26157,0
0,1,0,0,0,0,0,36845
0,1,0,0,0,440208,914158,23040
0,0,2,1,2,224402,223919,1616
0,1,0,0,0,628597,617338,58305
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,4617
0,1,0,0,0,0,0,77628
0,1,0,0,0,537448,523515,37161
0,1,0,0,0,37718,36462,34811
0,0,0,0,0,0,0,33221
0,1,0,0,0,0,0,36845
0,1,0,0,0,62322,60724,63072
0,1,0,0,0,0,0,63847
0,1,0,0,0,0,0,0
0,1,0,0,0,46824,46236,60463
0,1,0,0,0,189418,186681,0
0,1,0,0,0,0,0,0
0,1,0,0,0,17731,17847,0
0,1,0,0,0,628597,617338,58305
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,34478
0,1,0,0,0,0,0,0
0,1,0,0,0,111722,106126,40480
0,1,0,0,0,440208,914158,23040
0,0,0,0,0,0,0,0
0,1,0,0,0,127093,128617,23950
0,1,0,0,0,628597,617338,58305
0,1,0,0,0,0,0,46814
0,1,0,0,0,0,0,77628
0,1,0,0,0,0,0,8968
0,1,0,0,0,0,0,35234
0,1,0,0,0,44979,43167,93150
0,1,0,0,0,0,0,0
0,1,0,0,0,46824,46236,60463
0,1,45,0,45,0,0,2774
0,1,0,0,0,0,0,0
0,1,0,0,0,127093,128617,23950
0,0,0,0,0,0,0,25709
0,1,0,0,0,247459,141328,14170
0,1,0,0,0,0,0,17592
0,0,0,0,0,0,0,25709
0,1,0,0,0,440208,914158,23040
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,34478
0,1,0,0,0,358257,150016,10352
0,1,0,0,0,537448,523515,37161
0,1,0,0,0,118605,114819,26413
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,32398
0,1,0,0,0,0,0,48413
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,25945
0,1,0,0,0,0,0,61606
0,1,0,0,0,0,0,22432
0,1,0,0,0,457911,402901,30890
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,48959
0,1,0,0,0,0,0,35234
0,0,68,3,68,224402,223919,1616
0,1,0,0,0,0,0,64783
0,1,0,0,0,127093,128617,23950
0,1,0,0,0,21813,22456,0
0,1,0,0,0,0,0,91878
0,1,0,0,0,0,0,41475
0,1,0,0,0,0,0,4617
0,1,0,0,0,31190,31215,0
0,0,0,0,0,0,0,84363
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,894210,903764,15846
0,1,22,0,22,0,0,2774
0,1,0,0,0,247459,141328,14170
0,1,699,0,699,0,0,4617
0,1,0,0,0,77740,76520,65060
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,54210
0,1,0,0,0,537448,523515,37161
0,1,0,0,0,0,0,35234
0,1,0,0,0,0,0,0
0,1,0,0,0,46824,46236,60463
0,1,0,0,0,0,0,36845
0,1,0,0,0,0,0,0
0,1,0,0,0,616920,597053,10414
0,1,0,0,0,0,0,17592
0,1,0,0,0,628597,617338,58305
0,1,0,0,0,44979,43167,93150
0,0,0,0,0,0,0,40299
0,1,0,0,0,26489,26652,0
0,1,0,0,0,628597,617338,58305
0,1,0,0,0,111722,106126,40480
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,61423
0,1,0,0,0,189418,186681,0
0,1,0,0,0,34512,34121,0
0,1,0,0,0,0,0,12387
0,1,0,0,0,0,0,0
0,1,114,0,114,0,0,2774
0,1,0,0,0,77740,76520,65060
0,0,0,0,0,0,0,25709
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,94243
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,33221
0,1,0,0,0,0,0,54210
0,1,0,0,0,21813,22456,0
0,1,0,0,0,0,0,35234
0,1,0,0,0,0,0,82758
0,1,8,0,8,0,0,6416
0,1,0,0,0,0,0,68648
0,0,0,0,0,0,0,25709
0,0,0,0,0,0,0,75353
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,94243
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,452,0,452,0,0,6416
0,1,0,0,0,416462,418512,68691
0,1,0,0,0,0,0,0
0,1,0,0,0,37718,36462,34811
0,1,0,0,0,0,0,12387
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,61423
0,1,0,0,0,44979,43167,93150
0,0,0,0,0,942649,944949,18495
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,94243
0,0,0,0,0,242009,249571,31016
0,1,0,0,0,330704,318461,18533
0,1,0,0,0,0,0,0
0,1,0,0,0,440208,914158,23040
0,1,25,0,25,0,0,2774
0,0,0,0,0,0,0,61423
0,1,0,0,0,111722,106126,40480
0,1,0,0,0,4949,4925,62759
0,1,0,0,0,0,0,68648
0,1,0,0,0,0,0,60570
0,1,0,0,0,0,0,61606
0,1,0,0,0,0,0,64783
0,1,0,0,0,0,0,25945
0,1,0,0,0,0,0,91878
0,1,0,0,0,31593,30850,0
0,1,0,0,0,0,0,4617
0,0,0,0,0,0,0,75353
0,0,0,0,0,247038,239927,23405
0,1,0,0,0,0,0,43665
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,62322,60724,63072
0,0,2,0,2,224402,223919,1616
0,1,0,0,0,28514,26157,0
0,1,0,0,0,0,0,64783
0,1,0,0,0,457911,402901,30890
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,91187
0,1,0,0,0,77740,76520,65060
0,1,0,0,0,996193,739521,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,9916,9353,43327
0,1,0,0,0,37718,36462,34811
0,1,0,0,0,846903,806206,19375
0,1,0,0,0,0,0,30230
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,91187
0,0,0,0,0,0,0,0
0,0,0,0,0,10248,10271,93026
0,1,0,0,0,537448,523515,37161
0,1,0,0,0,0,0,94243
0,1,0,0,0,0,0,36674
0,1,0,0,0,26489,26652,0
0,1,0,0,0,26489,26652,0
0,1,0,0,0,996193,739521,0
0,1,0,0,0,616920,597053,10414
0,1,0,0,0,0,0,36674
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,35234
0,1,0,0,0,0,0,94243
0,0,0,0,0,0,0,61423
0,0,0,0,0,0,0,44451
0,0,0,0,0,0,0,61423
0,1,0,0,0,46824,46236,60463
0,1,0,0,0,537448,523515,37161
0,1,0,0,0,0,0,6416
0,1,0,0,0,0,0,0
0,1,0,0,0,62322,60724,63072
0,1,0,0,0,34512,34121,0
0,1,0,0,0,0,0,0
0,1,0,0,0,28514,26157,0
0,1,0,0,0,0,0,36845
0,1,0,0,0,0,0,68648
0,1,0,0,0,28514,26157,0
0,1,0,0,0,0,0,32398
0,1,0,0,0,4157,4344,51246
0,1,0,0,0,457911,402901,30890
0,1,0,0,0,0,0,0
0,1,944,0,944,0,0,6416
0,1,0,0,0,246043,515530,486
0,1,0,0,0,358257,150016,10352
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,22891
0,1,0,0,0,628597,617338,58305
0,1,0,0,0,62322,60724,63072
0,0,0,0,0,10248,10271,93026
0,1,0,0,0,37718,36462,34811
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,56487
0,1,0,0,0,0,0,68648
0,1,0,0,0,0,0,1550
0,0,0,0,0,0,0,33221
0,1,0,0,0,0,0,0
0,1,0,0,0,46824,46236,60463
0,1,0,0,0,0,0,30230
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,53149
0,1,0,0,0,0,0,0
0,1,0,0,0,44979,43167,93150
0,1,0,0,0,0,0,22432
0,1,0,0,0,37718,36462,34811
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,22432
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,67400
0,1,0,0,0,189418,186681,0
0,1,0,0,0,0,0,8968
0,1,0,0,0,616920,597053,10414
0,0,0,0,0,247038,239927,23405
0,1,0,0,0,0,0,8968
0,1,0,0,0,0,0,0
0,1,0,0,0,111722,106126,40480
0,0,0,0,0,0,0,75353
0,0,0,0,0,0,0,22891
0,1,0,0,0,46824,46236,60463
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,1550
0,1,0,0,0,0,0,0
0,1,0,0,0,189418,186681,0
0,1,0,0,0,330704,318461,18533
0,1,0,0,0,0,0,30230
0,1,0,0,0,0,0,32398
0,1,0,0,0,0,0,8968
0,1,0,0,0,149787,144566,27046
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,91878
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,75353
0,0,0,0,0,942649,944949,18495
0,1,272,2,272,246043,515530,486
0,1,0,0,0,246043,515530,486
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,12055,11750,0
0,1,0,0,0,231947,228432,0
0,1,0,0,0,0,0,35234
0,1,0,0,0,247459,141328,14170
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,84363
0,1,0,0,0,189418,186681,0
0,1,0,0,0,457911,402901,30890
0,0,0,0,0,0,0,0
0,1,0,0,0,416462,418512,68691
0,1,0,0,0,0,0,51784
0,1,0,0,0,0,0,35234
0,1,0,0,0,0,0,17592
0,1,0,0,0,17731,17847,0
0,1,0,0,0,1402,1375,0
0,0,0,0,0,0,0,84363
0,0,0,0,0,0,0,84363
0,1,0,0,0,0,0,0
0,1,0,0,0,46824,46236,60463
0,0,0,0,0,0,0,33221
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,22432
0,1,0,0,0,0,0,60570
0,1,208,0,208,0,0,6416
0,1,0,0,0,4157,4344,51246
0,1,0,0,0,0,0,68648
0,1,0,0,0,0,0,60570
0,1,0,0,0,0,0,63847
0,1,0,0,0,0,0,67400
0,1,0,0,0,0,0,53149
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,61606
0,1,0,0,0,440208,914158,23040
0,1,0,0,0,9916,9353,0
0,0,0,0,0,0,0,33221
0,1,0,0,0,21813,22456,0
0,1,0,0,0,416462,418512,68691
0,1,0,0,0,0,0,0
0,1,0,0,0,44979,43167,93150
0,1,0,0,0,0,0,91878
0,1,4,1,4,246043,515530,486
0,1,0,0,0,440208,914158,23040
0,1,0,0,0,0,0,94243
0,1,0,0,0,21813,22456,0
0,0,0,0,0,0,0,91245
0,1,0,0,0,0,0,53149
0,1,0,0,0,118605,114819,26413
0,1,0,0,0,0,0,0
0,1,0,0,0,13292,13292,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,32398
0,1,0,0,0,42042,41347,0
0,1,0,0,0,996193,739521,0
