replies_count,participants_count,likes,comments,shares,website_type,friends,followes,safety_r,reputation,trustworthiness,child_safety,date,domain_rank
0,0,0,0,0,8,942660,944956,2,4.6,92,92,814,38347
0,0,0,0,0,2,0,0,1,0,0,0,812,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,803,79662
0,1,0,0,0,2,0,0,1,0,0,0,804,0
0,1,0,0,0,2,0,0,2,3.9,77,99,820,6659
0,1,0,0,0,2,0,0,2,4.5,89,87,804,82758
0,0,0,0,0,2,0,0,1,0,0,0,818,0
0,1,0,0,0,2,0,0,1,4.6,92,90,790,51784
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,1,0,0,0,2,0,0,1,0,0,0,810,0
0,0,0,0,0,2,0,0,0,1.2,24,28,796,0
0,1,0,0,0,2,0,0,1,0,0,0,806,0
0,0,0,0,0,2,0,0,1,0,0,0,793,0
0,0,0,0,0,2,372227,304568,1,3.3,65,84,809,7587
0,0,0,0,0,2,0,0,1,0,0,0,815,0
0,0,0,0,0,2,0,0,1,0,0,0,809,0
0,0,0,0,0,2,0,0,1,2.5,50,0,816,0
0,1,0,0,0,2,0,0,1,0,0,0,812,0
0,0,0,0,0,2,0,0,1,4.3,87,0,800,0
0,0,0,0,0,2,0,0,1,2.5,50,0,817,0
0,1,0,0,0,2,0,0,1,4.6,92,90,798,51784
0,0,0,0,0,2,0,0,1,0,0,0,800,0
0,1,0,0,0,2,0,0,2,3.9,77,99,820,6659
0,1,0,0,0,2,0,0,2,3.9,77,99,820,6659
0,0,0,0,0,2,0,0,1,0,0,0,816,0
0,1,0,0,0,2,0,0,2,4.5,89,87,805,82758
0,0,0,0,0,2,23390,23847,1,2.9,57,71,818,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,1,0,0,0,2,0,0,2,4.5,89,87,819,82758
0,1,0,0,0,2,0,0,1,0,0,0,802,0
0,0,0,0,0,2,0,0,1,0,0,0,809,0
0,1,0,0,0,2,127093,128617,2,4.3,87,87,814,23950
0,0,0,0,0,2,0,0,1,0,0,0,812,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,2,59051,60734,1,0,0,0,815,0
0,1,258,0,258,2,0,0,2,4,81,76,818,12993
0,0,0,0,0,2,0,0,1,0,0,0,814,0
0,0,0,0,0,8,942660,944956,2,4.6,92,92,810,38347
0,1,0,0,0,2,127093,128617,2,4.3,87,87,814,23950
0,0,0,0,0,2,0,0,1,0,0,0,813,0
0,0,0,0,0,2,0,0,1,2.5,50,29,797,0
0,0,0,0,0,2,247478,141344,2,4,81,85,817,14170
0,0,0,0,0,1,894063,903261,2,3.6,72,85,812,15846
0,0,0,0,0,2,246043,515530,1,0,0,0,818,486
0,1,0,0,0,2,0,0,2,4.5,89,87,811,82758
0,0,0,0,0,2,0,0,1,0,0,0,814,0
0,0,0,0,0,2,0,0,1,4.3,87,0,808,0
0,1,0,0,0,2,0,0,1,0,0,0,816,0
0,1,0,0,0,2,0,0,2,4,81,76,817,12993
17,15,10,0,10,2,0,0,2,3.9,77,99,820,6659
0,0,0,0,0,2,59051,60734,1,0,0,0,798,0
0,0,0,0,0,2,569990,975522,2,4.7,94,82,809,2182
0,1,0,0,0,2,0,0,1,0,0,0,815,0
0,1,0,0,0,2,0,0,1,0,0,0,804,0
0,0,0,0,0,2,0,0,2,4.7,94,94,818,0
0,0,0,0,0,2,353664,342787,1,4,80,93,806,43327
0,0,0,0,0,2,0,0,1,0,0,0,807,14958
0,0,564,0,564,2,569990,975522,2,4.7,94,82,811,2182
0,0,0,0,0,2,353664,342787,1,4,80,93,799,43327
0,0,0,0,0,2,0,0,1,0,0,0,816,0
0,0,0,0,0,2,353664,342787,1,4,80,93,807,43327
0,0,0,0,0,3,0,0,1,2.5,50,52,811,88660
0,0,0,0,0,2,0,0,1,2.5,50,0,807,25842
0,1,0,0,0,2,0,0,1,0,0,0,794,0
0,0,0,0,0,2,0,0,1,3,60,0,799,18896
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,8,942660,944956,2,4.6,92,92,801,38347
0,0,0,0,0,2,0,0,1,0,0,0,812,0
0,0,0,0,0,2,0,0,1,0,0,0,792,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,1,0,0,0,2,0,0,1,0,0,0,812,0
0,1,0,0,0,2,0,0,2,4,81,76,820,12993
0,0,0,0,0,2,0,0,1,0,0,0,817,0
0,0,0,0,0,2,0,0,1,2.8,56,56,792,44451
0,0,0,0,0,4,0,0,1,2.4,48,28,804,65078
0,0,0,0,0,2,0,0,1,0,0,0,811,0
0,0,0,0,0,2,194264,192570,2,4.3,86,89,802,70635
0,0,0,0,0,2,0,0,1,4.3,87,0,817,0
0,1,0,0,0,2,0,0,2,3.9,77,99,820,6659
0,1,0,0,0,2,0,0,2,4,81,76,818,12993
0,1,0,0,0,2,0,0,1,0,0,0,800,0
0,0,21,0,21,2,0,0,2,4.5,90,89,820,2435
0,0,0,0,0,2,0,0,1,0,0,0,798,3921
0,0,0,0,0,2,108241,107041,1,2.1,42,58,818,0
0,0,0,0,0,2,18888,18517,1,3,61,68,811,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,1,0,0,0,2,0,0,1,4.6,92,90,793,51784
0,1,0,0,0,2,0,0,2,4.1,82,86,819,48413
0,0,0,0,0,2,0,0,1,2.5,50,0,808,0
0,0,0,0,0,2,0,0,1,0,0,0,805,0
0,0,0,0,0,2,0,0,2,4.7,94,94,810,0
0,0,0,0,0,2,0,0,1,0,0,0,798,0
0,0,0,0,0,2,353664,342787,1,4,80,93,811,43327
0,0,0,0,0,2,0,0,1,2.5,49,51,797,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,0,0,1,0,0,0,817,0
0,0,0,0,0,7,823844,815195,2,4.7,93,89,820,16425
0,0,0,0,0,2,353664,342787,1,4,80,93,793,43327
0,1,0,0,0,2,0,0,2,4.5,89,87,811,82758
0,0,0,0,0,2,194264,192570,2,4.3,86,89,804,70635
0,0,0,0,0,3,0,0,1,2.5,50,52,792,88660
0,1,0,0,0,2,0,0,2,4.5,89,87,809,82758
0,0,0,0,0,2,0,0,1,0,0,0,819,0
0,0,0,0,0,2,0,0,1,4.3,87,0,814,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,0,0,1,2.5,50,0,805,25842
0,0,0,0,0,2,372227,304568,1,3.3,65,84,814,7587
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,1,0,0,0,2,0,0,1,0,0,0,797,0
0,0,0,0,0,2,0,0,1,2.8,56,56,792,44451
0,0,0,0,0,2,0,0,1,4.3,87,0,805,0
0,0,0,0,0,2,0,0,1,0,0,0,791,0
0,0,0,0,0,2,0,0,1,0,0,0,818,0
0,0,0,0,0,2,0,0,1,4.3,87,0,813,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,0,0,1,1.6,33,31,819,0
0,0,0,0,0,2,0,0,1,4.3,87,0,819,0
0,1,0,0,0,2,0,0,2,4.5,89,87,805,82758
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,3,34089,34114,1,3.9,78,82,819,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,0,0,1,0,0,0,804,0
0,0,0,0,0,2,108241,107041,1,2.1,42,58,817,0
0,0,0,0,0,2,0,0,1,0,0,0,818,3921
0,0,0,0,0,2,708220,627936,2,4.7,93,92,790,14716
0,1,0,0,0,2,0,0,1,4.6,92,90,815,51784
0,0,0,0,0,2,0,0,1,0,0,0,810,0
0,0,0,0,0,2,569990,975522,2,4.7,94,82,806,2182
0,0,0,0,0,2,0,0,1,0,0,0,812,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,792,79662
0,0,0,0,0,2,569990,975522,2,4.7,94,82,811,2182
0,1,0,0,0,3,714,782,2,4.3,86,84,820,41475
0,1,0,0,0,2,0,0,2,4,81,76,819,12993
0,0,0,0,0,2,17913,17979,2,3.5,69,70,817,79662
0,0,0,0,0,2,12033,12283,1,3.4,68,79,792,0
0,0,0,0,0,2,12033,12283,1,3.4,68,79,796,0
0,1,0,0,0,2,0,0,1,0,0,0,817,0
0,0,0,0,0,2,0,0,1,0,0,0,814,0
0,0,0,0,0,2,0,0,2,4.5,91,53,806,33221
0,0,0,0,0,2,0,0,2,4.7,94,94,817,0
0,0,0,0,0,2,0,0,1,0,0,0,812,0
0,0,0,0,0,2,12033,12283,1,3.4,68,79,791,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,0,0,1,4.3,87,0,798,0
0,0,0,0,0,2,0,0,1,4.3,87,0,815,0
0,1,0,0,0,2,0,0,2,4.5,89,87,811,82758
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,625017,615966,1,0,0,0,791,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,1,1393286,1241968,2,4.5,90,90,811,5772
0,0,0,0,0,2,0,0,1,2.8,56,56,818,44451
0,0,0,0,0,2,247038,239922,2,4.5,89,88,816,23405
0,0,0,0,0,2,0,0,1,0,0,0,812,0
0,0,0,0,0,2,0,0,1,0,0,0,803,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,625017,615966,1,0,0,0,802,0
0,0,0,0,0,2,0,0,1,3.1,63,77,808,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,793,79662
0,1,0,0,0,3,714,782,2,4.3,86,84,820,41475
0,0,0,0,0,2,0,0,1,0,0,0,800,0
0,0,0,0,0,2,0,0,2,4.7,94,94,809,0
0,0,0,0,0,2,0,0,1,2.5,50,29,818,0
5,5,95,0,95,2,0,0,2,3.9,77,99,820,6659
0,0,0,0,0,2,0,0,0,1.2,24,28,809,0
0,1,0,0,0,2,0,0,2,4,81,76,819,12993
0,0,0,0,0,2,0,0,1,2.5,50,29,791,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,1,0,0,0,2,0,0,2,4.5,89,87,811,82758
0,0,0,0,0,2,23390,23847,1,2.9,57,71,807,0
0,0,0,0,0,2,12033,12283,1,3.4,68,79,814,0
0,0,0,0,0,2,0,0,1,0,0,0,819,0
0,0,0,0,0,2,0,0,0,1.2,24,28,820,0
0,1,0,0,0,2,0,0,2,4,81,76,817,12993
0,0,0,0,0,2,0,0,1,0,0,0,814,0
0,0,0,0,0,2,0,0,1,0,0,0,812,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,795,79662
0,0,0,0,0,2,0,0,2,4.7,94,94,814,0
0,0,0,0,0,2,353664,342787,1,4,80,93,819,43327
0,0,0,0,0,2,0,0,1,3.1,63,77,808,0
0,0,0,0,0,2,10075,10561,1,4.3,86,100,812,0
0,0,0,0,0,2,0,0,1,0,0,0,809,0
0,0,0,0,0,2,10075,10561,1,4.3,86,100,816,0
0,0,0,0,0,2,0,0,1,4.3,87,0,819,0
0,0,0,0,0,8,942660,944956,2,4.6,92,92,811,38347
0,0,0,0,0,2,625017,615966,1,0,0,0,795,0
0,0,0,0,0,2,353664,342787,1,4,80,93,793,43327
0,0,0,0,0,2,0,0,2,4.7,94,94,811,0
0,0,0,0,0,2,569990,975522,2,4.7,94,82,807,2182
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,8,942660,944956,2,4.6,92,92,795,38347
0,0,0,0,0,2,0,0,1,2.8,56,56,817,44451
0,0,0,0,0,2,0,0,1,0,0,0,800,0
0,0,0,0,0,2,108241,107041,1,2.1,42,58,790,0
0,0,0,0,0,2,0,0,1,2.5,50,29,804,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,0,0,1,2.8,56,56,817,44451
0,0,0,0,0,2,0,0,1,2.5,50,0,820,0
0,1,0,0,0,2,0,0,2,4.5,89,87,818,82758
0,0,0,0,0,2,0,0,1,0,0,0,809,0
0,0,0,0,0,2,0,0,1,2.4,48,3,818,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,818,79662
0,0,0,0,0,2,0,0,1,4.3,87,0,815,0
0,0,0,0,0,3,537448,523515,2,4.2,83,86,810,37161
0,0,0,0,0,2,17913,17979,2,3.5,69,70,798,79662
0,0,0,0,0,1,894063,903261,2,3.6,72,85,797,15846
0,0,0,0,0,2,0,0,1,0,0,0,802,0
0,0,0,0,0,2,10075,10561,1,4.3,86,100,804,0
0,0,0,0,0,2,0,0,1,3.1,63,77,814,0
0,0,0,0,0,2,353664,342787,1,4,80,93,799,43327
0,0,0,0,0,2,17913,17979,2,3.5,69,70,797,79662
0,0,0,0,0,2,0,0,1,0,0,0,814,0
0,1,0,0,0,3,714,782,2,4.3,86,84,820,41475
0,0,0,0,0,2,0,0,1,0,0,0,800,0
0,0,0,0,0,8,942660,944956,2,4.6,92,92,819,18495
0,0,0,0,0,2,0,0,1,0,0,0,812,0
0,0,0,0,0,2,108241,107041,1,2.1,42,58,808,0
0,0,0,0,0,2,0,0,1,0,0,0,817,0
0,0,0,0,0,2,0,0,0,1.2,24,28,790,0
0,1,0,0,0,2,0,0,2,4.5,89,87,815,82758
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,1,894063,903261,2,3.6,72,85,796,15846
0,0,0,0,0,2,0,0,1,2.5,50,29,790,0
0,0,0,0,0,2,0,0,1,2.5,50,0,813,0
0,0,912,0,912,2,0,0,1,0,0,0,811,14958
0,1,0,0,0,2,0,0,2,4.5,89,87,806,82758
0,0,0,0,0,2,0,0,1,0,0,0,816,0
0,0,0,0,0,2,77742,76522,1,3,60,55,816,65060
0,0,0,0,0,2,23390,23847,1,2.9,57,71,812,0
0,0,0,0,0,2,0,0,1,0,0,0,813,0
0,0,0,0,0,2,0,0,1,0,0,0,818,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,811,79662
0,0,0,0,0,2,17913,17979,2,3.5,69,70,792,79662
0,0,0,0,0,2,17913,17979,2,3.5,69,70,792,79662
0,0,0,0,0,2,0,0,1,0,0,0,819,0
0,0,0,0,0,2,0,0,1,0,0,0,792,0
0,0,0,0,0,1,1393286,1241968,2,4.5,90,90,812,5772
0,0,0,0,0,2,0,0,1,0,0,0,797,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,797,79662
0,0,0,0,0,2,0,0,1,0,0,0,815,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,813,79662
0,0,0,0,0,2,353664,342787,1,4,80,93,806,43327
0,1,0,0,0,2,0,0,2,4,81,76,819,12993
0,0,0,0,0,2,0,0,1,0,0,0,809,0
0,0,0,0,0,2,0,0,1,0,0,0,802,0
0,0,0,0,0,2,0,0,1,0,0,0,819,0
0,0,0,0,0,8,942660,944956,2,4.6,92,92,800,38347
0,0,0,0,0,2,0,0,2,4.1,82,90,818,8968
0,1,0,0,0,2,0,0,2,4.1,82,86,819,48413
0,0,0,0,0,2,0,0,1,1.6,33,31,805,0
0,0,0,0,0,6,0,0,1,2.3,45,41,818,11584
0,0,0,0,0,2,194264,192570,2,4.3,86,89,803,70635
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,18,0,18,2,569990,975522,2,4.7,94,82,811,2182
0,0,0,0,0,2,0,0,1,0,0,0,814,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,0,0,1,0,0,0,808,32069
0,0,0,0,0,2,0,0,1,0,0,0,816,0
0,1,0,0,0,2,0,0,1,0,0,0,818,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,791,79662
0,0,0,0,0,2,353664,342787,1,4,80,93,803,43327
0,0,4,0,4,1,1393286,1241968,2,4.5,90,90,810,5772
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,597340,618906,1,4.7,94,61,807,0
0,0,0,0,0,2,0,0,1,2.4,48,3,812,0
0,0,0,0,0,2,0,0,1,3.3,66,61,820,17423
0,1,0,0,0,2,0,0,1,0,0,0,801,0
0,0,0,0,0,2,0,0,2,4.7,94,94,815,0
0,0,0,0,0,2,0,0,1,0,0,0,809,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,59051,60734,1,0,0,0,802,0
0,1,0,0,0,2,0,0,1,0,0,0,794,0
0,0,0,0,0,2,0,0,1,0,0,0,814,0
0,0,0,0,0,2,0,0,1,0,0,0,806,0
0,0,0,0,0,2,353664,342787,1,4,80,93,805,43327
0,0,0,0,0,2,12033,12283,1,3.4,68,79,804,0
0,0,0,0,0,2,0,0,1,4.3,87,0,816,0
0,1,0,0,0,2,0,0,2,4.5,89,87,812,82758
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,2,0,0,1,0,0,0,799,0
0,1,0,0,0,2,0,0,2,3.9,77,99,820,6659
0,0,0,0,0,2,0,0,1,0,0,0,812,57497
0,0,0,0,0,2,0,0,1,2.5,50,0,812,0
0,0,0,0,0,2,0,0,1,2.5,50,29,804,0
0,0,0,0,0,2,0,0,1,0,0,0,797,0
0,0,0,0,0,2,353664,342787,1,4,80,93,801,43327
0,0,0,0,0,2,0,0,1,0,0,0,819,0
0,1,0,0,0,2,0,0,2,4.5,89,87,807,82758
0,0,0,0,0,2,101615,104812,1,3,61,62,813,42160
0,0,0,0,0,2,596749,561904,2,3.1,63,68,819,0
0,0,0,0,0,2,0,0,1,0,0,0,790,0
0,1,0,0,0,2,0,0,2,3.9,77,99,820,6659
0,0,0,0,0,2,0,0,1,0,0,0,817,0
0,0,0,0,0,2,353664,342787,1,4,80,93,794,43327
0,0,0,0,0,2,0,0,2,4.3,85,86,800,65917
0,0,0,0,0,2,0,0,0,1.2,24,28,816,0
0,0,0,0,0,2,17913,17979,2,3.5,69,70,817,79662
0,0,0,0,0,2,0,0,1,0,0,0,790,0
0,0,0,0,0,2,0,0,1,0,0,0,809,3921
0,1,0,0,0,2,127093,128617,2,4.3,87,87,813,23950
1,2,0,0,0,2,0,0,1,0,0,0,792,0
0,0,0,0,0,2,0,0,1,0,0,0,802,0
0,0,0,0,0,2,0,0,1,4.2,84,0,805,0
0,0,0,0,0,2,0,0,1,3.3,66,61,820,17423
0,0,0,0,0,2,0,0,1,0,0,0,803,0
0,0,0,0,0,1,894063,903261,2,3.6,72,85,797,15846
0,0,0,0,0,2,0,0,1,2.5,50,0,818,3734
0,0,0,0,0,2,12033,12283,1,3.4,68,79,799,0
0,0,0,0,0,1,894063,903261,2,3.6,72,85,818,15846
0,0,0,0,0,2,0,0,1,2.5,50,29,819,0
0,0,0,0,0,2,0,0,1,0,0,0,811,0
0,0,0,0,0,2,0,0,1,2.8,56,56,811,44451
0,0,0,0,0,2,0,0,2,4.1,82,90,817,8968
0,0,0,0,0,2,353664,342787,1,4,80,93,820,43327
0,0,0,0,0,2,0,0,1,0,0,0,800,0
0,0,0,0,0,2,0,0,1,0,0,0,802,0
0,0,0,0,0,2,0,0,1,2.5,50,11,814,0
0,0,0,0,0,2,0,0,1,0,0,0,814,0
0,0,0,0,0,2,0,0,1,0,0,0,810,0
0,0,0,0,0,1,894063,903261,2,3.6,72,85,801,15846
0,0,0,0,0,2,0,0,1,2.5,50,0,811,3734
0,0,0,0,0,2,0,0,1,2.5,50,11,809,0
0,0,0,0,0,2,0,0,1,0,0,0,817,0
0,0,0,0,0,2,59051,60734,1,0,0,0,803,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,0,0,0,0,2,596749,561904,2,3.1,63,68,818,0
0,1,0,0,0,2,0,0,2,4,81,76,818,12993
0,0,0,0,0,1,198924,200473,1,2.9,58,76,807,0
0,1,0,0,0,2,0,0,2,4.1,82,86,813,48413
0,0,0,0,0,2,0,0,1,0,0,0,818,3921
0,0,0,0,0,2,0,0,1,0,0,0,793,0
0,0,0,0,0,2,0,0,1,0,0,0,798,0
0,0,0,0,0,2,0,0,1,4.3,87,0,814,0
0,0,0,0,0,1,0,0,1,3,60,54,814,25689
0,0,0,0,0,2,0,0,1,0,0,0,800,0
0,0,0,0,0,1,894063,903261,2,3.6,72,85,804,15846
0,0,0,0,0,2,0,0,1,0,0,0,813,0
0,0,0,0,0,2,0,0,1,0,0,0,815,0
0,0,0,0,0,2,0,0,1,0,0,0,806,3921
0,0,0,0,0,2,353664,342787,1,4,80,93,812,43327
0,1,0,0,0,2,0,0,2,4,81,76,818,12993
0,0,0,0,0,2,353664,342787,1,4,80,93,806,43327
0,0,0,0,0,2,0,0,1,0,0,0,815,67400
0,0,0,0,0,2,0,0,1,2.5,49,51,815,0
0,0,0,0,0,2,569990,975522,2,4.7,94,82,807,2182
0,1,0,0,0,2,0,0,2,4.1,82,86,819,48413
0,0,0,0,0,2,0,0,1,0,0,0,792,0
0,1,0,0,0,2,0,0,1,4.6,92,90,812,51784
0,0,0,0,0,2,569990,975522,2,4.7,94,82,820,2182
0,0,0,0,0,2,0,0,1,0,0,0,805,0
