website_type,safety_r,reputation,trustworthiness,child_safety,readability
2,1,0,0,0,1
2,2,4.7,94,82,0
2,1,2.5,49,51,0
2,1,0,0,0,3
2,2,4.7,94,82,0
2,1,4,80,93,3
2,2,3.9,77,99,2
2,1,3,60,0,0
2,2,4.1,82,90,1
2,2,4.7,94,94,3
3,1,3.9,78,82,0
2,1,4,80,93,0
2,2,4.5,89,87,3
2,2,4.5,89,87,5
2,1,2.5,50,0,2
2,2,4.7,94,82,0
2,2,3.5,69,70,2
2,2,3.6,73,71,4
2,1,0,0,0,1
2,1,0,0,0,3
2,2,4.5,89,87,0
2,2,4.5,89,87,1
1,1,3,60,54,4
2,2,4.7,94,82,0
1,2,3.6,72,85,0
2,2,4.5,89,87,3
2,2,4.5,89,87,2
2,2,3.5,70,74,3
2,2,4.5,89,87,4
2,2,4.7,94,82,0
1,1,3,60,54,6
2,1,0,0,0,4
2,2,4.5,89,87,2
2,2,4.3,87,87,5
2,2,4.5,89,87,3
2,2,4.5,89,87,3
2,2,4.5,89,87,3
2,2,4.5,89,87,0
2,2,4.5,89,87,2
2,2,3.9,77,99,4
2,1,4.6,92,90,3
2,2,4.5,89,87,2
2,2,4.5,89,87,2
2,2,4.5,89,87,5
2,2,4.5,89,87,3
2,1,2.5,50,33,0
2,1,3.1,62,77,0
2,2,4.5,91,88,3
2,1,3.9,77,0,1
2,2,4,81,85,0
2,1,3.4,67,78,0
2,2,4.3,87,87,0
2,1,3.1,63,86,5
8,2,4.6,92,92,1
2,1,2.5,50,46,0
2,1,1.7,34,35,0
2,2,4.3,87,87,2
2,1,3.5,63,85,1
2,1,3.4,67,78,0
2,2,4.5,91,88,2
2,1,0,0,0,0
2,2,4.5,90,91,3
1,2,4.2,83,83,0
2,2,4.2,83,80,0
2,2,4.1,82,90,2
2,1,3,60,87,4
2,1,3,61,82,0
2,2,4,81,84,0
2,1,3.4,68,89,0
2,2,3.8,75,98,3
2,1,3.4,67,78,0
2,1,3,61,65,0
3,1,1.3,26,24,2
2,1,2.6,52,49,4
2,1,2.6,52,49,4
2,1,3,60,65,2
2,2,4.7,93,91,1
2,1,3,61,65,1
2,2,4.3,87,87,0
2,1,2.5,51,41,0
2,1,3.9,77,0,3
2,2,3.6,73,71,2
2,2,3.9,78,79,0
2,1,3.9,77,0,1
1,2,3.6,72,85,2
2,2,4.6,92,91,2
2,1,3.8,76,97,1
2,1,3,60,87,0
2,1,0,0,0,3
2,1,3.4,67,67,3
2,1,3.4,67,76,1
2,2,4.7,93,91,3
2,2,4.5,89,88,2
2,1,2.7,54,49,0
2,1,0,0,0,5
2,1,0,0,0,0
3,2,4.3,86,84,1
2,1,0,0,0,0
2,1,3.1,62,62,2
2,1,2.6,53,59,0
5,1,2.3,45,24,2
2,2,3.2,64,65,0
2,1,3.7,74,87,3
2,2,4.5,89,89,1
2,2,3.5,70,74,1
2,1,3,60,72,2
2,1,2.6,53,59,0
2,1,3,60,65,2
2,2,4.7,93,90,1
2,1,0,0,0,3
2,2,4.6,92,91,3
2,1,3.5,70,82,5
5,1,2.2,44,39,0
2,1,3.6,73,71,2
2,1,3.6,73,71,1
2,1,0,0,0,1
2,2,4,79,87,2
2,2,4.6,92,92,0
2,1,3.4,67,78,0
5,2,4.3,86,88,0
2,2,4.5,90,89,1
2,1,0,0,0,3
2,2,4.5,89,91,0
2,2,3.2,64,65,0
2,1,0,0,0,3
2,2,4,81,80,3
2,2,4.5,90,91,2
2,1,3.4,67,67,0
5,1,2.3,45,24,3
2,2,4.5,90,91,4
2,1,0,0,0,2
1,2,4.6,92,91,1
2,1,3.3,66,84,2
2,2,3.9,78,79,0
2,1,3.1,63,74,0
2,1,2.6,53,59,0
2,1,0,0,0,2
2,2,3.9,78,79,2
2,2,4,81,80,1
2,1,3.4,68,89,0
2,2,3.6,73,71,0
2,1,0,0,0,5
2,2,4,81,84,3
2,1,4,80,86,5
2,2,4.5,89,88,3
8,2,4.6,92,92,0
2,1,3,60,87,1
1,2,4.2,83,83,1
1,2,4.6,92,91,3
2,2,4.3,87,89,3
2,1,0,0,0,0
2,1,3.4,68,89,2
2,2,4.7,93,91,3
3,2,4.2,83,86,0
2,2,4.5,89,91,2
8,2,4.6,92,92,1
2,1,2.7,54,49,1
2,2,4.5,90,89,1
2,2,4.4,88,91,0
2,2,4.5,89,91,0
2,1,0,0,0,2
2,2,3.3,65,70,2
2,1,0,0,0,0
2,2,4.4,88,91,1
2,2,4.5,89,89,3
2,2,4,81,84,1
2,2,3.2,64,65,0
2,1,3.4,67,67,0
2,1,3.6,73,71,0
2,1,2.5,49,34,5
2,1,3,60,87,0
2,2,4.5,89,91,2
1,2,3.6,72,85,0
2,1,3.3,66,69,2
2,1,3.3,66,69,3
2,2,4.7,93,90,3
2,1,3.3,65,82,0
2,1,3,60,68,2
2,2,3.9,78,79,0
2,1,0,0,0,0
2,1,0,0,0,1
2,1,2.5,50,33,2
3,1,1.3,26,24,1
2,1,3.4,67,67,2
2,1,3.5,63,85,1
2,1,2.6,53,59,0
2,1,3.3,66,72,4
2,2,4.6,92,92,0
7,2,4.7,93,89,5
2,1,3.6,72,80,0
2,1,2.1,43,27,2
2,1,2.5,49,34,3
8,2,4.6,92,92,0
2,2,3.9,78,79,0
2,2,3.5,70,74,6
5,1,2.3,45,24,3
2,1,3.1,62,62,3
2,2,4.7,93,91,0
1,2,3.6,72,85,0
5,2,4.3,86,88,2
2,1,3.6,73,71,4
2,1,3.9,77,0,2
2,1,2.6,53,59,1
2,1,0,0,0,2
2,1,3.7,74,87,2
2,1,2.9,58,80,0
2,1,3.9,77,0,0
3,1,1.3,26,24,0
2,1,3,60,65,2
2,2,4.5,91,90,1
2,1,3.9,77,0,4
2,2,4.5,91,90,0
2,1,2.5,51,41,0
2,2,4.7,93,90,4
2,1,3.1,63,86,6
2,2,3.7,74,80,4
2,2,4.5,89,91,0
2,2,4.6,92,92,0
2,1,2.6,52,49,2
2,2,4.1,82,90,3
2,1,3.1,63,86,4
2,1,3.1,63,75,0
2,2,4.2,83,80,0
2,2,4.5,89,92,1
2,2,4,79,87,2
3,1,1.3,26,24,0
8,2,4.6,92,92,0
2,1,4.9,98,97,0
2,1,3.1,63,77,3
2,1,0,0,0,4
2,1,2.7,54,49,2
2,1,3,60,72,4
2,2,4.5,89,92,0
2,1,3,60,0,1
2,1,3.6,73,74,1
2,1,4.7,93,82,2
1,2,3.6,72,85,3
2,1,3.5,70,39,4
3,2,4,79,80,0
2,1,3.3,66,72,0
2,1,3.3,66,61,2
2,1,2.5,50,33,2
2,1,2.6,53,59,0
5,2,4.3,86,88,0
2,1,3.3,66,61,1
2,1,2.7,54,49,4
2,1,3.1,63,86,4
2,2,4.4,88,91,1
2,1,0,0,0,0
3,2,4.3,86,84,0
2,1,3,60,72,0
2,1,2.6,52,49,4
2,1,2.8,56,45,2
2,2,3.1,63,70,1
2,1,3,60,87,0
2,1,3,60,29,0
1,2,4.6,92,91,1
2,1,3.4,67,78,3
3,2,4.2,83,86,0
5,2,4.3,86,88,1
2,2,4.5,91,53,0
2,1,2.6,52,49,5
2,2,4.5,89,92,3
2,2,4.5,89,88,4
5,1,2.2,44,39,0
2,1,2.6,52,57,0
2,1,3.4,67,76,4
2,1,3.6,73,71,0
2,1,2.8,56,73,5
2,1,3,60,87,0
2,1,3.3,66,72,4
2,1,0,0,0,2
2,2,3.9,78,79,2
2,1,3.3,66,72,3
2,2,3.3,65,70,0
2,1,2.8,56,45,4
3,1,1.3,26,24,0
2,2,4.3,87,87,4
2,1,3,60,87,0
2,2,4.2,84,84,3
2,1,3.4,67,78,3
2,2,4.1,82,90,4
2,1,2.6,53,59,2
2,2,4,81,84,3
2,1,3,61,65,5
2,1,2.6,52,57,1
3,2,4,79,80,1
2,1,0,0,0,0
2,2,4.3,87,87,2
2,2,4.2,83,82,3
2,2,4,81,85,4
2,1,0,0,0,2
2,2,4.2,83,82,0
2,1,2.8,56,45,3
2,1,3.1,63,77,4
2,2,3.9,78,79,1
2,2,3.6,73,71,2
3,2,4.2,83,86,2
2,2,4.5,90,91,3
3,1,1.3,26,24,0
2,1,1.7,34,35,1
2,2,4.1,82,86,1
2,1,4,81,77,0
5,1,2.3,45,24,0
2,1,0,0,0,4
2,1,2.6,53,59,1
2,2,4,79,87,3
2,1,2.1,43,27,0
2,2,4.6,92,92,0
2,1,2.6,53,59,1
2,2,3.1,63,70,0
2,2,4.7,93,90,2
2,2,4.3,87,87,0
2,1,3,60,0,0
2,1,3.1,63,86,0
3,2,4.3,86,84,1
1,2,4.6,92,91,1
2,1,2.5,50,33,2
2,1,3.1,63,75,0
2,1,0,0,0,3
2,1,3.1,63,77,2
1,2,3.6,72,85,1
3,2,4,79,80,0
2,2,4,81,85,2
1,2,4.6,92,91,0
2,1,3,60,65,1
2,1,3,60,0,0
2,2,4.5,90,89,0
3,2,4.2,83,86,3
2,1,2.6,53,59,2
2,1,3.1,62,62,0
2,1,2.6,52,57,0
2,1,2.6,52,49,2
2,1,2.1,43,27,3
2,2,3.5,70,74,0
2,1,0,0,0,0
2,1,3,60,87,2
2,2,4,81,84,2
2,2,4.5,91,88,2
2,1,3.6,72,80,1
2,1,3,60,87,0
2,2,3.3,65,70,4
2,1,3.6,73,71,2
2,2,4.4,88,88,1
2,1,3.4,67,76,3
2,1,3.9,77,24,0
2,1,2.5,49,34,3
2,1,3.6,73,71,4
3,2,4,79,80,0
2,1,3,60,65,2
2,2,4.2,83,82,4
2,1,0,0,0,1
2,1,2.5,51,41,2
2,1,3.9,77,0,1
2,2,4.5,91,53,0
2,2,4.5,90,89,2
2,1,3,60,0,0
2,1,2.6,53,59,3
2,2,4.5,89,87,2
6,0,2.8,56,59,3
2,1,3.4,68,89,5
2,2,4.2,83,82,0
2,2,4.6,92,91,3
2,1,0,0,0,1
2,1,2.5,51,41,0
2,1,0,0,0,5
2,1,3,60,0,1
2,1,3,60,0,4
6,0,2.8,56,59,4
2,1,2.5,50,46,0
2,1,3.4,67,67,3
5,2,4.3,86,88,0
2,1,2.5,49,34,4
2,1,4,81,77,1
2,2,4.4,88,88,0
2,2,4,81,84,0
8,2,4.6,92,92,0
2,1,0,0,0,1
2,1,3.9,77,0,3
2,1,2.5,51,41,2
2,2,3.2,64,65,0
2,2,4.3,87,89,5
2,1,0,0,0,2
2,1,2.8,56,45,0
3,2,4,79,80,0
2,2,4.4,88,88,4
2,2,3.3,65,70,2
2,1,3,60,68,5
2,1,3.4,68,89,0
2,1,3.5,70,82,2
2,1,0,0,0,2
2,2,4.7,93,90,0
5,1,2.3,45,24,0
2,1,3.1,63,86,0
2,1,3.5,63,85,0
1,2,4.6,92,91,3
2,2,4.6,92,91,3
2,2,4.5,89,89,1
2,1,2.6,53,59,0
2,1,3,60,0,0
2,1,3.6,73,89,1
2,2,4.5,89,92,0
2,2,3.1,63,70,0
2,1,3,60,72,4
2,2,4.7,93,90,0
2,2,4,79,87,2
2,1,0,0,0,0
2,2,3.8,75,98,5
2,1,3,60,65,1
2,2,4.2,83,80,3
2,1,3.3,66,72,0
2,2,4.5,89,91,0
2,1,4.7,93,82,1
5,2,4.3,86,88,0
2,2,4.7,93,91,1
2,1,0,0,0,3
2,1,0,0,0,0
2,2,3.8,75,98,6
3,1,1.3,26,24,0
2,2,4.5,91,90,1
3,2,4.2,83,86,0
2,1,2.5,51,41,3
2,1,0.3,7,29,3
2,1,3.6,72,80,2
2,1,3.6,72,80,2
2,2,4.2,83,80,3
2,2,3.5,70,74,2
2,1,0.3,7,29,5
2,1,3.6,73,71,2
2,1,2.6,53,59,3
2,1,2.5,51,41,0
2,2,4.4,88,88,0
2,1,2.8,56,56,0
2,2,4.4,88,88,2
2,1,2.6,52,57,3
3,2,4.2,83,86,2
6,0,2.8,56,59,2
2,1,3.6,73,71,2
2,2,4.5,89,92,0
2,1,3.9,77,24,0
2,1,3.4,67,67,0
2,1,3,60,72,0
2,1,2.6,52,49,3
2,1,3.4,68,89,0
2,1,3,60,72,4
2,1,1.7,34,35,4
2,1,3.8,76,97,1
2,2,4,79,87,2
2,1,2.1,42,43,2
6,0,2.8,56,59,1
2,1,0,0,0,1
2,2,3.6,73,71,4
2,1,0,0,0,2
2,2,4,81,80,3
2,1,3,60,87,0
2,2,4.5,89,92,1
2,2,4.5,91,90,0
5,2,4.3,86,88,4
2,1,2.1,43,27,3
2,2,4.7,93,90,1
2,1,3.4,68,89,4
1,2,4.2,83,83,1
2,2,4.5,91,53,3
2,1,0,0,0,0
2,1,2.6,52,57,2
2,1,0,0,0,0
2,1,2.1,42,43,3
2,2,4.5,91,90,4
2,1,3.1,63,77,4
2,2,4,81,84,0
2,1,2.6,53,59,3
5,2,4.3,86,88,3
2,2,4,80,80,0
2,1,2.6,53,59,0
2,1,0,0,0,5
2,1,0,0,0,1
2,1,3.4,67,76,3
2,2,4.1,82,90,1
2,2,3.5,70,74,0
2,2,4.5,89,89,1
2,2,4.1,82,90,0
5,1,2.2,44,39,5
2,2,3.3,65,70,0
2,2,4.6,92,91,1
2,2,4,81,80,2
2,1,2.6,52,57,1
2,1,3.1,63,74,1
1,2,4.2,83,83,3
5,1,2.2,44,39,0
2,1,3.4,67,76,1
2,2,4.3,87,89,6
2,1,0,0,0,3
2,1,1.7,34,35,0
2,2,4.1,82,90,0
2,1,2.3,45,43,1
2,1,3.1,63,77,2
2,1,4,81,77,1
2,1,3.1,63,86,2
2,1,4,81,77,0
2,2,4.6,92,91,0
8,2,4.6,92,92,0
2,1,0,0,0,0
2,1,0,0,0,0
2,2,4.5,89,91,3
2,1,4,81,77,0
2,1,3.9,77,0,2
2,1,3.3,66,69,4
2,1,3.7,74,87,0
2,1,2.6,53,59,2
2,2,4,81,85,1
2,1,3,61,65,2
2,1,3.1,63,75,2
2,1,3.4,67,76,0
2,2,4,79,87,1
3,1,1.3,26,24,4
2,1,2.5,50,46,2
2,1,4.6,92,90,0
2,1,2.6,53,59,2
2,1,0,0,0,0
2,1,2.8,56,73,4
2,1,0,0,0,3
2,1,3.1,63,75,0
2,1,3.1,63,75,0
2,1,3.9,77,0,2
2,1,2.6,52,57,3
2,2,4.5,91,53,0
2,2,4.5,89,91,0
2,1,3.1,62,62,2
2,1,3.6,73,71,0
2,1,2.6,53,59,2
2,1,3.5,70,82,0
6,0,2.8,56,59,1
2,1,3.8,76,97,3
2,1,3.4,68,89,0
2,1,3.5,70,82,1
2,2,4.5,89,88,3
2,1,0,0,0,0
2,2,4.5,91,90,3
2,1,3.4,67,67,3
2,1,0,0,0,1
2,1,2.8,56,45,1
2,1,4.7,93,82,0
2,2,4.5,91,53,3
2,1,3,60,0,2
2,1,2.5,50,46,0
2,1,3,60,0,0
2,2,4,81,84,2
2,1,3.1,63,86,5
2,1,0,0,0,3
2,1,2.8,56,45,0
2,1,2.5,51,41,0
2,1,3,60,0,0
2,1,3,61,73,0
2,2,4.5,91,90,3
2,2,4.5,90,91,0
2,1,3.1,62,62,0
2,1,3,60,0,0
3,1,1.3,26,24,0
2,1,1.7,34,35,4
2,1,4.9,98,97,0
2,2,4.2,83,80,3
2,2,4.1,82,90,1
2,1,3.5,70,39,0
2,1,2.8,56,45,2
2,1,0,0,0,5
2,1,0,0,0,1
2,1,3.5,69,92,4
2,2,3.5,70,74,0
2,1,3.6,72,80,1
2,2,4.5,91,90,0
2,1,0.3,7,29,2
2,1,0,0,0,4
2,1,0,0,0,0
2,1,3.1,63,75,0
2,1,0,0,0,0
2,1,3.9,77,0,2
2,1,3,60,68,2
2,2,4.6,92,91,3
2,1,2.3,45,43,0
2,1,2.5,50,46,0
2,2,4.5,91,90,0
2,1,3.1,63,86,2
2,1,3.1,63,86,4
2,1,3.1,63,77,4
2,1,0,0,0,2
2,1,4.9,98,97,4
2,1,3.3,65,82,3
2,1,3.6,73,71,2
2,1,3.9,77,0,1
2,1,2.5,50,46,0
5,2,4.3,86,88,0
2,1,3.1,63,77,0
2,1,2.7,54,49,0
2,2,4.3,87,89,4
2,2,4.6,92,91,4
3,2,4.2,83,86,1
2,1,3,60,0,0
2,1,0,0,0,3
3,2,4.3,86,84,0
2,1,3.6,73,74,4
2,1,3.4,68,89,0
2,1,3,61,82,1
2,1,2.5,50,46,3
2,2,4.7,93,90,0
2,1,3.3,66,61,3
2,1,2.1,43,27,2
2,1,3.6,73,74,3
2,2,4.5,91,88,3
2,2,3.6,73,71,0
2,1,2.6,52,49,1
2,1,3.9,77,24,0
2,2,4,81,80,2
2,2,4.5,91,90,2
2,1,0,0,0,0
2,1,0,0,0,2
2,1,3.1,63,77,4
2,1,3.1,63,86,4
2,1,3.3,66,72,0
5,1,2.3,45,24,6
2,1,2.6,53,59,3
2,1,0.3,7,29,0
2,1,3.5,69,92,2
2,1,2.3,45,43,0
2,1,3.6,73,89,0
2,2,4.7,93,91,1
5,2,4.3,86,88,1
2,2,3.5,70,74,0
2,1,2.7,54,49,0
2,1,2.7,54,49,0
2,1,3,60,65,2
6,0,2.8,56,59,1
2,2,3.3,65,70,0
2,1,3.5,70,82,0
2,2,4.4,88,88,0
5,2,4.3,86,88,0
2,1,3.1,63,75,0
2,1,3,60,87,0
2,2,4.5,90,91,1
2,2,4.5,89,91,0
2,1,3,60,87,0
2,1,1.7,34,35,2
2,1,2.6,53,59,4
2,2,4,81,85,1
2,2,3.2,64,65,2
2,1,3.1,62,62,1
2,2,4.5,89,92,0
2,2,3.8,75,98,3
2,1,3,60,72,1
2,1,3.1,63,74,0
2,1,2.3,45,43,0
2,2,4.5,91,53,1
2,1,4.7,93,82,3
2,2,4,79,87,4
2,1,2.5,50,33,0
2,2,4.1,82,90,1
2,1,3,60,68,0
2,2,4.7,93,91,2
2,2,3.5,70,74,2
2,2,4.5,90,91,1
2,1,2.5,50,33,0
2,1,2.7,54,49,0
2,1,0,0,0,3
2,1,3,61,61,4
2,1,3,61,61,2
2,1,0,0,0,1
2,1,3.3,66,61,1
2,1,3.1,63,75,0
2,1,3,60,29,1
2,1,3,60,0,0
2,1,3.4,67,67,4
2,1,0,0,0,0
2,1,0.3,7,29,3
2,2,4,81,84,0
2,2,4.5,89,92,4
2,1,0,0,0,4
2,1,2.8,56,45,3
2,2,4.5,91,53,2
2,1,3.1,62,62,0
2,1,2.5,49,34,2
2,1,3,60,65,3
2,2,4.6,92,92,4
2,1,3.5,70,82,1
2,1,3.5,63,85,2
2,1,2.3,45,43,1
5,2,4.3,86,88,3
2,1,0,0,0,3
1,2,4.2,83,83,3
2,1,0,0,0,3
2,2,4.6,92,92,3
2,1,3.9,77,0,3
2,1,2.5,50,15,0
2,2,4.1,82,90,0
2,1,3,60,87,0
2,1,4.7,93,82,2
5,1,2.3,45,24,2
2,1,3,60,65,2
2,1,2.5,50,46,0
5,2,4.3,86,88,4
7,2,4.7,93,89,0
3,2,4,79,80,0
2,1,0,0,0,2
2,1,3.4,67,76,0
2,2,3.1,63,70,0
2,1,3,60,0,2
2,2,4,81,76,3
2,2,4.6,92,92,1
2,1,3.5,63,85,0
2,1,3.4,67,76,2
2,2,4.5,91,53,0
2,2,4.6,92,91,4
2,1,3,60,87,0
2,1,3,60,0,0
2,1,2.1,43,27,3
2,2,4.2,83,82,3
2,2,4.2,83,82,0
2,1,3.6,72,80,0
2,1,3.2,64,98,0
2,1,2.3,45,43,1
5,1,2.3,45,24,3
2,2,4.5,90,89,1
8,2,4.6,92,92,1
2,1,3,60,0,0
2,1,3.5,70,82,4
2,1,3.3,66,61,2
2,1,3.4,68,89,2
2,1,4.3,86,100,0
2,2,3.2,64,65,4
2,1,2.5,50,33,2
2,1,3.1,63,74,1
2,1,3.4,67,78,0
2,1,3.9,77,0,2
2,1,0,0,0,4
2,1,3,60,68,0
2,2,4.1,82,86,2
2,2,4.5,91,90,0
2,2,4.5,89,92,0
3,2,4.2,83,86,1
2,1,2.5,50,33,1
2,1,0,0,0,1
2,1,3.1,63,77,4
2,1,2.3,45,43,4
2,2,4.4,88,91,0
2,1,3.1,63,86,1
5,1,2.3,45,24,3
2,2,3.9,78,79,2
1,2,4.6,92,91,2
2,1,0,0,0,0
2,1,3.6,72,80,1
2,1,0,0,0,0
2,1,3,60,87,1
2,1,2.3,45,43,0
2,1,0.3,7,29,0
2,1,0,0,0,3
2,1,3.1,63,74,2
2,2,4,81,84,1
2,2,4.1,82,90,0
2,2,4.2,83,80,4
2,1,2.5,49,34,1
2,1,3.7,74,87,3
2,2,4.5,90,91,2
2,1,0.3,7,29,3
2,1,3.4,68,89,3
2,2,4.2,83,82,0
2,1,3,60,65,4
2,2,4.7,93,90,0
2,2,3.1,63,70,0
2,1,2.8,56,45,3
2,1,3,60,29,1
2,1,0,0,0,0
2,2,3.3,65,70,1
2,1,3.3,66,84,0
2,2,4,81,84,2
2,1,3,61,65,1
2,2,4.5,90,91,0
2,2,3.6,73,71,1
2,1,3.3,66,72,0
2,1,3.4,68,89,0
2,2,4.2,83,82,0
2,2,4.7,93,90,0
2,1,3,61,65,4
2,1,3.6,73,74,3
2,1,0,0,0,2
2,1,0,0,0,1
3,2,4.3,86,84,0
2,2,4.4,88,88,2
2,1,3.7,74,87,1
2,1,0,0,0,4
2,2,4.5,89,92,2
2,1,0,0,0,0
2,2,4.7,93,91,3
2,1,1.7,34,45,2
2,1,3.1,63,74,0
2,1,4,81,77,0
3,2,4,79,80,0
2,2,4.3,87,87,1
2,1,3,60,72,4
2,1,3,60,0,0
2,1,0,0,0,1
2,1,0.3,7,29,1
2,2,4.7,93,90,2
2,1,3.1,62,62,1
2,1,0,0,0,1
2,1,0,0,0,0
2,2,4.5,89,91,2
3,2,4,79,80,0
2,1,3.9,77,0,3
2,1,3,60,0,3
2,2,4.4,88,88,3
2,1,4,81,77,2
2,2,4.3,87,89,2
2,1,4,81,77,3
3,2,4.3,86,84,4
2,1,0.3,7,29,2
2,1,3.9,77,0,0
2,1,1.7,34,35,0
2,1,3.6,73,74,3
2,1,3.5,63,85,0
2,1,2.1,43,27,0
5,2,4.3,86,88,0
2,1,3,60,65,2
2,1,2.6,52,57,3
2,1,3,60,0,0
2,2,4.2,83,80,0
2,2,3.9,78,79,3
2,1,1.7,34,45,0
2,1,0,0,0,0
2,1,0,0,0,0
2,1,3.6,72,80,1
2,1,3.3,66,72,2
2,1,2.6,53,59,0
2,2,4,81,80,3
2,2,4.7,93,91,4
2,1,3.1,63,75,2
2,1,2.1,42,43,3
2,1,3,60,29,0
2,1,2.3,45,43,0
2,2,3.9,78,79,0
2,1,3.6,72,80,2
2,2,4,81,85,0
2,2,4.6,92,91,6
2,1,3,61,65,0
2,1,4,81,77,2
2,1,3.5,69,92,2
1,2,4.2,83,83,1
2,2,3.3,65,70,0
2,2,3.9,78,79,0
5,2,4.3,86,88,0
2,2,4.5,90,91,4
2,2,4.6,92,91,2
3,2,4,79,80,0
2,2,4.2,83,80,1
2,1,3,60,68,0
2,1,2.7,54,49,4
2,2,4.5,90,89,3
2,1,2.6,53,59,4
5,2,4.3,86,88,4
2,2,4,81,85,0
2,2,4,81,84,2
2,1,0,0,0,2
2,1,0,0,0,5
2,2,3.7,74,80,2
2,1,2.5,49,34,3
2,1,3.9,77,0,3
2,1,3.6,73,71,2
2,1,4,81,77,0
2,1,4,80,86,4
5,1,2.3,45,24,4
2,1,3.4,67,78,2
2,1,0,0,0,0
2,1,3,61,82,0
2,1,3.3,66,72,0
2,2,4,81,80,0
2,2,4.5,91,53,0
2,2,3.7,74,80,3
2,1,4.7,93,82,5
2,1,2.6,52,57,0
2,1,3.4,68,89,4
2,1,3.4,68,89,4
2,2,4.5,91,90,0
2,2,3.1,63,62,4
2,2,4.4,88,91,0
2,2,4.5,89,91,4
2,1,3.7,74,87,1
2,2,3.9,78,79,0
2,1,3,61,65,0
2,2,4.5,89,88,2
2,2,4.3,87,87,0
2,1,3.1,63,86,2
2,1,4.9,98,97,0
2,1,3.1,63,86,4
2,1,3.4,67,78,1
2,1,3,60,87,2
2,1,3,60,0,0
3,2,4.3,86,84,1
2,1,0,0,0,5
6,0,2.8,56,59,0
2,2,4.2,83,80,3
2,2,4.5,89,92,0
2,1,3.5,70,82,4
2,1,4.7,93,82,3
2,1,2.1,43,27,4
2,1,3.4,67,78,3
2,1,2.7,54,49,0
2,1,3,60,72,0
2,1,0,0,0,4
7,2,4.7,93,89,2
2,1,3,60,68,4
2,2,3.9,78,79,0
2,1,3.6,72,80,3
2,2,3.2,64,65,3
2,1,3,61,65,0
2,2,4.2,83,80,1
2,1,3.1,62,62,0
2,2,3.8,75,98,0
2,2,4,79,87,2
2,2,4,80,80,1
2,1,0,0,0,0
2,1,0,0,0,4
2,2,4.4,88,91,0
2,1,2.6,53,59,2
2,2,4.2,83,82,3
2,1,0,0,0,3
2,1,3.4,68,89,2
2,2,4.3,87,89,3
2,2,4.5,90,91,0
2,1,2.7,54,49,3
2,1,3,60,0,0
2,1,2.6,53,59,0
3,2,4,79,80,1
2,1,3.4,68,89,2
6,0,2.8,56,59,0
2,1,3.3,66,69,2
8,2,4.6,92,92,4
2,1,4,80,86,2
2,1,3.7,74,87,1
2,1,2.6,52,57,3
2,1,4.9,98,97,2
1,2,4.6,92,91,3
2,2,4.2,83,82,4
2,1,3.4,68,89,3
2,2,3.3,65,70,1
2,1,2.6,52,57,2
7,2,4.7,93,89,5
3,2,4.2,83,86,6
2,2,4,81,85,1
5,1,2.3,45,24,3
2,2,4.6,92,92,1
2,1,3.5,70,82,0
2,2,4.2,83,82,5
2,1,2.3,45,43,1
2,1,4.7,93,82,1
5,1,2.2,44,39,3
2,1,2.5,51,41,0
2,2,4,81,85,0
2,2,4.2,83,82,2
2,2,3.3,65,70,2
2,1,3.5,70,82,0
2,2,4.2,83,82,1
2,2,4.5,91,53,0
2,1,0,0,0,0
1,1,3,60,54,2
2,2,4.3,87,87,2
2,1,0,0,0,0
2,1,3,60,29,1
2,1,3.9,77,24,0
2,1,3.8,76,97,3
2,1,4.7,93,82,5
7,2,4.7,93,89,2
2,2,4.6,92,92,1
2,2,4,81,80,1
2,1,3.1,62,62,0
2,1,0,0,0,3
3,1,1.3,26,24,1
2,2,4.3,87,87,0
2,2,4,81,84,1
2,1,3,60,87,1
1,2,4.6,92,91,1
2,1,3.4,67,78,2
2,2,3.3,65,62,2
2,1,3.5,70,39,6
8,2,4.6,92,92,0
5,2,4.3,86,88,0
2,1,3,60,0,0
2,1,0,0,0,0
2,2,4.5,91,88,0
2,2,4.3,87,87,1
5,1,2.3,45,24,1
3,2,4.2,83,86,4
2,1,3,60,68,0
2,1,3,60,0,0
2,1,2.5,50,33,1
3,1,1.3,26,24,2
2,1,2.3,45,43,0
2,1,1.7,34,35,0
2,2,4.5,91,88,4
2,1,2.6,53,59,2
1,2,3.6,72,85,0
2,1,2.5,49,34,0
2,1,3.1,63,75,0
2,1,2.6,52,49,4
2,2,4.1,82,90,2
2,2,3.9,78,79,0
3,2,4.2,83,86,0
2,1,3.6,73,71,2
2,1,3.1,62,77,2
2,1,3.6,73,89,3
2,1,2.6,52,57,3
2,1,2.3,45,43,2
7,2,4.7,93,89,5
3,2,4.2,83,86,3
2,1,3.8,76,97,3
2,1,2.1,43,27,0
2,1,3.8,76,97,1
2,1,3,60,87,0
2,1,2.5,50,46,0
2,1,3.6,73,71,4
2,2,4.5,89,89,2
2,1,2.1,42,43,0
2,2,3.6,73,71,4
1,2,4.2,83,83,1
5,2,4.3,86,88,4
2,1,0,0,0,2
2,1,3,60,0,3
2,2,4.6,92,91,1
2,2,4.5,90,89,0
2,1,0,0,0,1
2,1,0,0,0,1
2,1,3,60,72,3
2,1,2.5,49,34,6
2,1,3.6,73,74,2
2,1,3.1,63,75,1
2,1,3,60,72,0
2,2,4.7,93,90,1
2,2,4.4,88,88,0
2,1,4.6,92,90,0
