date,sentiment
819,0.433910344
819,0.275
807,0.506087662
810,0.464365664
812,0.43026418
802,0.28731685
808,0.506417112
820,0.331428571
812,0.466087344
802,0.377777778
806,0.463383838
799,0.473375861
818,0.529332904
813,0.489880952
792,0.368822394
819,0
812,0.433167388
814,0.354571691
808,0.456742424
818,0.575504299
815,0.450882035
793,0.563988095
818,0.445112414
790,0.088888889
818,0.484746873
811,0.336265432
799,0.451022902
806,0.407407407
792,0.36993007
796,0.393878788
818,0.360549041
790,0.501561412
815,0.458724463
804,0.88
812,0.428733766
813,0.6175
811,0.480657933
815,0.422097215
806,0.370454545
816,0.446246693
807,0.467384159
803,0.407857143
818,0.426256614
797,0.445192308
816,0.481746032
802,0.266666667
820,0.378230585
820,0.254133598
809,0.303703704
799,0.44538961
805,0.428571429
817,0.452207341
801,0.356404618
808,0.442911923
806,0.357575758
805,0.611771978
793,0.395959596
803,0.454254956
810,0.247222222
793,0.377651515
812,0.475939519
808,0.336265432
814,0.38757764
811,0.3498266
819,0.300181818
815,0.465565476
814,0.4372114
807,0.474677056
811,0.433974359
812,0.329347826
812,0.433860029
813,0.489328063
809,0.401175015
809,0.407605718
820,0.49251342
818,0.382403581
802,0.291304348
807,0.346428571
803,0.228012821
818,0.451681784
807,0.418268537
806,0.521587302
807,0.474479167
818,0.399284231
819,0.422124324
797,0.392857143
810,0.57247615
808,0.490351952
806,0.519761905
813,0.417548205
820,0.385714286
814,0.521794872
816,0.407142857
793,0.318660287
817,0.423989899
793,0.430833333
818,0.573834325
797,0.422249589
797,0.474537037
809,0.444976551
819,0.50085639
798,0.43003663
808,0.423575036
792,0.372236403
806,0.547807622
812,0.518711126
805,0.496419449
818,0.444010417
797,0.331780303
812,0.336530612
806,0.391666667
808,0.500462963
811,0.534413096
819,0.381920815
820,0.333333333
812,0.39
819,0.522796143
801,0.490227273
801,0.493589744
818,0.419206349
815,0.425373561
807,0.356299603
801,0.522777778
814,0.394533347
818,0
813,0.315052701
812,0.412066478
813,0.505668439
799,0.429333333
811,0.45
806,0.445531082
792,0.413762626
818,0.456313131
811,0.37119883
806,0.425128205
801,0.4625
793,0.463727939
792,0.319047619
818,0.438095238
812,0.324816387
811,0.493333333
811,0.525
818,0.600793651
811,0.766666667
818,0.290734266
818,0.442250406
812,0.357142857
790,0.373364937
812,0.383531406
819,0.458677638
798,0.461018379
817,0.269117647
819,0.475760932
813,0.557474747
803,0.423603094
809,0.347727273
793,0.287009804
817,0.544017094
818,0.595238095
819,0.277497666
798,0.431500847
819,0.58442029
793,0.429608586
809,0.449964986
817,0.442010582
799,0.434906861
805,0.47958153
818,0.600757576
810,0.2375
810,0.407051282
808,0.57547619
818,0.352204586
813,0.487820513
805,0.329423559
818,0.449265873
820,0.216384778
815,0.542665289
805,0.447718482
818,0.374524865
816,0.456328764
805,0.53920068
820,0.485024796
801,0.431413255
804,0.46025641
804,0.370833333
804,0.477431217
804,0.342593583
793,0.400728114
818,0.436503205
819,0.360774029
819,0.639841871
796,0.45698489
814,0.460602659
819,0.393021009
792,0
807,1
809,0.567654321
807,0.514731801
795,0.457296641
802,0.381111111
818,0.475116713
817,0.443745276
820,0.360760073
819,0.356692945
803,0.555151515
805,0.376404127
819,0.468148148
799,0.491027155
807,0.349616858
820,0.493470603
818,0.446428571
818,0.411219397
819,0.482211753
793,0.417748918
805,0.244444444
813,0.464082462
818,0.341666667
799,0.450477763
819,0.450146199
809,0.392373737
819,0.485782036
817,0.62139765
809,0.35043153
815,0.489594474
801,0.448701299
818,0.425
814,0.601587302
819,0.290734266
820,0.397826954
812,0.484571429
805,0.48543914
810,0.501068376
817,0.504750233
820,0.469502283
809,0.463450292
805,0.528070175
812,0.441568915
806,0.395756173
805,0.405666312
815,0.482458104
819,0.482843915
819,0.43002381
798,0.275
804,0.299242424
805,0.552568922
809,0.480847851
817,0.458982684
819,0.424280904
814,0.581906907
800,0.469457658
809,0.529081258
806,0.518374218
800,0.435690236
819,0.348828764
798,0.4535831
816,0.435
817,0.379739871
820,0.389804196
812,0.41025641
814,0.416570142
818,0.385869565
802,0.434007145
819,0.332142857
806,0.364880952
806,0.43984127
807,0.24514652
810,0.519742538
810,0.42021058
815,0.602225379
814,0.493222845
794,0.473933782
811,0.476255088
798,0.496590909
802,0.457069538
793,0.391375322
793,0.357644628
818,0.7775
811,0.406623932
811,0.441407864
811,0.501094691
814,0.496176046
798,0.400082349
802,0.41146414
801,0.424309024
816,0.409998517
801,0.246794872
805,0.785714286
813,0.416571429
812,0.464549157
811,0.258956916
804,0.483319223
800,0.354743321
819,0.498115079
818,0.648539886
815,0.413467963
810,0.391944444
818,0.51466589
810,0.465267471
802,0.422058824
811,0.456923805
814,0.384502559
804,0.300770867
819,0.47790404
815,0.516407867
792,0.334344056
804,0.420628908
790,0.349425146
803,0.530882353
803,0.454509675
806,0.364403292
819,0.346015466
818,0.333823529
796,0.470883362
810,0.431354718
816,0.433499193
804,0.536944444
820,0.303703704
812,0.403768998
812,0.464365664
793,0.252106227
812,0.339305556
794,0.56043771
819,0.386096109
812,0.462655466
818,0.406916017
811,0.46869598
819,0.293402778
801,0.471035191
818,0.601190476
806,0.49
804,0.383986942
811,0.362820513
795,0.459742357
791,0.510472485
809,0.450338753
807,0.531609195
812,0.218181818
818,0.393295434
791,0.327854633
801,0.411777688
812,0.395367965
819,0.395521542
814,0.593964646
816,0.478028135
805,0.512735651
818,0.501481481
814,0.435593513
816,0.370019167
812,0.498371012
811,0.526011905
803,0.546054654
807,0.441419666
805,0.312169312
803,0.266795635
811,0.476775384
813,0.376571429
807,0.43
814,0.518684292
808,0.539772727
814,0.448412698
808,0.514353962
813,0.468056943
798,0.467741623
819,0.537739464
800,0.368917987
813,0.543603896
807,0.464365664
790,0.464641311
820,0.725
819,0.56569697
806,0.432386364
808,0.446898934
811,0.449350649
818,0.490406785
814,0.406845238
811,0.416465677
814,0.336265432
819,0.474577573
806,0.407088172
805,0.430020704
815,0.594886364
819,0.526643773
806,0.192045455
804,0.3875
803,0.417857143
819,0.389880952
814,0.330366162
800,0.401799586
814,0.420918367
794,0.396138807
820,0.486093074
819,0.432215087
802,0.434176871
806,0.491081871
803,0.474444444
817,0.443981481
814,0.37119883
812,0.336265432
818,0.603525641
820,0.325
814,0.681884058
819,0.417768158
814,0.38757764
813,0.344883041
820,0.481802721
817,0.395018263
802,0.508706571
802,0.289005336
816,0.3375
807,0.274671717
818,0.430820094
814,0.423801793
808,0.470114608
797,0.358333333
819,0.502639147
818,0.502588842
819,0.481278861
818,0.5054325
806,0.504603175
818,0.463274774
808,0.6875
816,0.44
802,0.475378788
798,0.365653495
812,0.410483871
794,0.480632411
819,0.522358197
820,0.321428571
814,0.410483871
814,0.480434704
803,0.592253177
806,0.396717945
807,0.314204545
820,0.257352941
810,0.482222222
814,0.452403216
817,0.509048822
819,0.292222222
819,0.508730159
802,0.35
820,0
793,0.417095238
818,0.428813926
819,0.338888889
818,0.464365664
804,0.411155203
791,0.38875
792,0.43951808
806,0.390892857
819,0.451584022
813,0.375816993
812,0.321345463
816,0.479013579
819,0.433587427
815,0.468706475
803,0.452361111
808,0.444047619
814,0.553106061
800,0.282539683
790,0.3163941
817,0.448852564
806,0.379865886
819,0.435788705
820,0.386864899
802,0.585328283
819,0.433512294
811,0.519558135
818,0.545865801
801,0.439765628
808,0.568888889
794,0.455278007
805,0.533880568
792,0.651157407
811,0.382019731
805,0.643813131
818,0.563744589
808,0.45375817
818,0.491840927
802,0.470070448
819,0.556601732
818,0.233333333
818,0.387182788
790,0.410615079
792,0.451111111
815,0.594886364
800,0.447525156
806,0.256862745
813,0.263227513
814,0.495894584
818,0.578021978
812,0.305454545
808,0.621428571
799,0.404797286
793,0.386865426
815,0.486769481
810,0.35663961
819,0.396052632
808,0.463680455
807,0.468103448
813,0.336265432
815,0.478934506
799,0.435854342
808,0.472725041
806,0.457724567
817,0.550088015
805,0.519791667
817,0.4612387
819,0.290734266
814,0.485555556
812,0.318275613
818,0.479504762
819,0.336491841
806,0.487365591
802,0.448939668
793,0.388198636
805,0.391865968
820,0.2875
814,0.276430976
812,0.336111111
814,0.462884425
806,0.441434183
793,0.279429679
802,0.380183389
798,0.306059113
811,0.457674014
807,0.387931034
815,0.463390313
793,0.522931698
806,0.524357016
811,0.532972789
820,0.45620915
813,0.336265432
814,0.414895352
798,0.454545455
819,0.492992424
806,0.444256854
806,0.405591265
811,0.471693122
804,0.426428571
805,0.486139456
820,0.35
818,0.501485636
806,0.525419782
792,0.461864478
816,0.377873603
804,0.369175084
820,0.35
806,0.499842582
809,0.340909091
806,0.592328042
815,0.428333333
819,0.495616319
796,0.460549728
808,0.393904762
818,0.241666667
819,0.631898148
805,0.497474747
810,0.524953102
802,0.480239368
808,0.413876984
804,0.405013839
810,0.382638889
803,0.337256494
819,0.37173913
808,0.502380952
815,0.453181818
810,0.357073844
820,0.500752565
812,0.464365664
793,0.497933333
820,0.470037445
815,0.404
820,0.427921988
819,0.536135474
809,0.394982993
797,0.645767196
815,0.445923413
812,0.369846815
815,0.446333333
814,0.465530303
791,0.420317892
819,0.473321195
794,0.433624157
799,0.403703704
807,0.433333333
806,0.326160307
808,0.733201058
806,0.446898934
818,0.495601351
805,0.376862479
804,0.336525974
813,0.286538462
812,0.287518939
808,0.446898934
806,0.4874064
811,0.35952381
815,0.302282775
818,0
815,0.25
811,0.404052852
819,0.426891835
819,0.417638153
806,0.415800866
820,0.341006843
820,0.419848485
811,0.399243474
801,0.329498229
805,0.479166667
819,0.274114491
817,0.399461495
819,0.331884058
799,0.514517906
806,0.463691544
817,0.378099174
818,0.466471507
815,0.352784864
816,0.540740741
818,0.234375
808,0.304298083
819,0.319791667
814,0.442705005
792,0.527450273
817,0.422588429
807,0.412946948
811,0.521734694
814,0.344444444
819,0.176430976
816,0.49034749
819,0.518114478
820,0.505468021
813,0.464952318
819,0.459849179
819,0.547619048
803,0.409166667
815,0.484974747
817,0.350297619
819,0.485782036
797,0.534311316
816,0.504494444
817,0.45738381
815,1
819,0.331090909
819,0.438699751
810,0.325523088
809,0.372442505
816,0.496007775
814,0.478642811
807,0.466694902
813,0
808,0.360864255
809,0.431299633
801,0.428897243
804,0.5125
816,0
813,0.233928571
815,0.6125
800,0.531393298
805,0.438333333
804,0.46926736
819,0.430176768
819,0.37987013
816,0.581386724
819,0.536666667
819,0.47125
793,0.4600479
818,0.442857143
811,0.459894352
811,0.426737915
810,0.378195489
814,0.490958498
800,0.574541446
818,0.452303977
792,0.527592593
804,0.504964257
820,0.406140351
814,0.194444444
792,0.408766234
818,0.407738095
805,0.396666667
798,0.414844351
818,0.5
814,0.372172619
819,0.466471507
814,0.471021429
806,0.454190693
808,0.544429413
804,0.562755102
816,0.384323324
819,0.333838384
820,0.375162338
818,0.337202381
817,0.625
818,0.469135727
816,0
807,0.704411765
818,0.526645022
806,0.5163069
812,0.230283688
819,0.303095238
816,0.385076253
814,0.4503848
811,0.395238095
820,0.385586527
819,0.25
812,0.354434698
815,0.500966654
812,0.430239446
819,0.400757576
805,0.476875902
820,0.283333333
812,0.435307622
819,0.395837743
813,0.512819186
820,0.42264881
819,0.259090909
819,0.409444444
812,0.667592593
816,0.372222222
817,0.400294613
819,0.468506494
805,0.561818182
818,0.421994949
795,0.478232498
804,0.438259144
809,0.38414971
817,0.499470899
799,0.486803248
802,0.429815899
812,0.089583333
812,0.383780771
819,0.342310406
807,0.397542735
811,0.5
820,0.55
814,0.524864719
811,0.589102564
793,0.6
811,0.431666667
819,0.420182858
813,0.427854035
791,0.502232143
818,0.464809575
819,0.294747475
817,0.28530572
807,0.349460125
817,0.456410256
817,0.451515152
814,0.7
798,0.430430077
805,0
811,0.525703697
811,0.463095238
812,0.479672719
813,0.413516354
815,0.653591954
820,0.335
818,0.557440476
818,0.390714286
813,0.586640212
814,0.500248677
817,0.302619048
809,0.687012987
813,0.5
814,0.391025641
810,0.503734112
819,0.383551806
815,0.359079759
800,0.395738605
805,0.468600469
794,0.596663898
818,0.310869341
816,0.488839286
818,0.519599764
798,0.477200914
809,0.394936849
797,0.560021251
818,0.510545455
805,0.497763971
814,0.187654321
802,0.481548339
804,0.554599021
819,0.505555556
815,0.38990232
819,0.482644855
819,0.564339827
806,0.381565657
799,0.403472222
818,0.440740741
811,0.75
819,0.33125
818,0.313987309
815,0.30375744
812,0.415652056
818,0.539745671
819,0
816,0.508654582
817,0.170833333
813,0.451410983
797,0.470551025
818,0.390196078
806,0.6
817,0.450444084
819,0.371692111
818,0.352415408
819,0.217028986
818,0.405952381
816,0.428108065
815,0.329748377
819,0.43517316
815,0.7
817,0.419150232
819,0.373180553
815,0.391968482
819,0.580116959
818,0.359319728
807,0.489222841
820,0.372298099
820,0.232705628
819,0.416954023
818,0.544444444
817,0.445920515
818,0.432929293
814,0.7
815,0.609213251
802,0.581862745
799,0.516369048
818,0.1375
814,0.487814626
795,0.256771049
798,0.382716049
811,0.507111111
804,0.383029036
814,0.452380952
815,0.418333333
813,0.445149843
815,0.414690739
812,0.402434759
810,0.558282187
819,0.42632934
816,0.433960271
820,0.315277778
815,0.384594214
818,0.517361111
807,0.479911527
817,0.472256216
819,0.312356322
814,0.487654321
818,0.37654586
818,0.519526902
806,0.224358974
820,0.432407407
807,0.467292115
818,0.451808529
812,0.431481481
819,0.501704545
811,0.441918498
817,0.016666667
819,0.46957672
805,0.449265873
818,0.357434443
811,0.536610268
812,0.625
816,0.3
819,0.273188406
818,0.57037037
813,0.41656065
818,0.433333333
813,0.393445539
809,0.393939394
803,0.403126362
814,0.843981481
811,0.51211496
811,0.464583333
812,0.434734848
819,0.387353801
809,0.441181751
818,0.403494433
798,0.449546485
811,0.39369746
819,0.571208791
820,0.541107716
820,0.378698752
819,0.256969697
801,0.374183007
799,0.482440502
812,0.285342515
818,0.327104377
819,0.447570401
816,0.375700928
819,0.443368097
814,0.385714286
808,0.493437291
818,0.7
815,0.474223913
819,0.145887446
813,0.390279418
812,0.48695739
819,0.518850267
815,0.492897727
804,0.348020833
813,0.403672643
807,0.436536797
792,0.248412698
800,0.384139785
812,0.39647619
817,0.380618043
808,0.381901568
816,0.285283389
807,0.428045977
804,0.474716553
820,0
810,0.428468548
818,0.3125
818,0.464689441
813,0.546153846
818,0.42232165
817,0.325988592
808,0.367092621
803,0.366666667
818,0.395506861
805,0.7
812,0.44879941
819,0.476530912
819,0.472664794
819,0.607692308
817,0.346666667
812,0.303479853
816,0.512732663
818,0.534251318
802,0.556150794
818,0.360055096
818,0.434426116
814,0.450838675
806,0.349235209
809,0.6
814,0.430948666
820,0.522820792
814,0.402659444
819,0.471238832
817,0.501118143
818,0.334142174
792,0.111111111
813,0.425033835
814,0.603333333
816,0.343504239
819,0.393215488
811,0.357065243
816,0.445603765
818,0.376470588
819,0.487640668
813,0.466411336
814,0.510714286
819,0.392669173
790,0.467290249
819,0.298194444
813,0.412824675
806,0.471622733
816,0.539814815
807,0.3375
818,0.439583333
808,0.284722222
819,0.413349725
816,0.199067599
814,0.398561508
799,0.464375338
820,0.531623932
820,0.290799397
817,0.401314078
814,0.478308824
814,0.569047619
804,0.388188602
802,0.393102797
818,0.418055556
805,0.472710623
812,0.348063973
801,0.457242063
803,0.4125
814,0.57989825
814,0.4
819,0.500694716
805,0.49017316
807,0.444444444
819,0.525966184
816,0.440212515
812,0.43653824
814,0.483333333
817,0.427193563
813,0.371254579
792,0.391606917
805,0.501325758
810,0.410294118
820,0.4691274
817,0.339338235
816,0.521440719
814,0.484375
820,0.46325
811,0.383333333
818,0.444132395
800,0.367909936
811,0.25
819,0.411024203
818,0.531060606
815,0.464870344
793,0.581818182
807,0.54
810,0.383074777
814,0.582033462
819,0.425623813
819,0.48526522
818,0.485
816,0.418800064
812,0.6
818,0.484935897
819,0.493186391
818,0.526031746
815,0.519213407
811,0.473958333
819,0.266452991
811,0.368813131
813,0.426429208
816,0.43627451
820,0.444879672
808,0.341339869
808,0.521581197
819,0.664935065
819,0.15
819,0.420887446
818,0.28030303
818,0.454904051
815,0.468517827
810,0.492631674
807,0.525019566
798,0.449265873
818,0.404017094
811,0.544444444
811,0.571296296
816,0.424364588
792,0.47
799,0.33008658
817,0.526576239
804,0.40978836
819,0.467032828
814,0.356944444
816,0.419623405
819,0.527777778
818,0.55
816,0.3375
807,0.39212963
819,0.460048237
819,0.385837612
819,0.473863636
819,0.445522186
800,0.453935446
807,0.553030303
819,0.389583333
816,0.478733766
818,0.256372549
819,0.402991342
811,0.469011544
805,0.321148705
809,0.519341564
818,0.414010342
820,0.382915695
813,0.276190476
818,0.270623306
818,0.309090909
818,0.412962963
801,0.602286018
807,0.484848485
820,0.476198297
813,0.442271536
796,0.468394853
813,0.389636591
819,0.585
820,0.39045598
814,0.514588745
812,0.373011364
809,0.59
819,0.399206349
807,0.4143898
796,0.493653719
814,0.531746032
810,0.545714286
793,0.454545455
806,0.334962537
811,0.36130691
815,0.370245559
809,0.473395653
808,0.460125979
799,0.401587302
820,0.49750934
818,0.433333333
813,0.347755291
798,0.396024137
813,0
817,0.499561582
812,0.434037037
819,0.547222222
814,1
814,0.316666667
817,0.401344086
804,0.432113892
817,0.2
817,0.46367158
815,0.357949519
805,0.561496265
814,0.683159722
800,0.467640693
815,0.329743341
818,0.456896552
819,0.35356241
814,0.399259259
818,0.546619353
817,0.541419421
811,0.366267943
794,0.429688419
802,0.238461538
804,0.493192668
815,0.399494949
819,0.45
801,0.50952381
819,0.467948718
818,0.394875283
813,0.402192982
798,0.395289502
819,0.475
819,0.360777417
816,0.513129252
807,0.7
814,0.455393218
811,0.330365419
815,0.431883117
807,0.339626623
817,0.388475347
818,0.489410431
811,0.303819444
817,0.469037698
814,0.411300505
812,0.573401361
810,0.480516908
812,0.561122134
814,0.270454545
799,0.436190476
811,0.482626687
803,0.37755864
817,0.294988594
818,0.450635825
808,0.415539831
804,0.372519841
811,0.503865824
791,0.479391186
817,0.420173882
811,0.458678606
808,0.384162241
814,0.401960065
810,0.333333333
801,0.628571429
819,0.425438596
808,0.338379476
817,0.48125
804,0.322799423
804,0.542771331
819,0.340044563
792,0.431314152
819,1
814,0.411658024
818,0.26012987
810,0.348328647
819,0.434809186
810,0.683333333
795,0.387286325
800,0.425140138
817,0.56478836
804,0.396818182
812,0.443
819,0.246479277
814,0.326923077
817,0.472380952
808,0.389215686
805,0.449265873
812,0.452058201
817,0.392317291
810,0.259195402
800,0.479871795
818,0.502242063
815,0.45411566
818,0.463964904
803,0.430448123
814,0.79375
819,0.41834838
813,0.420138889
811,0.417171717
813,1
819,0.50408743
819,0.471818558
814,0.487325294
808,0.066666667
817,0.366429852
811,0.4869884
813,0.328181818
800,0.392028986
814,0.304136905
811,0.230793651
812,0.435763889
818,0.295175439
813,0.571904762
819,0.525108225
818,0.432457627
818,0.347916667
814,0.338636364
790,0.492331169
815,0.438975609
818,0.324107143
791,0.429120753
804,0.700253968
796,0.5
808,0.486965869
817,0.437058691
819,0.4730287
813,0.380850168
815,0.25625
814,0.432134986
820,0.378666667
816,0.456997677
810,0.175238095
817,0.448771458
799,0.406087882
808,0.474773768
811,0.604322562
818,0.054166667
806,0.423434846
801,0.453809767
814,0.292020105
807,0
793,0.429008405
818,0.566666667
808,0.303664854
819,0.476233766
815,0.492973138
819,0.589678644
812,0.378395062
816,0.594444444
820,0.636363636
819,0.592822967
817,0.21875
811,0.294
812,0.358626984
791,0.481126076
818,0.471231799
806,0.442867965
819,0.493518519
817,0.382490079
812,0.254166667
814,0.47558182
802,0.462939959
818,0.399183606
800,0.391691468
802,0.3125
809,0.458269113
817,0.424606625
807,0.452388795
818,0.409848485
819,0.57358156
818,0.365789474
805,0.65
810,0.26875
819,0.197058824
815,0.397607964
820,0.535
817,0.33362069
808,0.449740174
814,0.166666667
810,0.557692308
814,0.39538664
807,0.394252874
820,0.396155612
819,0.576086957
813,0.366666667
814,0.357142857
799,0.447270377
814,0.490561548
797,0.490673981
806,0.441525452
813,0.443000644
819,0.35
812,0.400757576
811,0.230555556
818,0.097222222
819,0.503277311
791,0.290734266
816,0.509965035
818,0.39419273
819,0.254563492
819,0.395639691
808,0.439446406
813,0.47212987
814,0.6
814,0.389762704
803,0.554910714
812,0.414285714
808,0.216666667
817,0.456410256
818,0.329265377
