replies_count,participants_count,likes,comments,shares,website_type,safety_r,reputation,trustworthiness,child_safety,domain_rank,sentiment
0,0,0,0,0,2,1,0,0,0,0,0.358664021
0,0,0,0,0,2,2,3.1,63,68,0,0.464454853
0,0,0,0,0,2,1,4,80,93,43327,0.45797619
0,0,0,0,0,2,2,4.7,94,82,2182,0.327638889
0,0,0,0,0,1,2,4.5,90,90,5772,0.57213955
0,1,0,0,0,2,2,4.3,87,87,23950,0.306344339
0,0,0,0,0,2,1,4.3,87,0,0,0.416017316
0,1,0,0,0,2,2,4.5,89,87,82758,0.446200261
0,0,0,0,0,2,1,0,0,0,0,0.286875
0,0,0,0,0,2,2,3.1,63,68,0,0.433910344
0,0,0,0,0,2,2,3.1,63,68,0,0.275
0,0,0,0,0,2,2,4.7,94,82,2182,0.506087662
0,0,0,0,0,2,2,4.7,94,82,2182,0.464365664
0,0,0,0,0,2,1,4.3,87,0,0,0.43026418
0,0,0,0,0,2,1,0,0,0,0,0.28731685
0,0,0,0,0,2,2,3.8,75,95,91187,0.506417112
0,0,0,0,0,2,1,3.3,66,61,17423,0.331428571
0,0,0,0,0,2,1,2.5,50,0,0,0.466087344
0,0,0,0,0,2,1,0,0,0,0,0.377777778
0,0,0,0,0,2,2,4.7,94,82,2182,0.463383838
0,0,0,0,0,2,1,3.6,72,80,0,0.473375861
0,0,0,0,0,2,2,3.1,63,68,0,0.529332904
0,0,0,0,0,2,1,0,0,0,0,0.489880952
0,0,0,0,0,2,1,2.5,50,0,3734,0.368822394
0,0,0,0,0,2,1,3.3,66,61,17423,0
0,0,0,0,0,2,1,4,80,93,43327,0.433167388
0,0,0,0,0,2,1,2.5,49,51,0,0.354571691
0,0,0,0,0,2,1,0,0,0,0,0.456742424
0,0,0,0,0,2,2,3.1,63,68,0,0.575504299
0,0,0,0,0,2,2,4.7,94,82,2182,0.450882035
0,0,0,0,0,2,1,4,80,93,43327,0.563988095
0,0,0,0,0,2,1,0,0,0,0,0.445112414
0,0,0,0,0,2,1,2.1,42,58,0,0.088888889
0,0,0,0,0,2,2,3.1,63,68,0,0.484746873
0,0,860,0,860,2,2,4.7,94,82,2182,0.336265432
0,0,0,0,0,2,1,0,0,0,0,0.451022902
0,0,0,0,0,2,2,4.7,94,82,2182,0.407407407
0,0,0,0,0,2,1,0,0,0,3921,0.36993007
0,0,0,0,0,2,1,3.3,65,84,7587,0.393878788
0,0,0,0,0,2,2,3.1,63,68,0,0.360549041
0,0,0,0,0,3,1,3.9,78,82,0,0.501561412
0,0,0,0,0,2,2,4.7,94,82,2182,0.458724463
0,0,0,0,0,2,1,0,0,0,0,0.88
0,0,0,0,0,2,1,0,0,0,0,0.428733766
0,0,0,0,0,2,1,2.8,56,56,44451,0.6175
0,0,0,0,0,2,1,4.3,87,0,0,0.480657933
0,0,0,0,0,2,1,4.3,87,0,0,0.422097215
0,0,0,0,0,3,1,3.9,78,82,0,0.370454545
0,0,0,0,0,2,1,4.3,87,0,0,0.446246693
0,0,0,0,0,2,2,4.7,94,82,2182,0.467384159
0,0,0,0,0,2,1,2.1,42,58,0,0.407857143
0,0,0,0,0,2,2,3.1,63,68,0,0.426256614
0,0,0,0,0,2,1,4,80,93,43327,0.445192308
0,0,0,0,0,2,1,4.3,87,0,0,0.481746032
0,0,0,0,0,2,1,0,0,0,9645,0.266666667
0,0,0,0,0,2,1,3.3,66,61,17423,0.378230585
0,0,0,0,0,2,1,3.3,66,61,17423,0.254133598
0,0,0,0,0,2,1,0,0,0,0,0.303703704
0,1,0,0,0,2,1,0,0,0,0,0.44538961
0,0,0,0,0,2,1,0,0,0,0,0.428571429
0,0,0,0,0,2,1,2.4,48,3,0,0.452207341
0,1,0,0,0,2,2,4.5,89,87,82758,0.356404618
0,0,0,0,0,2,1,0,0,0,0,0.442911923
0,0,0,0,0,2,2,4.7,94,82,2182,0.357575758
0,0,0,0,0,2,1,4,80,93,43327,0.611771978
0,0,0,0,0,2,1,0,0,0,0,0.395959596
0,0,0,0,0,2,1,0,0,0,0,0.454254956
0,0,0,0,0,2,1,3.8,76,97,51246,0.247222222
0,0,0,0,0,2,1,2.8,56,56,44451,0.377651515
0,0,0,0,0,2,1,4.3,87,0,0,0.475939519
0,0,0,0,0,2,2,4.7,94,82,2182,0.336265432
0,0,0,0,0,2,2,4.7,94,82,2182,0.38757764
0,0,0,0,0,3,1,3.9,78,82,0,0.3498266
0,0,0,0,0,2,2,3.1,63,68,0,0.300181818
0,0,0,0,0,2,1,3,60,0,18896,0.465565476
0,0,0,0,0,2,1,3.1,63,77,0,0.4372114
0,0,0,0,0,2,1,4,80,93,43327,0.474677056
0,0,0,0,0,2,1,2.8,56,56,44451,0.433974359
0,1,0,0,0,2,1,0,0,0,0,0.329347826
0,0,0,0,0,2,1,4,80,93,43327,0.433860029
0,0,0,0,0,2,1,2.1,42,58,0,0.489328063
0,0,0,0,0,1,1,3,60,54,25689,0.401175015
0,0,0,0,0,2,1,2.5,50,11,0,0.407605718
0,0,0,0,0,2,2,4.7,94,82,2182,0.49251342
0,0,0,0,0,2,2,3.1,63,68,0,0.382403581
0,0,0,0,0,2,1,2.5,50,0,0,0.291304348
0,0,0,0,0,2,1,4,80,93,43327,0.346428571
0,0,0,0,0,2,1,2.8,56,56,44451,0.228012821
0,0,0,0,0,2,1,3.1,63,77,0,0.451681784
0,0,0,0,0,2,1,4,80,93,43327,0.418268537
0,0,0,0,0,2,1,0,0,0,57497,0.521587302
0,0,0,0,0,2,1,4.3,87,0,0,0.474479167
0,0,0,0,0,2,2,4.3,87,87,23950,0.399284231
0,0,0,0,0,2,1,3.1,63,77,0,0.422124324
0,0,0,0,0,2,1,0,0,0,0,0.392857143
0,0,0,0,0,2,2,3.5,70,74,10414,0.57247615
0,0,0,0,0,2,2,4.3,86,89,70635,0.490351952
0,0,0,0,0,2,1,4,80,93,43327,0.519761905
0,0,0,0,0,2,2,4.7,94,82,2182,0.417548205
0,0,0,0,0,2,1,3.3,66,61,17423,0.385714286
0,0,0,0,0,2,1,0,0,0,0,0.521794872
0,0,0,0,0,2,1,0,0,0,0,0.407142857
0,0,0,0,0,2,1,4,80,93,43327,0.318660287
0,0,0,0,0,2,1,0,0,0,0,0.423989899
0,0,0,0,0,2,1,4,80,93,43327,0.430833333
0,0,0,0,0,2,2,3.1,63,68,0,0.573834325
0,0,0,0,0,2,1,0,0,0,14958,0.422249589
0,0,0,0,0,2,1,4,80,93,43327,0.474537037
0,0,0,0,0,2,1,4.3,87,0,0,0.444976551
0,0,0,0,0,2,2,4.1,82,90,8968,0.50085639
0,0,0,0,0,2,1,2.5,50,38,49688,0.43003663
0,0,0,0,0,2,1,3.1,63,77,0,0.423575036
0,0,0,0,0,2,2,3.5,69,70,79662,0.372236403
0,0,0,0,0,2,1,4,80,93,43327,0.547807622
0,0,0,0,0,2,2,4,81,84,93150,0.518711126
0,0,0,0,0,2,1,2.5,50,29,0,0.496419449
0,0,0,0,0,2,1,2.8,56,56,44451,0.444010417
0,0,0,0,0,2,1,0,0,0,98679,0.331780303
0,0,0,0,0,2,1,0,0,0,0,0.336530612
0,0,0,0,0,2,1,0,0,0,3921,0.391666667
0,0,0,0,0,2,1,3,69,60,0,0.500462963
0,0,0,0,0,2,2,4.3,86,89,70635,0.534413096
0,0,0,0,0,2,2,3.1,63,68,0,0.381920815
0,1,0,0,0,2,2,3.9,77,99,6659,0.333333333
0,0,0,0,0,2,1,4.3,87,0,0,0.39
0,0,0,0,0,2,2,3.1,63,68,0,0.522796143
0,0,0,0,0,2,1,4,80,93,43327,0.490227273
0,0,0,0,0,2,1,3.4,68,79,0,0.493589744
0,0,0,0,0,2,1,0,0,0,3921,0.419206349
0,0,0,0,0,2,1,0,0,0,0,0.425373561
0,1,0,0,0,2,1,4.6,92,90,51784,0.356299603
0,0,0,0,0,2,1,4,80,93,43327,0.522777778
0,1,0,0,0,2,2,4.5,89,87,82758,0.394533347
0,0,0,0,0,2,2,3.1,63,68,0,0
0,0,0,0,0,2,1,4,80,93,43327,0.315052701
0,0,0,0,0,2,2,4.7,94,82,2182,0.412066478
0,0,0,0,0,2,2,4.7,94,94,0,0.505668439
0,0,0,0,0,2,1,0,0,0,0,0.429333333
0,0,0,0,0,2,1,3.2,64,98,0,0.45
0,0,0,0,0,2,2,4,81,84,93150,0.445531082
0,0,0,0,0,3,1,2.5,50,52,88660,0.413762626
0,0,833,0,833,7,2,4.7,93,89,16425,0.456313131
0,0,0,0,0,2,2,4.7,94,82,2182,0.37119883
0,0,0,0,0,2,2,4.7,94,82,2182,0.425128205
0,0,0,0,0,2,1,4.2,84,0,0,0.4625
0,0,0,0,0,2,1,2.4,48,3,0,0.463727939
0,0,0,0,0,2,1,0,0,0,0,0.319047619
0,0,0,0,0,2,1,0,0,0,0,0.438095238
0,0,0,0,0,2,1,0,0,0,0,0.324816387
0,0,0,0,0,2,1,2.5,50,11,0,0.493333333
0,0,0,0,0,2,1,0,0,0,0,0.525
0,0,0,0,0,2,2,3.1,63,68,0,0.600793651
0,0,0,0,0,2,1,4,80,93,43327,0.766666667
0,0,431,0,431,2,2,4.7,94,82,2182,0.290734266
0,0,0,0,0,2,2,3.1,63,68,0,0.442250406
0,0,0,0,0,2,0,1.2,24,28,0,0.357142857
0,0,0,0,0,2,1,0,0,0,0,0.373364937
0,0,0,0,0,2,2,3.9,78,79,34478,0.383531406
0,0,0,0,0,2,2,3.1,63,68,0,0.458677638
0,0,0,0,0,2,1,2.5,50,29,0,0.461018379
0,0,0,0,0,2,1,2.1,42,58,0,0.269117647
0,0,0,0,0,2,2,3.1,63,68,0,0.475760932
0,0,0,0,0,2,1,0,0,0,0,0.557474747
0,0,0,0,0,8,2,4.6,92,92,38347,0.423603094
0,0,0,0,0,8,2,4.6,92,92,38347,0.347727273
0,0,0,0,0,2,1,4,80,93,43327,0.287009804
0,0,0,0,0,2,1,0,0,0,0,0.544017094
0,1,3,0,3,2,2,4,81,76,12993,0.595238095
0,0,0,0,0,2,1,2.1,42,58,0,0.277497666
0,0,0,0,0,2,1,4.3,87,0,0,0.431500847
0,0,800,0,800,7,2,4.7,93,89,16425,0.58442029
0,0,0,0,0,2,1,4,80,93,43327,0.429608586
0,0,0,0,0,4,1,0,0,0,0,0.449964986
0,0,0,0,0,2,1,3.1,63,77,0,0.442010582
0,0,0,0,0,2,1,0,0,0,0,0.434906861
0,0,0,0,0,2,1,0,0,0,0,0.47958153
0,0,0,0,0,2,2,3.1,63,68,0,0.600757576
0,0,0,0,0,8,2,4.6,92,92,38347,0.2375
0,0,0,0,0,1,1,3,60,54,25689,0.407051282
0,0,0,0,0,2,1,4,80,93,43327,0.57547619
0,0,0,0,0,2,2,3.1,63,68,0,0.352204586
0,0,0,0,0,2,1,3.6,72,93,0,0.487820513
0,0,0,0,0,1,1,3,60,54,25689,0.329423559
0,0,0,0,0,2,1,3.1,63,77,0,0.449265873
0,0,0,0,0,8,2,4.6,92,92,18495,0.216384778
0,0,0,0,0,2,2,4.7,94,82,2182,0.542665289
0,0,0,0,0,2,1,0,0,0,0,0.447718482
0,0,0,0,0,2,2,3.5,69,70,79662,0.374524865
0,0,0,0,0,2,1,3.3,65,84,7587,0.456328764
0,0,793,0,793,2,2,4.7,94,82,2182,0.53920068
0,1,0,0,0,2,2,3.9,77,99,6659,0.485024796
0,0,0,0,0,2,2,4.3,85,86,65917,0.431413255
0,0,0,0,0,2,2,4.7,93,90,56487,0.46025641
0,0,0,0,0,2,1,4.2,84,0,0,0.370833333
0,0,0,0,0,7,2,4.7,93,89,16425,0.477431217
0,0,0,0,0,2,1,0,0,0,0,0.342593583
0,0,0,0,0,1,2,3.6,72,85,15846,0.400728114
0,0,0,0,0,2,2,3.1,63,68,0,0.436503205
0,1,0,0,0,2,2,4.5,89,87,82758,0.360774029
0,0,0,0,0,2,2,3.1,63,68,0,0.639841871
0,0,0,0,0,2,1,2.5,50,0,0,0.45698489
0,0,0,0,0,2,1,0,0,0,0,0.460602659
0,0,0,0,0,2,2,3.1,63,68,0,0.393021009
0,0,0,0,0,2,1,3.4,68,79,0,0
0,0,0,0,0,2,1,0,0,0,0,1
0,0,0,0,0,2,1,0,0,0,0,0.567654321
0,0,0,0,0,4,1,0,0,0,0,0.514731801
0,0,0,0,0,5,1,2.3,45,24,25945,0.457296641
0,0,0,0,0,8,2,4.6,92,92,38347,0.381111111
0,0,0,0,0,2,2,3.1,63,68,0,0.475116713
0,0,0,0,0,2,1,3.1,63,77,0,0.443745276
0,0,0,0,0,2,1,3.3,66,61,17423,0.360760073
0,0,0,0,0,2,2,4.3,87,87,23950,0.356692945
0,0,0,0,0,2,1,4.3,86,100,0,0.555151515
0,0,0,0,0,2,1,0,0,0,3921,0.376404127
0,0,0,0,0,2,1,2.5,50,0,0,0.468148148
0,0,0,0,0,2,2,3.5,69,70,79662,0.491027155
0,0,0,0,0,2,1,0,0,0,0,0.349616858
0,0,0,0,0,2,2,4.7,94,94,0,0.493470603
0,0,0,0,0,2,1,0,0,0,0,0.446428571
0,0,0,0,0,2,1,3.1,63,77,0,0.411219397
0,0,0,0,0,2,2,4.2,83,80,18369,0.482211753
0,0,0,0,0,1,2,3.6,72,85,15846,0.417748918
0,0,0,0,0,2,1,0,0,0,0,0.244444444
0,0,0,0,0,2,1,0,0,0,0,0.464082462
0,0,0,0,0,2,2,3.1,63,68,0,0.341666667
0,0,0,0,0,1,2,3.6,72,85,15846,0.450477763
0,0,0,0,0,2,1,2.5,50,46,68691,0.450146199
0,0,0,0,0,2,2,3.5,69,70,79662,0.392373737
0,0,0,0,0,2,1,4.3,87,0,0,0.485782036
0,0,0,0,0,2,1,0,0,0,0,0.62139765
0,1,0,0,0,2,2,4.5,89,87,82758,0.35043153
0,0,0,0,0,2,1,2.5,50,11,0,0.489594474
0,0,0,0,0,2,1,4.3,87,0,0,0.448701299
0,0,0,0,0,2,1,3.3,66,61,17423,0.425
0,0,0,0,0,2,1,0,0,0,0,0.601587302
0,0,2,0,2,2,2,4.7,94,82,2182,0.290734266
0,0,0,0,0,2,1,2.8,56,56,44451,0.397826954
0,0,0,0,0,2,1,4,80,93,43327,0.484571429
0,0,0,0,0,1,2,3.6,72,85,15846,0.48543914
0,0,0,0,0,2,1,4.2,84,0,0,0.501068376
0,0,0,0,0,2,1,4.5,90,97,48175,0.504750233
0,0,0,0,0,2,2,3.5,69,70,79662,0.469502283
0,0,0,0,0,2,1,0,0,0,3921,0.463450292
0,0,0,0,0,2,1,4,80,93,43327,0.528070175
0,0,0,0,0,2,1,2.5,50,11,0,0.441568915
0,0,0,0,0,2,1,4,80,93,43327,0.395756173
0,1,0,0,0,2,2,4.5,89,87,82758,0.405666312
0,0,0,0,0,2,1,3,60,62,0,0.482458104
0,0,0,0,0,2,2,3.1,63,68,0,0.482843915
0,0,0,0,0,2,2,3.1,63,68,0,0.43002381
0,0,0,0,0,2,1,0,0,0,0,0.275
0,0,0,0,0,2,1,0,0,0,0,0.299242424
0,0,0,0,0,2,1,4,80,93,43327,0.552568922
0,0,0,0,0,2,1,0,0,0,0,0.480847851
0,0,0,0,0,2,1,2.8,56,56,44451,0.458982684
0,0,0,0,0,2,1,0,0,0,0,0.424280904
0,1,0,0,0,2,1,4.6,92,90,51784,0.581906907
0,0,0,0,0,2,1,3.2,64,98,0,0.469457658
0,0,0,0,0,2,1,0,0,0,0,0.529081258
0,0,0,0,0,2,1,4,80,93,43327,0.518374218
0,0,0,0,0,2,1,2.5,50,0,0,0.435690236
0,0,0,0,0,2,2,3.1,63,68,0,0.348828764
0,0,0,0,0,1,2,3.6,72,85,15846,0.4535831
0,0,0,0,0,2,2,4.3,86,89,70635,0.435
0,0,0,0,0,2,1,3.1,63,77,0,0.379739871
0,1,0,0,0,2,2,3.9,77,99,6659,0.389804196
0,0,0,0,0,2,1,4.3,87,0,0,0.41025641
0,0,0,0,0,1,2,3.6,72,85,15846,0.416570142
0,0,0,0,0,2,2,3.1,63,68,0,0.385869565
0,0,0,0,0,2,2,3.5,69,70,79662,0.434007145
0,0,0,0,0,2,1,0,0,0,0,0.332142857
0,0,0,0,0,2,1,0,0,0,0,0.364880952
0,0,0,0,0,2,2,4.7,94,82,2182,0.43984127
0,0,0,0,0,2,0,1.2,24,28,0,0.24514652
0,0,0,0,0,2,1,2.5,50,28,0,0.519742538
0,0,0,0,0,2,2,3.5,69,70,79662,0.42021058
0,0,0,0,0,2,1,2.5,50,11,0,0.602225379
0,0,0,0,0,2,2,4.7,94,94,0,0.493222845
0,0,0,0,0,1,2,3.6,72,85,15846,0.473933782
0,0,0,0,0,2,2,3.5,69,70,79662,0.476255088
0,0,0,0,0,1,2,3.6,72,85,15846,0.496590909
0,0,0,0,0,2,2,3.5,69,70,79662,0.457069538
0,0,0,0,0,2,2,3.5,69,70,79662,0.391375322
0,0,0,0,0,1,1,3,60,54,25689,0.357644628
0,0,0,0,0,2,2,4,81,85,14170,0.7775
0,0,0,0,0,2,2,4.7,94,82,2182,0.406623932
0,0,0,0,0,2,2,4.7,94,94,0,0.441407864
0,0,0,0,0,2,2,4.3,86,89,70635,0.501094691
0,0,0,0,0,2,2,4.7,94,82,2182,0.496176046
0,0,0,0,0,2,1,3.1,63,77,0,0.400082349
0,0,0,0,0,2,2,3.5,69,70,79662,0.41146414
0,0,0,0,0,2,2,3.5,69,70,79662,0.424309024
0,0,0,0,0,2,1,2.9,57,71,0,0.409998517
0,0,0,0,0,2,1,0,0,0,0,0.246794872
0,0,0,0,0,1,1,3,60,54,25689,0.785714286
0,0,597,0,597,2,2,4.7,94,82,2182,0.416571429
0,0,0,0,0,2,2,4.7,94,82,2182,0.464549157
0,1,0,0,0,2,1,4.6,92,90,51784,0.258956916
0,0,0,0,0,2,2,3.5,69,70,79662,0.483319223
0,0,0,0,0,2,1,0,0,0,0,0.354743321
0,0,0,0,0,2,1,2.4,48,3,0,0.498115079
0,0,0,0,0,2,2,3.1,63,68,0,0.648539886
0,0,0,0,0,2,1,2.6,52,57,60463,0.413467963
0,0,0,0,0,2,1,0,0,0,0,0.391944444
0,0,0,0,0,2,2,3.1,63,68,0,0.51466589
0,0,0,0,0,2,2,4.7,94,94,0,0.465267471
0,0,0,0,0,3,1,3.9,78,82,0,0.422058824
0,0,0,0,0,2,2,3.5,69,70,79662,0.456923805
0,0,0,0,0,3,1,3.9,78,82,0,0.384502559
0,0,0,0,0,3,1,3.9,78,82,0,0.300770867
0,1,0,0,0,2,2,4,81,76,12993,0.47790404
0,0,0,0,0,2,1,4,80,93,43327,0.516407867
0,0,0,0,0,2,1,0,0,0,0,0.334344056
0,0,0,0,0,1,2,3.6,72,85,15846,0.420628908
0,0,0,0,0,3,1,3.9,78,82,0,0.349425146
0,0,0,0,0,2,1,0,0,0,17366,0.530882353
0,0,0,0,0,1,2,3.6,72,85,15846,0.454509675
0,0,0,0,0,8,2,4.6,92,92,38347,0.364403292
0,0,0,0,0,2,2,3.3,65,70,40480,0.346015466
0,0,0,0,0,2,2,4,81,85,14170,0.333823529
0,0,0,0,0,2,2,3.5,69,70,79662,0.470883362
0,0,0,0,0,3,1,2.5,50,52,88660,0.431354718
0,0,0,0,0,2,2,4.7,94,94,0,0.433499193
0,0,0,0,0,2,1,2.1,42,58,0,0.536944444
0,0,0,0,0,2,1,3.3,66,61,17423,0.303703704
0,1,0,0,0,2,2,4.5,89,87,82758,0.403768998
0,0,0,0,0,2,2,4.7,94,82,2182,0.464365664
0,1,0,0,0,2,1,0,0,0,0,0.252106227
0,0,0,0,0,2,2,4.7,94,82,2182,0.339305556
0,0,0,0,0,2,1,4,80,93,43327,0.56043771
0,0,0,0,0,2,2,3.1,63,68,0,0.386096109
0,0,943,0,943,2,2,4.7,94,82,2182,0.462655466
0,0,0,0,0,2,1,2.5,50,11,0,0.406916017
0,1,0,0,0,2,2,4.5,89,87,82758,0.46869598
0,0,0,0,0,2,2,3.1,63,68,0,0.293402778
0,1,0,0,0,2,2,4.5,89,87,82758,0.471035191
0,0,0,0,0,2,2,3.1,63,68,0,0.601190476
0,0,0,0,0,2,1,4,80,93,43327,0.49
0,0,0,0,0,2,2,3.5,69,70,79662,0.383986942
0,0,0,0,0,2,1,0,0,0,0,0.362820513
0,0,0,0,0,2,2,3.5,69,70,79662,0.459742357
0,0,0,0,0,2,1,0,0,0,0,0.510472485
0,0,0,0,0,2,1,0,0,0,0,0.450338753
0,0,0,0,0,1,2,3.6,72,85,15846,0.531609195
0,0,0,0,0,2,1,0,0,0,0,0.218181818
0,0,0,0,0,2,1,2.5,50,33,0,0.393295434
0,0,0,0,0,2,2,3.5,69,70,79662,0.327854633
0,0,0,0,0,2,2,3.5,69,70,79662,0.411777688
0,0,0,0,0,2,2,4.7,94,82,2182,0.395367965
0,0,0,0,0,2,2,3.1,63,68,0,0.395521542
0,0,0,0,0,2,1,4.3,87,0,0,0.593964646
0,0,0,0,0,2,2,4.7,94,94,0,0.478028135
0,0,856,0,856,2,2,4.7,94,82,2182,0.512735651
0,0,0,0,0,2,2,3.1,63,68,0,0.501481481
0,0,0,0,0,2,1,3.1,63,77,0,0.435593513
0,0,0,0,0,2,2,3.5,69,70,79662,0.370019167
0,0,0,0,0,2,1,2.8,56,56,44451,0.498371012
0,0,0,0,0,2,1,0,0,0,0,0.526011905
0,0,0,0,0,2,1,4.3,87,0,0,0.546054654
0,0,0,0,0,2,2,4.7,94,82,2182,0.441419666
0,0,0,0,0,1,2,3.6,72,85,15846,0.312169312
0,0,0,0,0,8,2,4.6,92,92,38347,0.266795635
0,0,0,0,0,3,1,3.9,78,82,0,0.476775384
0,0,0,0,0,2,2,4.7,94,82,2182,0.376571429
0,0,0,0,0,2,2,4.7,94,82,2182,0.43
0,0,0,0,0,2,1,0,0,0,0,0.518684292
0,0,0,0,0,2,1,0,0,0,0,0.539772727
0,0,676,0,676,2,2,4.7,94,82,2182,0.448412698
0,0,0,0,0,1,2,4.5,90,90,5772,0.514353962
0,0,278,0,278,2,2,4.7,94,82,2182,0.468056943
0,0,0,0,0,2,1,4.3,87,0,0,0.467741623
0,0,0,0,0,2,2,3.1,63,68,0,0.537739464
0,0,0,0,0,2,2,3.5,69,70,79662,0.368917987
0,0,0,0,0,2,1,0,0,0,17592,0.543603896
0,0,0,0,0,2,2,4.7,94,82,2182,0.464365664
0,0,0,0,0,2,1,0,0,0,0,0.464641311
0,1,0,0,0,2,2,3.9,77,99,6659,0.725
0,0,0,0,0,2,2,4.7,94,82,2182,0.56569697
0,0,0,0,0,2,2,4.7,94,82,2182,0.432386364
0,0,0,0,0,2,2,4.7,94,82,2182,0.446898934
0,0,623,0,623,2,2,4.7,94,82,2182,0.449350649
0,0,0,0,0,2,2,3.1,63,68,0,0.490406785
0,0,0,0,0,2,2,4.7,94,82,2182,0.406845238
0,0,14,0,14,2,2,4.7,94,82,2182,0.416465677
0,0,29,0,29,2,2,4.7,94,82,2182,0.336265432
0,0,0,0,0,2,2,3.1,63,68,0,0.474577573
0,0,0,0,0,2,2,4.7,94,82,2182,0.407088172
0,0,0,0,0,2,2,4.7,94,82,2182,0.430020704
0,0,132,0,132,2,2,4.7,94,82,2182,0.594886364
0,0,0,0,0,2,2,4.3,87,87,538,0.526643773
0,0,0,0,0,2,2,4.7,94,82,2182,0.192045455
0,0,0,0,0,3,1,3.9,78,82,0,0.3875
0,0,0,0,0,2,1,0,0,0,0,0.417857143
0,0,0,0,0,2,2,3.1,63,68,0,0.389880952
0,0,821,0,821,2,2,4.7,94,82,2182,0.330366162
0,0,0,0,0,2,1,4.6,92,90,51784,0.401799586
0,0,0,0,0,2,1,0,0,0,0,0.420918367
0,0,0,0,0,2,1,4,80,93,43327,0.396138807
0,0,0,0,0,2,2,4.7,94,82,2182,0.486093074
0,0,0,0,0,2,2,4.7,94,94,0,0.432215087
0,1,0,0,0,2,2,4.5,89,87,82758,0.434176871
0,0,0,0,0,2,1,4,80,93,43327,0.491081871
0,0,0,0,0,2,1,0,0,0,67959,0.474444444
0,0,0,0,0,2,2,4.7,94,82,2182,0.443981481
0,0,0,0,0,2,2,4.7,94,82,2182,0.37119883
0,0,30,0,30,2,2,4.7,94,82,2182,0.336265432
0,0,0,0,0,2,2,3.1,63,68,0,0.603525641
0,0,0,0,0,8,2,4.6,92,92,18495,0.325
0,0,0,0,0,2,1,0,0,0,0,0.681884058
0,0,0,0,0,2,2,3.1,63,68,0,0.417768158
0,0,0,0,0,2,2,4.7,94,82,2182,0.38757764
0,0,8,0,8,2,2,4.7,94,82,2182,0.344883041
0,0,0,0,0,2,2,4.7,94,94,0,0.481802721
0,0,0,0,0,2,2,4.1,82,90,8968,0.395018263
0,1,0,0,0,2,2,4.5,89,87,82758,0.508706571
0,0,0,0,0,2,1,0,0,0,0,0.289005336
0,0,0,0,0,2,1,2.5,50,0,0,0.3375
0,0,0,0,0,2,1,4,80,93,43327,0.274671717
0,0,0,0,0,2,2,4.7,94,82,2182,0.430820094
0,0,0,0,0,2,2,4.7,94,82,2182,0.423801793
0,0,0,0,0,4,1,0,0,0,0,0.470114608
0,0,0,0,0,2,1,0,0,0,3921,0.358333333
0,0,0,0,0,2,2,3.1,63,68,0,0.502639147
0,0,0,0,0,2,2,3.1,63,68,0,0.502588842
0,0,0,0,0,1,2,3.6,72,85,15846,0.481278861
0,0,0,0,0,2,2,3.1,63,68,0,0.5054325
0,0,0,0,0,2,2,4.7,94,82,2182,0.504603175
0,1,856,0,856,2,2,4,81,76,12993,0.463274774
0,0,0,0,0,2,1,0,0,0,0,0.6875
0,0,0,0,0,2,1,3,60,0,18896,0.44
0,0,0,0,0,2,2,4.5,91,53,33221,0.475378788
0,0,0,0,0,2,1,3.3,65,84,7587,0.365653495
0,0,61,0,61,2,2,4.7,94,82,2182,0.410483871
0,0,0,0,0,2,1,4,80,93,43327,0.480632411
0,0,0,0,0,2,2,4.7,94,82,2182,0.522358197
0,0,0,0,0,2,2,4,81,85,14170,0.321428571
0,0,9,0,9,2,2,4.7,94,82,2182,0.410483871
0,0,0,0,0,2,1,4,80,93,43327,0.480434704
0,0,0,0,0,2,1,4.3,87,0,0,0.592253177
0,1,0,0,0,2,2,4.5,89,87,82758,0.396717945
0,0,0,0,0,2,1,0,0,0,0,0.314204545
0,0,0,0,0,2,1,3.3,66,61,17423,0.257352941
0,0,0,0,0,2,1,0,0,0,0,0.482222222
0,0,0,0,0,3,1,2.5,50,52,88660,0.452403216
0,0,0,0,0,2,1,0,0,0,0,0.509048822
0,0,0,0,0,2,1,0,0,0,0,0.292222222
0,0,0,0,0,2,2,3.1,63,68,0,0.508730159
0,0,0,0,0,2,1,0,0,0,0,0.35
0,1,0,0,0,2,2,3.9,77,99,6659,0
0,0,0,0,0,2,1,0,0,0,3921,0.417095238
0,0,0,0,0,2,2,4.1,82,90,8968,0.428813926
0,0,0,0,0,8,2,4.6,92,92,18495,0.338888889
0,0,0,0,0,2,2,4.7,94,82,2182,0.464365664
0,0,517,0,517,7,2,4.7,93,89,16425,0.411155203
0,0,0,0,0,2,1,2.4,48,3,0,0.38875
0,0,0,0,0,4,1,0,0,0,0,0.43951808
0,0,0,0,0,2,1,2.9,58,80,0,0.390892857
0,0,0,0,0,2,1,0,0,0,0,0.451584022
0,0,0,0,0,2,1,0,0,0,0,0.375816993
0,1,0,0,0,2,2,4.5,89,87,82758,0.321345463
0,0,942,0,942,2,2,4.7,94,82,2182,0.479013579
0,0,0,0,0,2,2,3.5,70,74,10414,0.433587427
0,0,0,0,0,2,2,4.7,94,94,0,0.468706475
0,0,0,0,0,2,1,0,0,0,3921,0.452361111
0,0,0,0,0,2,1,2.8,56,56,44451,0.444047619
0,0,0,0,0,2,1,4,80,93,43327,0.553106061
0,0,0,0,0,2,1,0,0,0,0,0.282539683
