replies_count,participants_count,likes,comments,shares,website_type,safety_r,reputation,trustworthiness,child_safety,domain_rank,sentiment
0,0,0,0,0,2,1,0,0,0,0,0.334090909
0,0,0,0,0,2,1,0,0,0,0,0.253333333
0,1,0,0,0,2,2,4.5,89,87,82758,0.434141988
0,1,0,0,0,3,2,4.3,86,84,41475,0.15
0,0,0,0,0,2,2,3.1,63,68,0,0.46865873
0,0,0,0,0,2,2,4,81,84,93150,0.434835984
0,0,0,0,0,2,2,4.7,94,82,2182,0.306149733
0,0,0,0,0,2,1,4.3,87,0,0,0.40625
0,0,0,0,0,5,2,4.3,86,88,34811,0.443154762
0,0,0,0,0,2,2,3.5,69,70,79662,0.40771722
0,1,0,0,0,2,2,4.5,89,87,82758,0.419880229
0,0,0,0,0,8,2,4.6,92,92,38347,0.39767316
0,0,0,0,0,2,1,0,0,0,0,0.335416667
0,0,0,0,0,2,2,3.5,69,70,79662,0.401108289
0,1,0,0,0,2,1,0,0,0,0,0.34950325
0,1,0,0,0,2,2,3.9,77,99,6659,0.506450865
0,1,0,0,0,2,2,4.5,89,87,82758,0.38029415
0,0,0,0,0,2,1,0,0,0,0,0.489393939
0,1,0,0,0,2,1,4.6,92,90,51784,0.348162941
0,0,0,0,0,2,2,3.1,63,68,0,0.875
0,1,0,0,0,2,1,0,0,0,0,0.383333333
0,0,0,0,0,2,0,1.2,24,28,0,0.442291667
0,1,0,0,0,2,1,0,0,0,0,0.397901876
0,0,0,0,0,2,1,0,0,0,0,0.489563185
0,0,0,0,0,2,1,3.3,65,84,7587,0.35719697
0,0,0,0,0,2,1,0,0,0,0,0.25537037
0,0,0,0,0,2,1,0,0,0,0,0.458983641
0,0,0,0,0,2,1,2.5,50,0,0,0.330767652
0,1,0,0,0,2,1,0,0,0,0,0.306926407
0,0,0,0,0,2,1,4.3,87,0,0,0.680769231
0,0,0,0,0,2,1,2.5,50,0,0,0.433524904
0,1,0,0,0,2,1,4.6,92,90,51784,0.587323481
0,0,0,0,0,2,1,0,0,0,0,0.420509762
0,1,0,0,0,2,2,3.9,77,99,6659,0.200487872
0,1,0,0,0,2,2,3.9,77,99,6659,0.394088738
0,0,0,0,0,2,1,0,0,0,0,0.554842543
0,1,0,0,0,2,2,4.5,89,87,82758,0.459929078
0,0,0,0,0,2,1,2.9,57,71,0,0.457800284
0,0,0,0,0,2,2,3.1,63,68,0,0.384271099
0,1,0,0,0,2,2,4.5,89,87,82758,0.424500719
0,1,0,0,0,2,1,0,0,0,0,0.384683341
0,0,0,0,0,2,1,0,0,0,0,0.517029221
0,1,0,0,0,2,2,4.3,87,87,23950,0.372990916
0,0,0,0,0,2,1,0,0,0,0,0.47892785
0,0,0,0,0,2,2,3.1,63,68,0,0.531691919
0,0,0,0,0,2,1,0,0,0,0,0.477678571
0,1,258,0,258,2,2,4,81,76,12993,0.462891156
0,0,0,0,0,2,1,0,0,0,0,0.345292208
0,0,0,0,0,8,2,4.6,92,92,38347,0.546333333
0,1,0,0,0,2,2,4.3,87,87,23950,0.536202686
0,0,0,0,0,2,1,0,0,0,0,0.474131944
0,0,0,0,0,2,1,2.5,50,29,0,0.540344278
0,0,0,0,0,2,2,4,81,85,14170,0.62375
0,0,0,0,0,1,2,3.6,72,85,15846,0.432389832
0,0,0,0,0,2,1,0,0,0,486,0.545454545
0,1,0,0,0,2,2,4.5,89,87,82758,0.370132655
0,0,0,0,0,2,1,0,0,0,0,0.4625
0,0,0,0,0,2,1,4.3,87,0,0,0.65
0,1,0,0,0,2,1,0,0,0,0,0.457804648
0,1,0,0,0,2,2,4,81,76,12993,0.316287879
17,15,10,0,10,2,2,3.9,77,99,6659,0.561429156
0,0,0,0,0,2,1,0,0,0,0,0.602839782
0,0,0,0,0,2,2,4.7,94,82,2182,0.464365664
0,1,0,0,0,2,1,0,0,0,0,0.383333333
0,1,0,0,0,2,1,0,0,0,0,0.300505051
0,0,0,0,0,2,2,4.7,94,94,0,0.417624855
0,0,0,0,0,2,1,4,80,93,43327,0.550297619
0,0,0,0,0,2,1,0,0,0,14958,0.467857143
0,0,564,0,564,2,2,4.7,94,82,2182,0.475829726
0,0,0,0,0,2,1,4,80,93,43327,0.441666667
0,0,0,0,0,2,1,0,0,0,0,0.358658009
0,0,0,0,0,2,1,4,80,93,43327,0.432666667
0,0,0,0,0,3,1,2.5,50,52,88660,0.576654909
0,0,0,0,0,2,1,2.5,50,0,25842,0.73974359
0,1,0,0,0,2,1,0,0,0,0,0.373768351
0,0,0,0,0,2,1,3,60,0,18896,0.472354114
0,0,0,0,0,2,2,3.1,63,68,0,0.471551724
0,0,0,0,0,8,2,4.6,92,92,38347,0.403030303
0,0,0,0,0,2,1,0,0,0,0,0.29925362
0,0,0,0,0,2,1,0,0,0,0,0.383426704
0,0,0,0,0,2,2,3.1,63,68,0,0.542582418
0,1,0,0,0,2,1,0,0,0,0,0.406990232
0,1,0,0,0,2,2,4,81,76,12993,0.451412816
0,0,0,0,0,2,1,0,0,0,0,0.434891775
0,0,0,0,0,2,1,2.8,56,56,44451,0.6175
0,0,0,0,0,4,1,2.4,48,28,65078,0.476903139
0,0,0,0,0,2,1,0,0,0,0,0.363888889
0,0,0,0,0,2,2,4.3,86,89,70635,0.547737374
0,0,0,0,0,2,1,4.3,87,0,0,0.37967773
0,1,0,0,0,2,2,3.9,77,99,6659,0.5
0,1,0,0,0,2,2,4,81,76,12993,0.359030486
0,1,0,0,0,2,1,0,0,0,0,0.481293385
0,0,21,0,21,2,2,4.5,90,89,2435,0.376055499
0,0,0,0,0,2,1,0,0,0,3921,0.493988095
0,0,0,0,0,2,1,2.1,42,58,0,0.328571429
0,0,0,0,0,2,1,3,61,68,0,0.509667648
0,0,0,0,0,2,2,3.1,63,68,0,0.52359561
0,1,0,0,0,2,1,4.6,92,90,51784,0.3254995
0,1,0,0,0,2,2,4.1,82,86,48413,0.279315476
0,0,0,0,0,2,1,2.5,50,0,0,0.494444444
0,0,0,0,0,2,1,0,0,0,0,0.344166667
0,0,0,0,0,2,2,4.7,94,94,0,0.437875481
0,0,0,0,0,2,1,0,0,0,0,0.528535354
0,0,0,0,0,2,1,4,80,93,43327,0.571649184
0,0,0,0,0,2,1,2.5,49,51,0,0.488869048
0,0,0,0,0,2,2,3.1,63,68,0,0.378548086
0,0,0,0,0,2,1,0,0,0,0,0.299859307
0,0,0,0,0,7,2,4.7,93,89,16425,0.533225108
0,0,0,0,0,2,1,4,80,93,43327,0.406719368
0,1,0,0,0,2,2,4.5,89,87,82758,0.469595324
0,0,0,0,0,2,2,4.3,86,89,70635,0.363455988
0,0,0,0,0,3,1,2.5,50,52,88660,0.379244453
0,1,0,0,0,2,2,4.5,89,87,82758,0.357199797
0,0,0,0,0,2,1,0,0,0,0,0.348412698
0,0,0,0,0,2,1,4.3,87,0,0,0.48552963
0,0,0,0,0,2,2,3.1,63,68,0,0.415747126
0,0,0,0,0,2,1,2.5,50,0,25842,0.347619048
0,0,0,0,0,2,1,3.3,65,84,7587,0.468324757
0,0,0,0,0,2,2,3.1,63,68,0,0.598848605
0,1,0,0,0,2,1,0,0,0,0,0.377749466
0,0,0,0,0,2,1,2.8,56,56,44451,0.301670844
0,0,0,0,0,2,1,4.3,87,0,0,0.401591045
0,0,0,0,0,2,1,0,0,0,0,0.507184343
0,0,0,0,0,2,1,0,0,0,0,0.386404184
0,0,0,0,0,2,1,4.3,87,0,0,0.311848073
0,0,0,0,0,2,2,3.1,63,68,0,0.473911529
0,0,0,0,0,2,1,1.6,33,31,0,0.690202621
0,0,0,0,0,2,1,4.3,87,0,0,0.464854769
0,1,0,0,0,2,2,4.5,89,87,82758,0.443410918
0,0,0,0,0,2,2,3.1,63,68,0,0.35105364
0,0,0,0,0,2,2,3.1,63,68,0,0.571041667
0,0,0,0,0,2,2,3.1,63,68,0,0.49054061
0,0,0,0,0,3,1,3.9,78,82,0,0.239049587
0,0,0,0,0,2,2,3.1,63,68,0,0.399163449
0,0,0,0,0,2,1,0,0,0,0,0.661458333
0,0,0,0,0,2,1,2.1,42,58,0,0.364766082
0,0,0,0,0,2,1,0,0,0,3921,0.387799623
0,0,0,0,0,2,2,4.7,93,92,14716,0.406616162
0,1,0,0,0,2,1,4.6,92,90,51784,0.533443223
0,0,0,0,0,2,1,0,0,0,0,0.309548611
0,0,0,0,0,2,2,4.7,94,82,2182,0.501449275
0,0,0,0,0,2,1,0,0,0,0,0.468618101
0,0,0,0,0,2,2,3.5,69,70,79662,0.330964282
0,0,0,0,0,2,2,4.7,94,82,2182,0.32760989
0,1,0,0,0,3,2,4.3,86,84,41475,0.5
0,1,0,0,0,2,2,4,81,76,12993,0.197619048
0,0,0,0,0,2,2,3.5,69,70,79662,0.468120227
0,0,0,0,0,2,1,3.4,68,79,0,0
0,0,0,0,0,2,1,3.4,68,79,0,0.457612808
0,1,0,0,0,2,1,0,0,0,0,0.187621151
0,0,0,0,0,2,1,0,0,0,0,0.377913753
0,0,0,0,0,2,2,4.5,91,53,33221,0.487400794
0,0,0,0,0,2,2,4.7,94,94,0,0.451992225
0,0,0,0,0,2,1,0,0,0,0,0.348484848
0,0,0,0,0,2,1,3.4,68,79,0,0.451455026
0,0,0,0,0,2,2,3.1,63,68,0,0.439243943
0,0,0,0,0,2,1,4.3,87,0,0,0.447359963
0,0,0,0,0,2,1,4.3,87,0,0,0.48261034
0,1,0,0,0,2,2,4.5,89,87,82758,0.419406751
0,0,0,0,0,2,2,3.1,63,68,0,0.497058488
0,0,0,0,0,2,1,0,0,0,0,0.515559764
0,0,0,0,0,2,2,3.1,63,68,0,0.444534203
0,0,0,0,0,1,2,4.5,90,90,5772,0.417910768
0,0,0,0,0,2,1,2.8,56,56,44451,0.420540838
0,0,0,0,0,2,2,4.5,89,88,23405,0.489999359
0,0,0,0,0,2,1,0,0,0,0,0.614069264
0,0,0,0,0,2,1,0,0,0,0,0.495424837
0,0,0,0,0,2,2,3.1,63,68,0,0.442692308
0,0,0,0,0,2,1,0,0,0,0,0.448825307
0,0,0,0,0,2,1,3.1,63,77,0,0.364609002
0,0,0,0,0,2,2,3.1,63,68,0,0.398577864
0,0,0,0,0,2,2,3.5,69,70,79662,0.445163571
0,1,0,0,0,3,2,4.3,86,84,41475,0.35
0,0,0,0,0,2,1,0,0,0,0,0.393877165
0,0,0,0,0,2,2,4.7,94,94,0,0.477576811
0,0,0,0,0,2,1,2.5,50,29,0,0.453126012
5,5,95,0,95,2,2,3.9,77,99,6659,0.526471512
0,0,0,0,0,2,0,1.2,24,28,0,0.44375
0,1,0,0,0,2,2,4,81,76,12993,0.543518519
0,0,0,0,0,2,1,2.5,50,29,0,0.477515444
0,0,0,0,0,2,2,3.1,63,68,0,0.446755369
0,1,0,0,0,2,2,4.5,89,87,82758,0.390597729
0,0,0,0,0,2,1,2.9,57,71,0,0.457482913
0,0,0,0,0,2,1,3.4,68,79,0,0.475858586
0,0,0,0,0,2,1,0,0,0,0,0.515348124
0,0,0,0,0,2,0,1.2,24,28,0,0.572077922
0,1,0,0,0,2,2,4,81,76,12993,0.36932966
0,0,0,0,0,2,1,0,0,0,0,0.438688578
0,0,0,0,0,2,1,0,0,0,0,0.293903319
0,0,0,0,0,2,2,3.5,69,70,79662,0.355980333
0,0,0,0,0,2,2,4.7,94,94,0,0.497616959
0,0,0,0,0,2,1,4,80,93,43327,0.335449735
0,0,0,0,0,2,1,3.1,63,77,0,0.332628571
0,0,0,0,0,2,1,4.3,86,100,0,0.200592449
0,0,0,0,0,2,1,0,0,0,0,0.875
0,0,0,0,0,2,1,4.3,86,100,0,0.431292833
0,0,0,0,0,2,1,4.3,87,0,0,0.508783269
0,0,0,0,0,8,2,4.6,92,92,38347,0.281481481
0,0,0,0,0,2,1,0,0,0,0,0.554712341
0,0,0,0,0,2,1,4,80,93,43327,0.458110119
0,0,0,0,0,2,2,4.7,94,94,0,0.475638436
0,0,0,0,0,2,2,4.7,94,82,2182,0.488974567
0,0,0,0,0,2,2,3.1,63,68,0,0.424411128
0,0,0,0,0,8,2,4.6,92,92,38347,0.496952381
0,0,0,0,0,2,1,2.8,56,56,44451,0.302742195
0,0,0,0,0,2,1,0,0,0,0,0.595089286
0,0,0,0,0,2,1,2.1,42,58,0,0.406712963
0,0,0,0,0,2,1,2.5,50,29,0,0.362687495
0,0,0,0,0,2,2,3.1,63,68,0,0.38216025
0,0,0,0,0,2,1,2.8,56,56,44451,0.410729437
0,0,0,0,0,2,1,2.5,50,0,0,0.407310606
0,1,0,0,0,2,2,4.5,89,87,82758,0.414072837
0,0,0,0,0,2,1,0,0,0,0,0.403795094
0,0,0,0,0,2,1,2.4,48,3,0,0.305555556
0,0,0,0,0,2,2,3.5,69,70,79662,0.35496633
0,0,0,0,0,2,1,4.3,87,0,0,0.42164787
0,0,0,0,0,3,2,4.2,83,86,37161,0.448316017
0,0,0,0,0,2,2,3.5,69,70,79662,0.423977874
0,0,0,0,0,1,2,3.6,72,85,15846,0.416948175
0,0,0,0,0,2,1,0,0,0,0,0.166527778
0,0,0,0,0,2,1,4.3,86,100,0,0.465865633
0,0,0,0,0,2,1,3.1,63,77,0,0.357960707
0,0,0,0,0,2,1,4,80,93,43327,0.482063492
0,0,0,0,0,2,2,3.5,69,70,79662,0.471061547
0,0,0,0,0,2,1,0,0,0,0,0.220447749
0,1,0,0,0,3,2,4.3,86,84,41475,0.4
0,0,0,0,0,2,1,0,0,0,0,0.395642466
0,0,0,0,0,8,2,4.6,92,92,18495,0.293988095
0,0,0,0,0,2,1,0,0,0,0,0.445416667
0,0,0,0,0,2,1,2.1,42,58,0,0.653333333
0,0,0,0,0,2,1,0,0,0,0,0.328143939
0,0,0,0,0,2,0,1.2,24,28,0,0.264814815
0,1,0,0,0,2,2,4.5,89,87,82758,0.328251303
0,0,0,0,0,2,2,3.1,63,68,0,0.667424242
0,0,0,0,0,1,2,3.6,72,85,15846,0.51671832
0,0,0,0,0,2,1,2.5,50,29,0,0.534995895
0,0,0,0,0,2,1,2.5,50,0,0,0.437698413
0,0,912,0,912,2,1,0,0,0,14958,0.492817571
0,1,0,0,0,2,2,4.5,89,87,82758,0.38
0,0,0,0,0,2,1,0,0,0,0,0.290117845
0,0,0,0,0,2,1,3,60,55,65060,0.480125319
0,0,0,0,0,2,1,2.9,57,71,0,0.395441293
0,0,0,0,0,2,1,0,0,0,0,0.565972222
0,0,0,0,0,2,1,0,0,0,0,0.535097687
0,0,0,0,0,2,2,3.5,69,70,79662,0.400152229
0,0,0,0,0,2,2,3.5,69,70,79662,0.444488516
0,0,0,0,0,2,2,3.5,69,70,79662,0.392471086
0,0,0,0,0,2,1,0,0,0,0,0.39273183
0,0,0,0,0,2,1,0,0,0,0,0.46965873
0,0,0,0,0,1,2,4.5,90,90,5772,0.513425926
0,0,0,0,0,2,1,0,0,0,0,0.407222222
0,0,0,0,0,2,2,3.5,69,70,79662,0.393670717
0,0,0,0,0,2,1,0,0,0,0,0.325
0,0,0,0,0,2,2,3.5,69,70,79662,0.426970802
0,0,0,0,0,2,1,4,80,93,43327,0.587581699
0,1,0,0,0,2,2,4,81,76,12993,0.445670996
0,0,0,0,0,2,1,0,0,0,0,0.533712121
0,0,0,0,0,2,1,0,0,0,0,0.67
0,0,0,0,0,2,1,0,0,0,0,0.415897066
0,0,0,0,0,8,2,4.6,92,92,38347,0.238461538
0,0,0,0,0,2,2,4.1,82,90,8968,0.740588116
0,1,0,0,0,2,2,4.1,82,86,48413,0.437975702
0,0,0,0,0,2,1,1.6,33,31,0,0.466834734
0,0,0,0,0,6,1,2.3,45,41,11584,0.516924675
0,0,0,0,0,2,2,4.3,86,89,70635,0.453851402
0,0,0,0,0,2,2,3.1,63,68,0,0.304507811
0,0,18,0,18,2,2,4.7,94,82,2182,0.449350649
0,0,0,0,0,2,1,0,0,0,0,0.245463253
0,0,0,0,0,2,2,3.1,63,68,0,0.472967358
0,0,0,0,0,2,1,0,0,0,32069,0.510767316
0,0,0,0,0,2,1,0,0,0,0,0.376041667
0,1,0,0,0,2,1,0,0,0,0,0.409036973
0,0,0,0,0,2,2,3.5,69,70,79662,0.355688279
0,0,0,0,0,2,1,4,80,93,43327,0.564652015
0,0,4,0,4,1,2,4.5,90,90,5772,0.477047619
0,0,0,0,0,2,2,3.1,63,68,0,0.452235772
0,0,0,0,0,2,1,4.7,94,61,0,0.387574272
0,0,0,0,0,2,1,2.4,48,3,0,0.472559487
0,0,0,0,0,2,1,3.3,66,61,17423,0.151515152
0,1,0,0,0,2,1,0,0,0,0,0.369674494
0,0,0,0,0,2,2,4.7,94,94,0,0.492104543
0,0,0,0,0,2,1,0,0,0,0,0.44987437
0,0,0,0,0,2,2,3.1,63,68,0,0.281510417
0,0,0,0,0,2,1,0,0,0,0,0.49109063
0,1,0,0,0,2,1,0,0,0,0,0.37512285
0,0,0,0,0,2,1,0,0,0,0,0.457051282
0,0,0,0,0,2,1,0,0,0,0,0.325226757
0,0,0,0,0,2,1,4,80,93,43327,0.519028723
0,0,0,0,0,2,1,3.4,68,79,0,0.413733394
0,0,0,0,0,2,1,4.3,87,0,0,0.470491242
0,1,0,0,0,2,2,4.5,89,87,82758,0.40767071
0,0,0,0,0,2,2,3.1,63,68,0,0.472624684
0,0,0,0,0,2,1,0,0,0,0,0.490999412
0,1,0,0,0,2,2,3.9,77,99,6659,0.25
0,0,0,0,0,2,1,0,0,0,57497,0.489452561
0,0,0,0,0,2,1,2.5,50,0,0,0.360871212
0,0,0,0,0,2,1,2.5,50,29,0,0.411612979
0,0,0,0,0,2,1,0,0,0,0,0.353628118
0,0,0,0,0,2,1,4,80,93,43327,0.417283951
0,0,0,0,0,2,1,0,0,0,0,0.436111111
0,1,0,0,0,2,2,4.5,89,87,82758,0.329565099
0,0,0,0,0,2,1,3,61,62,42160,0.683766234
0,0,0,0,0,2,2,3.1,63,68,0,0.401136364
0,0,0,0,0,2,1,0,0,0,0,0.260606061
0,1,0,0,0,2,2,3.9,77,99,6659,0.470735786
0,0,0,0,0,2,1,0,0,0,0,0.485858586
0,0,0,0,0,2,1,4,80,93,43327,0.57173913
0,0,0,0,0,2,2,4.3,85,86,65917,0.41979782
0,0,0,0,0,2,0,1.2,24,28,0,0.55
0,0,0,0,0,2,2,3.5,69,70,79662,0.412884113
0,0,0,0,0,2,1,0,0,0,0,0.356052245
0,0,0,0,0,2,1,0,0,0,3921,0.425454545
0,1,0,0,0,2,2,4.3,87,87,23950,0.441879026
1,2,0,0,0,2,1,0,0,0,0,0.467824074
0,0,0,0,0,2,1,0,0,0,0,0.382783883
0,0,0,0,0,2,1,4.2,84,0,0,0.089285714
0,0,0,0,0,2,1,3.3,66,61,17423,0.412184196
0,0,0,0,0,2,1,0,0,0,0,0.505333366
0,0,0,0,0,1,2,3.6,72,85,15846,0.557256236
0,0,0,0,0,2,1,2.5,50,0,3734,0.505883251
0,0,0,0,0,2,1,3.4,68,79,0,0.349411649
0,0,0,0,0,1,2,3.6,72,85,15846,0.388748097
0,0,0,0,0,2,1,2.5,50,29,0,0.256623049
0,0,0,0,0,2,1,0,0,0,0,0.333333333
0,0,0,0,0,2,1,2.8,56,56,44451,0.487121212
0,0,0,0,0,2,2,4.1,82,90,8968,0.523504274
0,0,0,0,0,2,1,4,80,93,43327,0.450666439
0,0,0,0,0,2,1,0,0,0,0,0.331565657
0,0,0,0,0,2,1,0,0,0,0,0.744444444
0,0,0,0,0,2,1,2.5,50,11,0,0.232706767
0,0,0,0,0,2,1,0,0,0,0,0.402702703
0,0,0,0,0,2,1,0,0,0,0,0.378869048
0,0,0,0,0,1,2,3.6,72,85,15846,0.436306599
0,0,0,0,0,2,1,2.5,50,0,3734,0.464403292
0,0,0,0,0,2,1,2.5,50,11,0,0.322671156
0,0,0,0,0,2,1,0,0,0,0,0.433041958
0,0,0,0,0,2,1,0,0,0,0,0.428737542
0,0,0,0,0,2,2,3.1,63,68,0,0.429106428
0,0,0,0,0,2,2,3.1,63,68,0,0.266798942
0,1,0,0,0,2,2,4,81,76,12993,0.326402918
0,0,0,0,0,1,1,2.9,58,76,0,0.545289855
0,1,0,0,0,2,2,4.1,82,86,48413,0.461238974
0,0,0,0,0,2,1,0,0,0,3921,0.427813853
0,0,0,0,0,2,1,0,0,0,0,0.38447205
0,0,0,0,0,2,1,0,0,0,0,0.507945869
0,0,0,0,0,2,1,4.3,87,0,0,0.389257002
0,0,0,0,0,1,1,3,60,54,25689,0.6875
0,0,0,0,0,2,1,0,0,0,0,0.571666667
0,0,0,0,0,1,2,3.6,72,85,15846,0.401398601
0,0,0,0,0,2,1,0,0,0,0,0.437032086
0,0,0,0,0,2,1,0,0,0,0,0.16547619
0,0,0,0,0,2,1,0,0,0,3921,0.395192308
0,0,0,0,0,2,1,4,80,93,43327,0.615674603
0,1,0,0,0,2,2,4,81,76,12993,0.4375
0,0,0,0,0,2,1,4,80,93,43327,0.694128788
0,0,0,0,0,2,1,0,0,0,67400,0.487445887
0,0,0,0,0,2,1,2.5,49,51,0,0.417261905
0,0,0,0,0,2,2,4.7,94,82,2182,0.403703704
0,1,0,0,0,2,2,4.1,82,86,48413,0.6
0,0,0,0,0,2,1,0,0,0,0,0.50238837
0,1,0,0,0,2,1,4.6,92,90,51784,0.480062823
0,0,0,0,0,2,2,4.7,94,82,2182,0.269967532
0,0,0,0,0,2,1,0,0,0,0,0.44625
0,0,0,0,0,2,1,0,0,0,0,0.716666667
0,0,0,0,0,2,1,0,0,0,0,0.389177489
0,1,0,0,0,2,2,4.3,87,87,23950,0.469601462
0,0,0,0,0,2,2,4.7,94,82,2182,0.486805312
0,0,0,0,0,2,2,3.1,63,68,0,0.484920635
0,0,0,0,0,2,2,3.1,63,68,0,0.361111111
0,0,0,0,0,2,2,4.7,94,82,2182,0.53030303
0,0,0,0,0,2,1,4.3,87,0,0,0.5
4,5,0,0,0,2,1,0.3,7,29,36674,0.213888889
0,1,0,0,0,2,2,4.5,89,87,82758,0.385409091
0,0,0,0,0,2,1,2.5,50,0,0,0.472929607
